reactants	products	set	tanimoto	possible_products
O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	train	0.6451612903225806	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	train	0.5645161290322581	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
COC(=O)c1ccccc1O	O=C(O)c1ccccc1O	train	0.52	O=C(O)c1ccccc1O.COC(=O)c1ccc(C)cc1O
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	train	0.5714285714285714	NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O.NC(Cc1ccc(O)c(I)c1)C(=O)O
Cc1c(C)c(C)c(C2Oc3c(C)c(O)c(C)c(O)c3CC2O)c(C)c1C	Cc1c(C)c(C)c(CC(O)Cc2c(O)c(C)c(O)c(C)c2O)c(C)c1C	train	0.2682926829268293	Cc1c(C)c(C)c(CC(O)Cc2c(O)c(C)c(O)c(C)c2O)c(C)c1C
O=C(O)N1CCC(N2CCCCC2)CC1	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	train	0.2531645569620253	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
NC(Cc1ccc(O)cc1)C(=O)O	[H]NC(=O)CC(N)C(=O)O	train	0.3666666666666666	NCCc1ccc(O)cc1.NCCCCC(N)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.NC(Cc1ccc(O)c(I)c1)C(=O)O.NC(Cc1ccc(O)c(O)c1)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(Cc1cc(I)c(O)c(I)c1)C(=O)O.CC(N)C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)Cc3ccc(O)cc3)C2O)C1O.CC(N)C(=O)O.[H]NC(=O)CC(N)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CC(C)CC(N)C(=O)O.CCC(C)C(N)C(=O)O.CSCCC(N)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.CC(O)=NC(Cc1ccc(O)cc1)C(=O)O.NC(CS)C(=O)O.NC(CO)C(=O)O.O=C(O)C(=O)Cc1ccc(O)cc1.[H]N=C(N)NCCCC(N)C(=O)O.NC(CC1=CC(=O)C(=O)C=C1)C(=O)O.NC(Cc1ccccc1)C(=O)O
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	train	0.5303030303030303	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O.Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O.[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(O)n1.Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O.Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)nc1O.O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1
CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO	CCCCCC(O)C=CC=CC=CC=CC1OC1CCCC(=O)O	train	0.3793103448275862	CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O)O.CCC=CCC(O)C(O)CC=CCC=CCC=CCCCC(=O)O.CCCCCC(O)C=CC=CC=CC=CC1OC1CCCC(=O)O.CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
CSCCC(N)C(=O)O	NC(Cc1ccc(O)cc1)C(=O)O	train	0.3235294117647059	NC(Cc1c[nH]c2ccccc12)C(=O)O.C[S+](C)CCC(N)C(=O)[O-].NC(Cc1ccccc1)C(=O)O.CC(C)C(N)C(=O)O.NC(CS)C(=O)O.NC(CCO)C(=O)O.NCC(=O)O.NCCCC(N)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.NCCCCC(N)C(=O)O.CC(O)C(N)C(=O)O.NC(CO)C(=O)O.CSCCC(N=C(C)O)C(=O)O.CCC(C)C(N)C(=O)O.CC(C)CC(N)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CC(N)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CSCCC(=O)C(=O)O.NC(CCS)C(=O)O
NC(Cc1ccc(O)c(I)c1)C(=O)O	NC(Cc1ccc(O)cc1)C(=O)O	train	0.5882352941176471	NC(Cc1ccc(O)cc1)C(=O)O.NC(Cc1cc(I)c(O)c(I)c1)C(=O)O
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O	CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O	train	0.6521739130434783	CC(C)(CO)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O.CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O.NC(CS)C(=O)O.CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS
NCC(=O)NCC(=O)O	NCC(=O)O	train	0.4736842105263157	NCC(=O)O
CC=COCC(O)COP(=O)(O)OCCN	CC=COCC(O)COP(=O)(O)O	train	0.6486486486486487	CC=COCC(O)CO.CC=COCC(COP(=O)(O)OCCN)OC(C)=O.CC=COCC(O)COP(=O)(O)O.NCCOP(=O)(O)O
CC(=O)OCC(COP(=O)(O)CCN)OC(C)=O	NCCP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O	train	0.2205882352941176	NCCP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O.CC(=O)OCC(CO)OC(C)=O
Nc1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)n1	Nc1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)n1	train	0.5344827586206896	Nc1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)n1
CNC(=O)CCCCC1CCSS1	CNC(=O)CCCCC(S)CCSC(C)=O	train	0.3125	CNC(=O)CCCCC(S)CCSCN.CNC(=O)CCCCC(S)CCSC(=O)CCC(=O)O.CNC(=O)CCCCC(S)CCSC(=O)CC(C)C.CCC(C)C(=O)SCCC(S)CCCCC(=O)NC.CNC(=O)CCCCC(S)CCS.CNC(=O)CCCCC(S)CCSC(C)=O.CCCCCCCC(=O)NC.CNC(=O)CCCCC(S)CCSC(=O)C(C)C.CNC(=O)CCCCC(S)CCSC(=O)CCCC(=O)O
CSC(=O)CC(=O)O	CSC(=O)CC(C)=O	train	0.6	CCCCCCCCCCCC(=O)CC(=O)SC.CCCC(=O)CC(=O)SC.CCCCCCCCCCCCCCCC(=O)CC(=O)SC.CCCCCCCC(=O)CC(=O)SC.CCCCCCCCCCCCCC(=O)CC(=O)SC.CSC(=O)CC(C)=O.CCCCCCCCCC(=O)CC(=O)SC.COC(=O)CCCC(=O)CC(=O)SC.CCCCCC(=O)CC(=O)SC
CC(C)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	train	0.6612903225806451	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
[H]N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1	[H]N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1	train	0.9591836734693876	[H]N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCCN)C(O)C2O)c(O)n1.[H]N=c1ccn(C2OC(COP(=O)([O-])OP(=O)(O)OCC[N+](C)(C)C)C(O)C2O)c(O)n1.[H]N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1.[H]N=c1ccn(C2OC(COP(=O)(O)OC3(C(=O)O)CC(O)C(N=C(O)CO)C(C(O)C(O)CO)O3)C(O)C2O)c(O)n1.CC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(C)=O.[H]N=c1ccn(C2OC(COP(=O)(O)OC3(C(=O)O)CC(O)C(N=C(C)O)C(C(O)C(O)CO)O3)C(O)C2O)c(O)n1
CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2=O	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O	train	0.5555555555555556	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O.CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
CC(C)CC(N)C(=O)N1CCCC1C(=O)O	O=C(O)C1CCCN1	train	0.2093023255813953	O=C(O)C1CCCN1.CC(C)CC(N)C(=O)O
NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O	Nc1c(OC2OC(CO)C(O)C(O)C2O)cccc1C(=O)CC(NC(=O)CNC(=O)C(CS)N=C(O)CCC(N)C(=O)O)C(=O)O	train	0.4210526315789473	CC12CCC3c4cc(O)c(O)c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c4CCC3C1CCC2O.NC(CCC(O)=NC(CSSCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O.CC12CCC3c4cc(O)c(O)c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c4CCC3C1CCC2=O.NC(CCC(O)=NC(CSCO)C(=O)NCC(=O)O)C(=O)O.NC(CCC(O)=NC(CSC(CC(=O)O)c1cnc[nH]1)C(=O)NCC(=O)O)C(=O)O.NCCc1cc(O)c(O)c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1.CCCCCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O.CCC=CCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O.CC12CCC3c4c(cc(O)c(O)c4SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCC3C1CCC2O.CC(O)C(=O)SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O.CC12CCC3c4c(cc(O)c(O)c4SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCC3C1CCC2=O.NC(CCC(=O)O)C(=O)O.NC(CCC(O)=NC(CSC=O)C(=O)NCC(=O)O)C(=O)O.NC(CCC(=O)NC(CSc1c(O)c(O)cc2c1C(O)CN2)C(=O)NCC(=O)O)C(=O)O.NC(CCC(=O)NC(CSc1c(O)c(O)cc2c1CCN2)C(=O)NCC(=O)O)C(=O)O.NC(CCC(O)=NC(CSc1c(O)c(O)cc2c1CC(C(=O)O)N2)C(=O)NCC(=O)O)C(=O)O.CCCCCC(O)C=CC1C(=O)CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1CC=CCCCC(=O)O.NC(CS)C(=O)NCC(=O)O.Nc1c(OC2OC(CO)C(O)C(O)C2O)cccc1C(=O)CC(NC(=O)CNC(=O)C(CS)N=C(O)CCC(N)C(=O)O)C(=O)O.CCCCCC(O)C=CC1C(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CC(=O)C1CC=CCCCC(=O)O.CCCCCC(O)CC=C1C(=O)CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1CC=CCCCC(=O)O.CCCCCC=CCC(=O)CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O.CC12CCC3c4cc(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(O)c(O)c4CCC3C1CCC2O.CC(N=C(O)CCC(N)C(=O)O)C(=O)O.NC(CCC(=O)NC(CSc1cc(CC(N)C(=O)O)cc(O)c1O)C(=O)NCC(=O)O)C(=O)O.CC12CCC3c4cc(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(O)c(O)c4CCC3C1CCC2=O.CN1CC(O)c2c1cc(O)c(O)c2SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
CC(O)C(=O)SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O	train	0.6458333333333334	NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O
O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	train	0.9583333333333334	O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1.O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1
CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2=O	CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	train	0.6590909090909091	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O.CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
[H]N=C(O)CC(NC(=O)C(N)CC(C)C)C(=O)NC(CC(=O)O)C(=O)O	CC(C)CC(N)C(=O)O	train	0.4444444444444444	CC(C)CC(N)C(=O)O
CC1CC(O)C(COP(=O)(O)OC2CC(C)OC2COP(=O)(O)OC2CC(C)OC2CO)O1	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	train	0.3188405797101449	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1.Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1.Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1.Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
CC(C)=C(C)C(C)C	CC(C)=C(C)C(C)(C)O	train	0.2105263157894736	CC(C)=C(C)C(C)(C)O
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O	train	0.6885245901639344	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(C)C2O)C(O)C1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1.O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1.CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O
O=CCCC(NC(=O)CCC(=O)O)C(=O)O	O=C(O)CCC(=O)NC(CCC(=O)O)C(=O)O	train	0.7241379310344828	O=C(O)CCC(=O)NC(CCC(=O)O)C(=O)O
O=C(O)C(O)Cc1ccc(O)cc1	O=C(O)C(=O)Cc1ccc(O)cc1	train	0.4666666666666667	O=C(O)C=Cc1ccc(O)cc1.O=C(O)C(=O)Cc1ccc(O)cc1
NC(CC(=O)O)C(=O)O	CC(O)=NC(CC(=O)O)C(=O)O	train	0.3703703703703703	N=C(NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O.O=CNC(CC(=O)O)C(=O)O.NC(=O)CC(N)C(=O)O.CC(O)=NC(CC(=O)O)C(=O)O.[H]NC(=O)NC(CC(=O)O)C(=O)O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(=O)O)C1O.CC(=O)NC(CC(=O)O)C(=O)O.NC(=O)NC(CC(=O)O)C(=O)O.NCCC(=O)O.NC(=O)C(N)CC(=O)O.NC(CS(=O)O)C(=O)O.O=C(O)CC(=O)C(=O)O
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CCC=CCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	train	0.625	CCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C.CCCCCCCCC=CCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C.CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCC=CCC=CCC=CCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCC=CCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(CO)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C.CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCC=CCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(O)n1	train	0.6842105263157895	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O.[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(O)n1.O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1.O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)O)O1
CCCCCCCC(=O)SC	CCCCCC=CC(=O)SC	train	0.4333333333333333	CCCCCC=CC(=O)SC.CCCCCCCC(=O)CC(=O)SC.CSC(=O)CCCCC1CCSS1
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O	train	0.6206896551724138	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O
NCCCNCCCC=O	NCCCNCCCC(=O)O	train	0.5	NCCCNCCCC(=O)O.O=CCCCNCCC=O
[H]NC(=O)CC(N)C(=O)O	CCC(C)C(N)C(=O)O	train	0.3333333333333333	[H]NC(=O)NCCCC(N)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.NC(Cc1ccccc1)C(=O)O.CC(O)C(N)C(=O)O.NCC(=O)O.NC(CCO)C(=O)O.NCCCCC(N)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.CCC(C)C(N)C(=O)O.NCCCC(N)C(=O)O.NC(CS)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.CC(N)C(=O)O.[H]NC(=O)CC(N=C(C)O)C(=O)O
Cc1c[nH]c(=O)[nH]c1=O	Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O	train	0.2444444444444444	Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
NC(Cc1cnc[nH]1)C(=O)O	CSCCC(N)C(=O)O	train	0.3243243243243243	NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(CS)C(=O)O.NCCCC(=O)NC(Cc1cnc[nH]1)C(=O)O.NC(CCO)C(=O)O.Cn1cncc1CC(N)C(=O)O.CC(O)C(N)C(=O)O.CCC(C)C(N)C(=O)O.CC(C)CC(N)C(=O)O.NC(Cc1ccccc1)C(=O)O.NCCc1cnc[nH]1.CSCCC(N)C(=O)O.NCCCC(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.NC(CO)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.NCC(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.NCCCCC(N)C(=O)O.CC(N)C(=O)O
