parent_smiles	parent_name	child_name	child_smiles	set
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@H](O)CC(=O)O	Rosuvastatin	N-Desmethylrosuvastatin	CC(C)c1nc(NS(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@H](O)CC(=O)O	train
Clc1ccc(Cl)c(Cl)c1	1,2,4-trichlorobenzene	2,3,5-trichlorophenol	Oc1cc(Cl)cc(Cl)c1Cl	train
c1ccc2[nH]ccc2c1	indole		Oc1ccc2cc[nH]c2c1	train
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone		COc1cc(C(=O)c2c[nH]c3c(O)c(OC)ccc23)cc(OC)c1OC	train
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13	eplerenone	6beta-hydroxyeplerenone	COC(=O)[C@@H]1C(O)C2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13	train
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1	(s)-bupropion	(2S)-2-(tert-butylamino)-1-(3-chloro-4-hydroxyphenyl)propan-1-one	C[C@H](NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1	train
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	tamoxifen	alpha-Hydroxytamoxifen	CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	train
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Irbesartan M8		CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C2N=N[N+](C3C(O)[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)=N2)cc1	train
CCOc1ccc2ccc(=O)oc2c1	7-ethoxycoumarin		CCOc1ccc2c(O)cc(=O)oc2c1	train
OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1	phenytoin	5Ã¢â‚¬Â(3,4Ã¢â‚¬ÂdihydroxycyclohexaÃ¢â‚¬Â1,5Ã¢â‚¬ÂdienÃ¢â‚¬Â1Ã¢â‚¬Âyl)Ã¢â‚¬Â5Ã¢â‚¬ÂphenylimidazolidineÃ¢â‚¬Â2,4Ã¢â‚¬Âdione	OC1=NC(C2=CC(O)C(O)C=C2)(c2ccccc2)C(O)=N1	train
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21	Aflatoxin B1 exo 8,9-epoxide		COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC(SC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)C1O	train
Cn1c(=O)c2c(ncn2C)n(C)c1=O	caffeine	Theobromine	CC1C(O)=NC(=O)c2c1ncn2C	train
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC	Desogestrel	Desogestrel 17-O-glucuronide	C#C[C@]1(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC	train
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC	Butachlor		CCc1cccc(CC)c1N=C(O)CCl	train
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	Bisphenol A		CC(C)(c1ccc(O)cc1)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1	train
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1	(s)-flurbiprofen	4-OH-S-flurbiprofen	C[C@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1	train
CN1[C@@H]2CC[C@H]1CC(N=C(O)c1cc(Cl)cc3c1OC(C)(C)C3)C2	zatosetron		CC1(C)Cc2cc(Cl)cc(C(O)=NC3CC4CCC(C3)N4)c2O1	train
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(O)=N3)cc12	zolmitriptan	N-Desmethylzolmitriptan	CNCCc1c[nH]c2ccc(C[C@H]3COC(O)=N3)cc12	train
COc1ccc(Cl)cc1C(O)=NCCc1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1	Glyburide	3-cis-Hydroxycyclohexyl glyburide	COc1ccc(Cl)cc1C(O)=NCCc1ccc(S(=O)(=O)NC(O)=N[C@H]2CCC[C@@H](O)C2)cc1	train
N#C/C(=C\c1ccc(O)c(O)c1)C(O)=NCc1ccccc1	Tyrphostin B42	Tyrphostin B42, 3-O-glucuronide	N#C/C(=C\c1ccc(O)c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1)C(O)=NCc1ccccc1	train
Cc1nc2c(=O)n(C)c(=O)n(CC3CCCCC3)c2[nH]1	brn 4201400		Cn1c(=O)c2nc(CO)[nH]c2n(CC2CCCCC2)c1=O	train
CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	desmethylcitalopram	N,N-Didesmethylcitalopram	N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1	train
C/C=C1/C[C@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23	senecionine	senecionine N-oxide	C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23	train
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	etoricoxib	6-Hydroxymethyletoricoxib	CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1	train
CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC	metoclopramide	monodeethylmetoclopramide	CCNCCN=C(O)c1cc(Cl)c(N)cc1OC	train
CCN[C@@H](C)Cc1ccc2c(c1)OCO2	(S)-Methylenedioxyethylamphetamine	N-methyl-3,4-methylenedioxyamphetamine	CCN[C@@H](C)Cc1ccc(O)c(O)c1	train
CC(C)(C)N=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)[C@H](CC(=N)O)NC(=O)c1ccc2ccccc2n1	Saquinavir	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide	CC(C)(CO)N=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)[C@H](CC(=N)O)NC(=O)c1ccc2ccccc2n1	train
CC(=O)/C=C\Sc1ncnc2[nH]cnc12	cis-6-(2-acetylvinylthio)purine		C/C([O-])=C/C(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)Sc1ncnc2[nH]cnc12	train
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1	(R)-mianserin	(R)-mianserin, N-oxide	C[N+]1([O-])CCN2c3ccccc3Cc3ccccc3[C@@H]2C1	train
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	dexamethasone	6-beta-OH DEXAMETHASONE	C[C@@H]1C[C@H]2[C@@H]3CC(O)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	train
C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)N(O)C(=N)O	1â€[(2S)â€4â€(5â€benzylthiophenâ€2â€yl)butâ€3â€ynâ€2â€yl]â€1â€hydroxyurea	ABT-515	CC(C#Cc1ccc(C(O)c2ccccc2)s1)N(O)C(=N)O	train
O=c1ccoc2cc(O)ccc12	7-Hydroxychromone	7-Hydroxychromone, 7-OH-glucuronide	O=C(O)[C@H]1O[C@@H](Oc2ccc3c(=O)ccoc3c2)[C@H](O)[C@@H](O)[C@@H]1O	train
COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)cc(OC)c1OC	3,7-Dihydroxy-3p,4p,5p-trimethoxyflavone		COc1cc(-c2oc3cc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)ccc3c(=O)c2O)cc(OC)c1OC	train
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	lovastatin	3-Hydroxylovastatin	CC[C@H](O)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	train
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	fentanyl	Phenylacetaldehyde	O=CCc1ccccc1	train
COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1	ezlopitant		C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1	train
COc1ccc(N)cc1OC	4-aminoveratrole		COc1ccc(N=C(C)O)cc1OC	train
Cc1cnc2ccc3c(nc(NO)n3C)c2n1	N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline		Cc1cnc2ccc3c(nc(NOC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)n3C)c2n1	train
CC(C)O	2-propanol		CC(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
Oc1ccc(Br)cc1	4-Bromophenol		O=C(O)[C@H]1OC(Oc2ccc(Br)cc2)[C@H](O)[C@@H](O)[C@@H]1O	train
ONc1ccc(Oc2ccc(Cl)cc2Cl)cc1	N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine	N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine O-acetyl	CC(=O)ONc1ccc(Oc2ccc(Cl)cc2Cl)cc1	train
CCOC(=O)c1ccc(O)cc1	Methyl-4-hydroxybenzoate		CCOC(=O)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1	train
Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C	3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione		Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccc(O)o2)n1C	train
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	Galangin		O=C(O)[C@H]1OC(Oc2c(-c3ccccc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O	train
C=C(C)[C@H]1CC=C(C)CC1	(+)-limonene	Perillyl alcohol	C=C(C)C1CC=C(CO)CC1	train
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	nisoldipine		COC(=O)C1=C(C)NC(C)=C(C(=O)OC(O)C(C)C)C1c1ccccc1[N+](=O)[O-]	train
O=c1c(O)c(-c2ccc(O)cc2)oc2ccc(O)cc12	3,6,4p-Trihydroxyflavone		O=C(O)[C@H]1OC(Oc2c(-c3ccc(O)cc3)oc3ccc(O)cc3c2=O)[C@H](O)[C@@H](O)[C@@H]1O	train
O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O	CP-195543	M3	O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1O)C2O	train
OC1=NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	sertindole		OC1=NC(O)CN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	train
COc1cc(/C=C/C(=O)O)cc(OC)c1O	Sinapinic acid		COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O	train
CCOc1ccc2cc(C#N)c(=O)oc2c1	3-cyano-7-ethoxycoumarin	3-Cyano-7-hydroxycoumarin	N#Cc1cc2ccc(O)cc2oc1=O	train
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	4,4'-methylenebis(2-chloroaniline)		Nc1ccc(Cc2ccc(N[O-])c(Cl)c2)cc1Cl	train
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	clobazam	N-desmethylclobazam	O=C1CC(O)=Nc2ccc(Cl)cc2N1c1ccccc1	train
c1ccc2c(c1)ccc1ccccc12	phenanthrene		Oc1ccc2c(ccc3ccccc32)c1O	train
CC(C)c1ccc(O)cc1	4-Isopropylphenol		CC(C)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1	train
COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1O	Geraldol		COc1cc(-c2oc3cc(O)ccc3c(=O)c2OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O	train
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1	timolol		CC(C)(C)NCC(O)COc1nsnc1N1CCOC(O)C1	train
O=C(/C=C/c1ccc(O)cc1)c1ccccc1	4-Hydroxychalcone	4-Hydroxychalcone, 4-OH-glucuronide	O=C(/C=C/c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1	train
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl	4p-OH-diclofenac		O=C(O)Cc1ccccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl	train
O=[N+]([O-])c1cccc(Cl)c1[N+](=O)[O-]	1-chloro-2,3-dinitrobenzene	S-(2,3-dinitrophenyl)glutathione	N[C@@H](CCC(O)=N[C@@H](CSc1cccc([N+](=O)[O-])c1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O	train
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C(O)C[C@]4(C)[C@H]3CC[C@@]21C	Medroxyprogesterone Acetate (M4)	M-1	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)C(O)C[C@]4(C)[C@H]3CC[C@@]21C	train
CCn1nnc(C2=CCCN(C)C2)n1	Alvameline		CN1CCC=C(c2nn[nH]n2)C1	train
Cc1[nH]c(/C=C2\C(O)=Nc3ccccc32)c(C)c1CCC(=O)O	TSU-68	TSU-68 metabolite 3	Cc1[nH]c(/C=C2\C(O)=Nc3cc(O)ccc32)c(C)c1CCC(=O)O	train
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12	(s)-(-)-carvedilol	5'-OH-carvedilol	COc1ccc(O)cc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12	train
COOc1ccccc1O	O-methoxycatechol		COc1ccccc1OS(=O)(=O)O	train
CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1	Licofelone M4		CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C1	train
Oc1cc2ccccc2cc1O	2,3-Dihydroxynaphthalene		COc1cc2ccccc2cc1O	train
Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1	2â€(3â€{4â€[2â€(3â€fluorophenyl)ethyl]piperazinâ€1â€yl}propyl)â€5â€(1,2,4â€triazolâ€4â€yl)â€1Hâ€indole		OC(CN1CCN(CCCc2cc3cc(-n4cnnc4)ccc3[nH]2)CC1)c1cccc(F)c1	train
CC(C)C12CCC(C)(CC1)O2	1_4_cineole		CC(C)C12CCC(C)(O1)C(O)C2	train
Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12	Tizanidine M6		O=S(=O)(O)Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12	train
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O	3,4p-Dimethoxy-5,7,3p-trihydroxyflavone	3,4p-Dimethoxy-5,3p-dihydroxyflavone, 7-O-glucuronide	COc1ccc(-c2oc3cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2OC)cc1O	train
CCC1(c2ccc(O)cc2)C(O)=NC(=O)N=C1O	p-Hydroxyphenobarbital		CCC1(c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)C(O)=NC(=O)N=C1O	train
CN(C)CC/C=C1\c2ccccc2COc2ccccc21	Doxepin	Doxepin N-glucuronide	C[N+](C)(CC/C=C1\c2ccccc2COc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O	train
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	codeine	morphine	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	train
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34	dibenzo[a,l]pyrene		c1ccc2c(c1)c1cccc3ccc4cc5c(ccc6oc65)c2c4c31	train
OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1	4-Hydroxyphenytoin		O=C(O)[C@H]1OC(Oc2ccc(C3(c4ccccc4)N=C(O)N=C3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	train
Oc1ccc(/N=N/c2ccccc2)cc1	4-Phenylazophenol		O=C(O)[C@H]1OC(Oc2ccc(/N=N/c3ccccc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O	train
COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	esomeprazole	Omeprazole sulfone 	COc1ccc2nc(S(=O)(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	train
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	Genistein		O=C(O)[C@H]1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O	train
CNC(C)Cc1ccc2c(c1)OCO2	N-methyl-3,4methylenedioxyamphetamine 	N-Methyl-3,4dihydroxyamphetamine 	CNC(C)Cc1ccc(O)c(O)c1	train
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	quinidine	3-Hydroxyquinidine	C=C[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	train
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	sildenafil	N-Desmethyl sildenafil	CCCc1nn(C)c2c(=O)[nH]c(-c3cc([SH](=O)=O)ccc3OCC)nc12	train
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1	(s)-propafenone	(S)-N-Despropylpropafenone	NC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1	train
OCc1ccco1	furfuryl alcohol		O=S(=O)(O)OCc1ccco1	train
COC1=CC(=O)OC1C(O)c1ccccc1Cl	LOSIGAMONE		COC1=CC(=O)OC1C(O)c1cc(O)ccc1Cl	train
COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2	JNJ-10198409	JNJ-10198409 N-glucuronide C	COc1cc2c(cc1OC)-c1[nH]nc(N(c3cccc(F)c3)C3OC(C(=O)O)C(O)C(O)C3O)c1C2	train
OCCc1ccccc1Nc1c(Cl)cccc1Cl	benzeneethanol, 2-[(2,6-dichlorophenyl)amino]- (reduced_diclofenac)		OCCc1cc(O)ccc1Nc1c(Cl)cccc1Cl	train
Clc1ccc2nsnc2c1NC1=NCCN1	Tizanidine	2Ã¢â‚¬Â[(5Ã¢â‚¬ÂchloroÃ¢â‚¬Â2,1,3Ã¢â‚¬ÂbenzothiadiazolÃ¢â‚¬Â4Ã¢â‚¬Âyl)amino]Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬ÂimidazolÃ¢â‚¬Â4Ã¢â‚¬Âol	OC1CN=C(Nc2c(Cl)ccc3nsnc23)N1	train
CNCC[C@H](Oc1ccc(O)c2ccccc12)c1cccs1	4-Hydroxyduloxetine		CNCC[C@H](Oc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12)c1cccs1	train
CCNCCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12	Monodesethylchloroquine	N,N-didesethylchloroquinone	CC(CCCN)Nc1ccnc2cc(Cl)ccc12	train
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	aceclofenac	5-OH-aceclofenac	O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl	train
Cc1onc(-c2c(F)cccc2Cl)c1C(O)=N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	flucloxacillin		CC1(C)SC2C(N=C(O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O	train
COn1cc(CO)c2ccccc21	1-methoxy-3-indolylmethyl-alcohol		COn1cc(COS(=O)(=O)O)c2ccccc21	train
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	Curcumin	Curcumin 4-O-glucuronide	COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O	train
Oc1cccc2ccccc12	1-Naphthol	1-Naphthyl glucuronide	O=C(O)[C@H]1O[C@@H](Oc2cccc3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O	train
COc1ccccc1-c1oc2ccccc2c(=O)c1O	3-Hydroxy-2p-methoxyflavone		COc1ccccc1-c1oc2ccccc2c(=O)c1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O	warfarin-r	10-Hydroxywarfarin	CC(=O)C(O)[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O	train
CC(O)c1ccccc1	alpha-methyl benzyl alcohol		CC(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1	train
Cc1c[nH]c2ccccc12	3-methylindole	3-methylindole-2,3-epoxide	CC12OC1Nc1ccccc12	train
OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32	6-hydroxymethylanthanthrene		O=S(=O)(O)OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32	train
Cc1cc(O)ccc1O[C@H](CCN)c1ccccc1	N-Desmethyl-4-OH- atomoxetine		Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O[C@H](CCN)c1ccccc1	train
CN1C(C(O)=Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O	lornoxicam	5'-Hydroxylornoxicam	CN1C(C(O)=Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O	train
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	4-Hydroxytamoxifen	Endoxifen	CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1	train
COc1ccc(/C=C/C(=O)O)cc1O	Isoferulic Acid		COc1ccc(/C=C/C(=O)O)cc1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	ranitidine	Desmethylranitidine	CNCc1ccc(CSCCN/C(=C/[N+](=O)[O-])NC)o1	train
COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	astemizole	6-desmethylastermizole	Oc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	train
Cc1ccc(C)cc1	p-xylene	2,5-dimethylphenol	Cc1ccc(C)c(O)c1	train
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2	Indacaterol		CCc1cc2c(cc1CC)CC(NC[C@H](OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c3nc(O)ccc13)C2	train
CN(C)CC/C=C1\c2ccccc2COc2ccc(O)cc21	2-Hydroxydoxepin		CN(C)CC/C=C1\c2ccccc2COc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc21	train
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1	N-Desmethyltamoxifen	N-Desdimethyltamoxifen	CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1	train
O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12	6-nitrochrysene	N-hydroxy-6-AC	O[NH2+]c1cc2c3ccccc3ccc2c2ccccc12	train
CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1	Azimilide		C[N+]1([O-])CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1	train
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	retinol	All-trans-retinal	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1	train
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	diazepam	Temazepam	CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	train
CN1CCN2c3ccccc3Cc3ccccc3C2C1	Mianserine	Desmethylmianserin	c1ccc2c(c1)Cc1ccccc1N1CCNCC21	train
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	Naproxen		COc1ccc2cc([C@H](C)C(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1	train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	Hydromorphone	Hydromorphone 3-sulfate	CN1CC[C@]23c4c5ccc(OS(=O)(=O)O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	train
c1ccc(COc2ccc3cccnc3c2)cc1	7-benzyloxyquinoline	7-Hydroxyquinoline	O=C1C=Cc2cccnc2C1	train
CC[C@@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1	unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n		CCC(OC(C)=O)C(CC(C)N)(c1ccccc1)c1ccccc1	train
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)N=C3O)cc1)O2	(2s,5s)-troglitazone	(2S)â€3â€(4â€{[(2S)â€6â€hydroxyâ€2,5,7,8â€tetramethylâ€3,4â€dihydroâ€1â€benzopyranâ€2â€yl]methoxy}phenyl)â€2â€(hydroxysulfanyl)propanecarbonyl isocyanate	Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@H](SO)C(=O)N=C=O)cc1)O2	train
