parent_name,parent_smiles,child_name,child_smiles,enzymes,origin,source
sirolimus,CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C,25-OH-sirolimus,CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@@](C)(O)C[C@@H](C)/C=C\C=C\C=C\1C,CYP3A4,sirolimus,MetXBioDB
sirolimus,CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C,24-OH-sirolimus,CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C(O)[C@@H](C)/C=C\C=C\C=C\1C,CYP3A4,sirolimus,MetXBioDB
sirolimus,CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C,46-OH-sirolimus,CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](CO)C[C@@H](C)/C=C\C=C\C=C\1C,CYP3A4,sirolimus,MetXBioDB
sparteine,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,,OC12CCCCN1CC1CC2CN2CCCCC12,CYP2D6,sparteine,MetXBioDB
sparteine,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,,OC1CCCC2C3CC(CN12)C1CCCCN1C3,CYP2D6,sparteine,MetXBioDB
sparteine,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,,OC1CCCN2CC3CC(CN4CCCCC34)C12,CYP2D6,sparteine,MetXBioDB
styrene,C=Cc1ccccc1,"Styrene 7,8-oxide",c1ccc(C2CO2)cc1,CYP2E1,styrene,MetXBioDB
sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,,O=S(=O)(Nc1ncccn1)c1ccc(NO)cc1,CYP2B6;CYP2C8;CYP2C9;CYP2C19,sulfadiazine,MetXBioDB
sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Sulfamethoxazole N4-hydroxylamine,Cc1cc(NS(=O)(=O)c2ccc(NO)cc2)no1,CYP2C9,sulfamethoxazole,MetXBioDB
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,N4-hydroxylamine,N=c1c2c([nH]c3ccccc13)CCCC2O,CYP1A2,tacrine,MetXBioDB
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,4- Hydroxytacrine,Nc1c2c(nc3ccccc13)C(O)CCC2,CYP1A2,tacrine,MetXBioDB
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,2-Hydroxytacrine,N=c1c2c([nH]c3ccccc13)CCC(O)C2,CYP1A2,tacrine,MetXBioDB
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,7-Hydroxytacrine,Nc1c2c(nc3c(O)cccc13)CCCC2,CYP1A2,tacrine,MetXBioDB
tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,QUERCETIN,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CYP1A2;CYP2C9;CYP3A4,tamarixetin,MetXBioDB
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,N-Desmethyltamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CYP2D6; CYP1A2; CYP1A1; CYP3A4; CYP1B1 (at a high concentration (250ÃŽÂ¼M)); CYP2C9 (at a high concentration (250ÃŽÂ¼M)); CYP2C19 (at a high concentration (250ÃŽÂ¼M)); CYP3A5 (at a high concentration (250ÃŽÂ¼M)); CYP2E1,tamoxifen,MetXBioDB
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-Hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CYP2D6 (major); CYP2B6; CYP2C9; CYP3A4 (at a high concentration (250ÃŽÂ¼M)); CYP1A1 (at a high concentration (250ÃŽÂ¼M)); CYP1A2 (at a high concentration (250ÃŽÂ¼M)); CYP3A5 (at a high concentration (250ÃŽÂ¼M)),tamoxifen,MetXBioDB
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4'-Hydroxytamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccc(O)cc1,CYP2D6; CYP2B6,tamoxifen,MetXBioDB
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,alpha-Hydroxytamoxifen,CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CYP3A4; CYP2D6; CYP2B6 (give smaller amounts of ÃŽÂ±-hydroxylation); CYP2C9  (give smaller amounts of ÃŽÂ±-hydroxylation); CYP2C19 (give smaller amounts of ÃŽÂ±-hydroxylation); CYP3A5 (give smaller amounts of ÃŽÂ±-hydroxylation),tamoxifen,MetXBioDB
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,3-Hydroxytamoxifen,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,CYP3A4; CYP3A5; CYP2B6,tamoxifen,MetXBioDB
tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,CCOc1ccc(O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CYP2D6,tamsulosin,MetXBioDB
tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,CYP2D6,tamsulosin,MetXBioDB
tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,COc1ccc(CC(C)NCCOc2ccccc2O)cc1S(N)(=O)=O,CYP3A4,tamsulosin,MetXBioDB
tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,CYP1A2;CYP2D6;CYP3A4,tangeretin,MetXBioDB
tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)c(OC)c3o2)cc1,CYP3A4,tangeretin,MetXBioDB
tauromustine,CN(C)S(=O)(=O)CCN=C(O)N(CCCl)N=O,,CNS(=O)(=O)CCN=C(O)N(CCCl)N=O,CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP3A4,tauromustine,MetXBioDB
tauromustine,CN(C)S(=O)(=O)CCN=C(O)N(CCCl)N=O,,CN(C)S(=O)(=O)CCNC(O)=NCCCl,CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP3A4,tauromustine,MetXBioDB
taxol,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,6ÃŽÂ±-Hydroxypaclitaxel ,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)[C@H](O)[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CYP2C8,taxol,MetXBioDB
taxol,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,3Ã¢â‚¬Â²-pHydroxypaclitaxel ,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(C)C,CYP3A4 ,taxol,MetXBioDB
tecalcet,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,,CC(NCCCc1ccccc1Cl)c1cccc(O)c1,CYP2D6,tecalcet,MetXBioDB
tegaserod,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(O)cc12,CYP1A2;CYP2D6,tegaserod,MetXBioDB
teniposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Teniposide catechol ,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(O)c1O,CYP3A4; CYP3A5 ,teniposide,MetXBioDB
tenoxicam,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,5'-Hydroxytenoxicam,CN1/C(=C(/O)Nc2ccc(O)cn2)C(=O)c2sccc2S1(=O)=O,CYP2C9,tenoxicam,MetXBioDB
tentoxin,CC(C)C[C@@H]1N=C(O)[C@H](C)N(C)C(=O)CN=C(O)/C(=C\c2ccccc2)N(C)C1=O,,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)/C(=C\c2ccccc2)N=C1O,CYP3A4,tentoxin,MetXBioDB
terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,N-Desmethylterbinafine,CC(C)(C)C#C/C=C/CNCc1cccc2ccccc12,CYP2C8; CYP2C9; CYP1A2,terbinafine,MetXBioDB
terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,Hydroxyterbinafine,CN(C/C=C/C#CC(C)(C)CO)Cc1cccc2ccccc12,CYP1A2; CYP2C8; CYP2C9; CYP2C19,terbinafine,MetXBioDB
terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,1-Naphtaldehyde,O=Cc1cccc2ccccc12,CYP3A4,terbinafine,MetXBioDB
terbuthylazine,CCN=c1nc(Cl)nc(NC(C)(C)C)[nH]1,,CC(O)N=c1nc(Cl)nc(NC(C)(C)C)[nH]1,CYP1A2;CYP3A4,terbuthylazine,MetXBioDB
terbuthylazine,CCN=c1nc(Cl)nc(NC(C)(C)C)[nH]1,,CCN=c1nc(Cl)nc(NC(C)(C)CO)[nH]1,CYP1A2,terbuthylazine,MetXBioDB
territrem a,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc2c1OCO2,,COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(CO)C=CC(=O)C42C)O3)cc2c1OCO2,CYP2C9;CYP2D6;CYP3A4,territrem a,MetXBioDB
tert-amyl methyl ether,CCC(C)(C)OC,tert-amyl alcohol,CCC(C)(C)O,CYP2A6;CYP2E1,tert-amyl methyl ether,MetXBioDB
tert-butyl ethyl ether (ETBE),CCOC(C)(C)C,Tert-butanol,CC(C)(C)O,CYP2A6;CYP2E1,tert-butyl ethyl ether (ETBE),MetXBioDB
tert-butyl methyl ether,COC(C)(C)C,Tert-butanol,CC(C)(C)O,CYP2A6;CYP2E1,tert-butyl methyl ether,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,6ÃŽÂ²Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CYP3A4; CYP3A5;  CYP2C9; CYP1A1; CYP1B1,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2ÃŽÂ±-Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2O,CYP3A4 ,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2ÃŽÂ²-Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2O,CYP3A4 ,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,15ÃŽÂ±-Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[C@@H](O)C[C@@H]2O,CYP3A4,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,15ÃŽÂ²-Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[C@H](O)C[C@@H]2O,CYP3A4,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,16ÃŽÂ±-Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@@H](O)[C@@H]2O,CYP3A4; CYP2B6 ,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,16ÃŽÂ²-Hydroxytestosterone ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@H](O)[C@@H]2O,CYP3A4; CYP2B6 ,testosterone,MetXBioDB
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Androstenedione ,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2C19; CYP2C9 ,testosterone,MetXBioDB
tetradecanoic acid,CCCCCCCCCCCCCC(=O)O,,CC(O)CCCCCCCCCCCC(=O)O,CYP2E1;CYP4A11,tetradecanoic acid,MetXBioDB
tetranor-(+)-s-145,O=C(O)CC[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1NS(=O)(=O)c1ccccc1,,O=C(O)CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1,CYP2C9,tetranor-(+)-s-145,MetXBioDB
tetranor-(+)-s-145,O=C(O)CC[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1NS(=O)(=O)c1ccccc1,,O=C(O)CCC1C2CC(CC2O)C1NS(=O)(=O)c1ccccc1,CYP3A4,tetranor-(+)-s-145,MetXBioDB
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,,Cn1cnc2nc(O)nc(O)c21,CYP1A2;CYP2E1,theobromine,MetXBioDB
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,,Cn1c(=O)nc(O)c2nc[nH]c21,CYP2E1,theobromine,MetXBioDB
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,,Cn1c(O)nc2c1c(O)nc(=O)n2C,CYP2E1,theobromine,MetXBioDB
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,"1,3-Dimethyluric acid",Cn1c(=O)c2nc(O)[nH]c2n(C)c1=O,CYP1A2; CYP1A1 ,theophylline,MetXBioDB
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,1-Methylxanthine ,Cn1c(O)nc2[nH]cnc2c1=O,CYP1A2,theophylline,MetXBioDB
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,3-Methylxanthine ,Cn1c(=O)nc(O)c2nc[nH]c21,CYP1A2,theophylline,MetXBioDB
thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,5-hydroxythiabendazole ,Oc1ccc2nc(-c3cscn3)[nH]c2c1,CYP1A2,thiabendazole,MetXBioDB
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,Thienodihydropyridinium,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1,CYP3A4; CYP2C19,ticlopidine,MetXBioDB
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,Ticlopidine S-oxide,O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2,CYP2C19; CYP2D6,ticlopidine,MetXBioDB
ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Tienilic acid-s-oxide,O=C(O)COc1ccc(C(=O)C2=CC=CS2=O)c(Cl)c1Cl,CYP2C8; CYP2C9 (major),ticrynafen,MetXBioDB
ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,"Thiophene-4,5-epoxide",O=C(O)COc1ccc(C(=O)C2=CC3OC3S2)c(Cl)c1Cl,CYP2C8; CYP2C9 (major); CYP2C18; CYP2C19,ticrynafen,MetXBioDB
timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,,CC(C)(C)NCC(O)COc1nsnc1N1CCOC(O)C1,CYP2D6,timolol,MetXBioDB
tirilazad,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,CYP3A4,tirilazad,MetXBioDB
tirilazad,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCC(O)C3)n2)CC1,CYP3A4,tirilazad,MetXBioDB
tirilazad,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCC(O)C3)nc(N3CCCC3)n2)CC1,CYP3A4,tirilazad,MetXBioDB
tolbutamide,CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,4-Hydroxytolbutamide,CCCCN=C(O)NS(=O)(=O)c1ccc(CO)cc1,CYP2C9; CYP2C19,tolbutamide,MetXBioDB
tolterodine,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,N-Dealkylated tolterodine,Cc1ccc(O)c([C@H](CCNC(C)C)c2ccccc2)c1,CYP3A4 (major); CYP2C9 (minor); CYP2C19 (minor),tolterodine,MetXBioDB
tolterodine,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,5-Hydroxymethyl tolterodine,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,CYP2D6,tolterodine,MetXBioDB
toluene,Cc1ccccc1,Benzyl alcohol,OCc1ccccc1,CYP2E1 (at low concentrations); CYP2B6 (at hight concentrations); CYP2C8; CYP1A2; CYP1A1,toluene,MetXBioDB
toluene,Cc1ccccc1,o-Cresol,Cc1ccccc1O,CYP1A2,toluene,MetXBioDB
toluene,Cc1ccccc1,p-Cresol,Cc1ccc(O)cc1,CYP2C8; CYP1A2,toluene,MetXBioDB
torasemide,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(O)=NC(C)C)c1,"N-[(4-{[3-(hydroxymethyl)phenyl]imino}-1,4-dihydropyridin-3-yl)sulfonyl]propane-2-carbamimidic acid",CC(C)N=C(O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,CYP2C9,torasemide,MetXBioDB
toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,N-desmethyltoremifene,CNCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,CYP1A1; CYP1A2; CYP3A4 (major),toremifene,MetXBioDB
toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,N-desmethyltoremifene,CNCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,CYP1A1; CYP1A2; CYP3A4 (major),toremifene,MetXBioDB
tozasertib,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,,Cc1cc(=Nc2cc(N3CC[N+](C)([O-])CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,CYP3A4,tozasertib,MetXBioDB
tozasertib,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,,Cc1cc(=Nc2cc(N3CCNCC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,CYP2C8;CYP3A4,tozasertib,MetXBioDB
tpa-023,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)CO,CYP3A4,tpa-023,MetXBioDB
tpa-023,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,,CC(C)(C)c1cc2nnc(-c3ccccc3F)n2nc1OCc1nc[nH]n1,CYP3A4,tpa-023,MetXBioDB
tramadol,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,N-desmethyltramadol,CNCC1CCCCC1(O)c1cccc(OC)c1,CYP1A2;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP3A4,tramadol,MetXBioDB
tramadol,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,O-desmethyl-tramadol,CN(C)CC1CCCCC1(O)c1cccc(O)c1,CYP1A2;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP3A4,tramadol,MetXBioDB
traxoprodil,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,,CC(C(O)c1ccc(O)c(O)c1)N1CCC(O)(c2ccccc2)CC1,CYP2D6,traxoprodil,MetXBioDB
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,m-CPP,Clc1cccc(N2CCNCC2)c1,CYP3A4,trazodone,MetXBioDB
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,p-Hydroxytrazodone,O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12,CYP3A4,trazodone,MetXBioDB
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Trazodone epoxide,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2n1C=CC1OC21,CYP3A4,trazodone,MetXBioDB
triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,CYP3A4,triazolam,MetXBioDB
triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2O,CYP3A4,triazolam,MetXBioDB
trihydroxycoprostane,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,,CC(CCCC(C)(C)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CYP2B6;CYP2C19;CYP3A4,trihydroxycoprostane,MetXBioDB
trimethadione,CN1C(=O)OC(C)(C)C1=O,,CC1(C)OC(=O)N=C1O,CYP2C8;CYP2C9;CYP2E1;CYP3A4,trimethadione,MetXBioDB
tropisetron,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccc(O)cc13)C2,CYP2D6,tropisetron,MetXBioDB
tropisetron,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,,CN1C2CCC1CC(OC(=O)c1c[nH]c3cc(O)ccc13)C2,CYP2D6,tropisetron,MetXBioDB
tropisetron,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,CYP3A4,tropisetron,MetXBioDB
tyramine,NCCc1ccc(O)cc1,,NCCc1ccc(O)c(O)c1,CYP2D6,tyramine,MetXBioDB
MK-429,COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3)C1=O,CYP2D6,MK-429,MetXBioDB
MK-429,COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NC(O)CC3)C1=O,CYP2D6;CYP3A4,MK-429,MetXBioDB
