dbid,name,smiles
DB07808,"(1S,2R)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid",O=C(O)[C@H]1C[C@H]1C(=O)Nc1cc(F)ccc1F
DB07809,4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE,Cc1cccc(C(=O)c2ccnc(NCc3ccc(C(=N)N)cc3)c2)c1
DB07810,Phloretin,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
DB07811,"N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1
DB07812,"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",NC[C@@H](NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
DB07813,GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE,C[C@H](NC(=O)CN)C(=O)N1CCC[C@H]1C(=O)Nc1ccc2ccccc2c1
DB07814,Gibberellic acid,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
DB07815,Gibberellin A4,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
DB07816,N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID,N#Cc1ccc(N/C(=N\CC(=O)O)NC(c2ccccc2)c2ccccc2)cc1
DB07817,"1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea",O=C(Nc1cccc(S(=O)(=O)N2CCN(c3ccccn3)CC2)c1)Nc1nccs1
DB07818,"(2E)-3-(2,4-DICHLOROPHENYL)-N-HYDROXYACRYLAMIDE",O=C(/C=C/c1ccc(Cl)cc1Cl)NO
DB07819,(2E)-3-(4-CHLOROPHENYL)-N-HYDROXYACRYLAMIDE,O=C(/C=C/c1ccc(Cl)cc1)NO
DB07820,"6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL",CCOCn1c(Cc2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O
DB07821,"(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate",C[C@@H](O[P@H](C)=O)C(C)(C)C
DB07823,"(2S)-2-[(3aR,4R,7S,7aS)-1,3-dioxooctahydro-2H-4,7-methanoisoindol-2-yl]propanoic acid",C[C@@H](C(=O)O)N1C(=O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1=O
DB07824,"4-ethyl-5-methyl-2-(1H-tetrazol-5-yl)-1,2-dihydro-3H-pyrazol-3-one",CCc1c(C)[nH]n(-c2nnn[nH]2)c1=O
DB07825,(3S)-1-(4-acetylphenyl)-5-oxopyrrolidine-3-carboxylic acid,CC(=O)c1ccc(N2C[C@@H](C(=O)O)CC2=O)cc1
DB07826,2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide,O=C(COc1ccc(Cl)cc1C(=O)c1ccccc1)Nc1ccccc1
DB07827,"4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID",Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21
DB07829,4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,Fc1ccc(-c2n[nH]cc2-c2ccncc2)cc1
DB07830,"(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE",N[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)c(F)cc1F
DB07831,"2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE",CCCc1ccc(NC(=O)c2ccccc2NCc2ccc(=O)[nH]c2)cc1C(F)(F)F
DB07832,"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde",Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12
DB07833,"N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1
DB07834,"N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1
DB07835,"N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
DB07836,1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL,CCCCCCCCCCOC[C@@H](COCC(F)(F)F)O[P@@](=O)(O)OC
DB07837,"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",O=C(O)Cc1ccc(-c2c[nH]c3ncc(-c4ccc5ccccc5c4)cc23)cc1
DB07838,(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE,O=C1/C(=C/c2cccc([N+](=O)[O-])c2O)SC(=S)N1Cc1ccccc1
DB07839,"N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE",COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1
DB07840,"(E)-[4-(3,5-Difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol",COc1cccc(C(=O)c2c[nH]c3nccc(-c4cc(F)cc(F)c4)c23)c1
DB07841,Geranylgeranyl diphosphate,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
DB07842,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,CCc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1
DB07843,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3cc(Cl)ccc3s2)C1=O
DB07844,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)C1=O
DB07845,"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",COc1cc(CS(C)(=O)=O)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1
DB07846,"(3,4,8b-Trimethyl-3-oxido-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-3-ium-7-yl) N-(2-ethylphenyl)carbamate",CCc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CC[N+](C)([O-])C1N2C
DB07847,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
DB07848,5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)C1=O
DB07849,S-NONYL-CYSTEINE,CCCCCCCCCSC[C@H](N)C(=O)O
DB07850,"(1R,2S)-2-(5-thioxo-4,5-dihydro-1H-1,2,4-triazol-3-yl)cyclohexanecarboxylic acid",O=C(O)[C@@H]1CCCC[C@@H]1c1n[nH]c(=S)[nH]1
DB07851,"(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE",COc1ccc(N2CC[C@H](N)[C@H](c3cccc(C)c3)C2)cc1OC
DB07852,"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",Cc1nc(C(=O)O)nn1-c1cc(Cl)cc(Cl)c1
DB07853,"2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)C=C1
DB07854,N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,CNCc1ccc(-c2ncnc3[nH]cnc23)cc1
DB07855,(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,N[C@@H](c1ccccc1)c1ccc(-c2ncnc3[nH]cnc23)cc1
DB07856,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,Clc1ccc(C2(c3ccc(-c4ncnc5[nH]cnc45)cc3)CCNCC2)cc1
DB07857,(2R)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,NC[C@@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
DB07858,(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,NC[C@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
DB07859,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
DB07860,(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE,NC[C@H](c1ccccc1)c1ccc(Cl)cc1
DB07861,(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide,O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1
DB07862,"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE",CCC(CC)n1ccc2c3c(N)nc(N)nc3ccc21
DB07863,2-chloro-5-nitro-N-phenylbenzamide,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
DB07864,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,CC(C)c1c(OC#CC2CC2)c2cc(F)ccc2[nH]c1=O
DB07865,3-(1H-tetrazol-5-ylamino)cyclohex-2-en-1-one,O=C1C=C(Nc2nnn[nH]2)CCC1
DB07866,"(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one",CCC[C@]1(C)SC(NC2CCCCCCC2)=NC1=O
DB07867,6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,CCCc1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
DB07868,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,CCCc1c(SC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
DB07869,6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone,CCCc1c([S@](=O)C2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
DB07870,Haloxyfop-P,C[C@@H](Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
DB07871,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,CC(C)c1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
DB07872,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,O=C(CN1CC[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F
DB07873,Lauryl alcohol diphosphonic acid,CCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O
DB07874,"(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1
DB07875,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](O)C1)Nc1ccc(-n2ccccc2=O)cc1F
DB07876,(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12
DB07877,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",CC(C)NCCCn1c(Sc2cc3c(cc2Br)OCO3)nc2c(N)ncnc21
DB07878,"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE",C/C=C/C[C@H](C(C)=O)n1cc([C@@](C)(NC(=O)c2ccccc2)C(C)C)nn1
DB07879,"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1
DB07880,2-((4'-HYDROXYPHENYL)-AZO)BENZOIC ACID,O=C(O)c1ccccc1/N=N/c1ccc(O)cc1
DB07881,N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE,O=C(O)CCCC(=O)N[C@H](Cc1ccccc1)[P@@](=O)(O)OCC(=O)NCCc1ccccc1
DB07882,"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID",C[C@]12CCC[N@+]([O-])(CC(=O)Nc3ccc(NC(=O)CCCC(=O)O)cc3)[C@@H]1CC[C@@]1(C)O[C@@H]21
DB07883,(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,N[C@]1(C(=O)c2ccccc2)[C@@H]2CC[C@@H](C2)[C@H]1c1ccccc1
DB07884,Opaviraline,CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C
DB07885,Talviraline,COc1ccc2c(c1)N(C(=O)OC(C)C)[C@@H](CSC)C(=S)N2
DB07887,"(R)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",NC(N)=NCc1ccc(B2OC[C@@H](CO)O2)cc1
DB07888,"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER",COC(=O)C[C@H]1CC(c2ccc(O)cc2)=NO1
DB07889,"(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OC[C@@H](O)CN(C)C)cc2)n1
DB07890,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,O=P(O)(O)/C=C/CCSc1ccccc1O
DB07891,Estradiol hemisuccinate,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O
DB07892,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,Cc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O
DB07893,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,CCCC[C@H](NC(=O)CCC(=O)O)[P@@](=O)(O)Oc1ccccc1
DB07894,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,O=P(O)(O)/C=C/CCSc1cc(F)ccc1O
DB07895,ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,CC(C)CCC[C@@H](C)CCC[C@@H](C)C[C@@H](O)P(=O)(O)O
DB07896,(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,O=C(O)[C@@H](O)c1ccc(O)cc1
DB07897,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,OCCCCCCCCNCO
DB07898,"(2R)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",CCCC(=O)OC[C@H](COP(O)(O)(O)O)OC(=O)CCC
DB07899,(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone,CC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)CCCl
DB07900,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,CC(C)C[C@@H](C=O)[C@H](O)C(=O)NO
DB07901,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,Cc1nc(-c2ccccn2)nc(NCCc2ccccc2)c1Cl
DB07902,"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE",CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1
DB07903,"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE",CC(C)(C)C(=O)Nc1cccnc1C(=O)Nc1nccs1
DB07905,Hypothemycin,COc1cc(O)c2c(c1)[C@H]1O[C@@H]1C[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O
DB07906,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",O=[N+]([O-])c1ccc2c(c1)CN[C@@H](CO)C2
DB07907,(2S)-2-HYDROXYOCTANOIC ACID,CCCCCC[C@H](O)C(=O)O
DB07908,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,Cc1c(CCO)c(=O)oc2cc(O)ccc12
DB07909,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",O=C(O)CCCNC(=O)c1ccc([C@H]2CC[C@H](c3ccccc3)C[C@@H]2O)cc1
DB07910,"(2S)-2-amino-3-phenylpropane-1,1-diol",N[C@@H](Cc1ccccc1)C(O)O
DB07911,"(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE",O=C([O-])C(=O)/C=C/CC(=O)c1ccccc1
DB07912,2-OXOHEPTYLPHOSPHONIC ACID,CCCCCC(=O)CP(=O)(O)O
DB07913,HOMOPHENYLALANINYLMETHANE,CC(=O)[C@@H](N)CCc1ccccc1
DB07914,"2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",O=C(O)/C(O)=C/C=C/C(=O)c1ccccc1
DB07915,"(2E,4E)-2-Hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",O=C(O)/C(O)=C\C=C\C(=O)c1ccccc1
DB07916,3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1
DB07917,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,c1ccc(C(OC2CCN(CCCc3nnn[nH]3)CC2)c2ccccc2)cc1
DB07918,2-heptyl-4-hydroxyquinoline N-oxide,CCCCCCCc1cc(O)c2ccccc2[n+]1[O-]
DB07919,Harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12
DB07920,N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,O=NC(=O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1
DB07921,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,O=NC(=O)CNS(=O)(=O)c1ccc(F)cc1
DB07922,N-oxo-2-(phenylsulfonylamino)ethanamide,O=NC(=O)CNS(=O)(=O)c1ccccc1
DB07923,octyl alpha-L-altropyranoside,CCCCCCCCO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB07924,octyl beta-D-galactopyranoside,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB07925,4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,O=[S@](CCCCP(=O)(O)O)c1ccccc1O
DB07926,N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C
DB07927,3-[(4-Carboxy-2-hydroxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid,O=C(O)c1ccc(NS(=O)(=O)c2ccsc2C(=O)O)c(O)c1
DB07928,N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,CCCCCCCC(=O)N[C@H]1CCOC1=O
DB07929,"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)OCCO3)C(C)(C)C)c1
DB07930,(3R)-3-HYDROXYDODECANOIC ACID,CCCCCCCCC[C@@H](O)CC(=O)O
DB07931,Hexestrol,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
DB07932,"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",COC(=O)C1=C(C(=O)OC)[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1
DB07933,Erteberel,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1
DB07934,[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,O=C(CNS(=O)(=O)C1CCCCC1)N[C@H](CCNc1cc[nH+]cc1)C(=O)N1CCCCC1
DB07935,"5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile",Cc1n[nH]c2ccc(F)c(Oc3cc(C#N)cc(C#N)c3)c12
DB07936,N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C
DB07937,"2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine",CCCCOc1nc(NCCN2CCOCC2)c2ncn(Cc3c(F)cccc3F)c2n1
DB07938,(S)-iclaprim,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@@H](C1CC1)C=C2
DB07939,N-(3-MERCAPTOPROPANOYL)-D-ALANINE,C[C@@H](NC(=O)CCS)C(=O)O
DB07940,"9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE",Ic1cccc(CNc2c3c(nc4ccccc24)CCCC3)c1
DB07941,PH-797804,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
DB07942,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1
DB07943,SD-0006,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
DB07944,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCNc2cc[nH+]cc2)c1
DB07945,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",NC(=O)c1cccc(Cn2c3c(c4cccc(C(=O)O)c42)CCCCC3)c1
DB07946,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",NC(N)=NOCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2ccccc2)c1F
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,O=S(=O)(NCCNCCOCc1ccc(Cl)cc1)c1cccc2cnccc12
DB07949,"({[(3E)-2'-Oxo-2',7'-dihydro-2,3'-biindol-3(7H)-ylidene]amino}oxy)acetic acid",O=C(O)CO/N=C1\C2=CC=CCC2=N\C1=C1/C(=O)N=C2CC=CC=C21
DB07950,Indoleacetic acid,O=C(O)Cc1c[nH]c2ccccc12
DB07951,N-(indole-3-acetyl)-L-aspartic acid,O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O
DB07952,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,O=C(O)CNC(=O)Cc1c[nH]c2ccccc12
DB07953,N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,CC(C)[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O
DB07954,3-isobutyl-1-methyl-7H-xanthine,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21
DB07955,(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE,Nc1ccc(CC(=O)OCCBr)c(C=O)c1
