parent_id,parent_name,child_id,child_name,enzymes,origin
DB11793,Niraparib,DBMET03567,Niraparib M1 metabolite,Human Carboxylesterases,DB11793
DB11796,Fostemsavir,DBMET03183,Temsavir,Intestinal-type alkaline phosphatase,DB11796
DB11823,Esketamine,DBMET02276,Noresketamine,"Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2C9, Cytochrome P450 2C19",DB11823
DB11827,Ertugliflozin,DBMET01905,Ertugliflozin M1a metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB11827
DB11827,Ertugliflozin,DBMET01904,Ertugliflozin M1b metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB11827
DB11827,Ertugliflozin,DBMET01906,Ertugliflozin M2 metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2C8",DB11827
DB11827,Ertugliflozin,DBMET01909,Ertugliflozin M3 metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB11827
DB11827,Ertugliflozin,DBMET01912,Ertugliflozin M4a metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827
DB11827,Ertugliflozin,DBMET01911,Ertugliflozin M4b metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827
DB11827,Ertugliflozin,DBMET01910,Ertugliflozin M4c metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827
DB11842,Angiotensin II,DBMET02044,Angiotensin III,Angiotensin-converting enzyme 2,DB11842
DB11855,Revefenacin,DBMET02191,THRX-195518,,DB11855
DB11901,Apalutamide,DBMET01923,N-desmethyl apalutamide,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB11901
DB11915,Valbenazine,DBMET01447,NBI-136110,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB11915
DB11915,Valbenazine,DBMET01448,[+]-α-HTBZ,,DB11915
DB11921,Deflazacort,DBMET02573,21-Deflazacort,Liver esterases,DB11921
DB11932,Abametapir,DBMET03198,Abametapir hydroxyl,Cytochrome P450 1A2,DB11932
DB11936,Bempedoic acid,DBMET03068,ESP15228-CoA,Long-chain fatty acid transport protein 2,DB11936
DB11936,Bempedoic acid,DBMET03067,ETC-1002-CoA,Long-chain fatty acid transport protein 2,DB11936
DB11963,Dacomitinib,DBMET02190,PF-05199265,"Cytochrome P450 2D6, Cytochrome P450 2C9",DB11963
DB11978,Glasdegib,DBMET03658,Glasdegib M2,Cytochrome P450 3A4,DB11978
DB11978,Glasdegib,DBMET02204,Glasdegib M1,Cytochrome P450 3A4,DB11978
DB11978,Glasdegib,DBMET02205,Glasdegib M3,Cytochrome P450 3A4,DB11978
DB11978,Glasdegib,DBMET02213,Glasdegib M11,,DB11978
DB11978,Glasdegib,DBMET02214,Glasdegib M4,Cytochrome P450 3A4,DB11978
DB11986,Entrectinib,DBMET02746,ENB577c,,DB11986
DB11986,Entrectinib,DBMET02748,ENB547,,DB11986
DB11986,Entrectinib,DBMET02742,ENB477,,DB11986
DB11986,Entrectinib,DBMET02745,ENB577b,,DB11986
DB11994,Diacerein,DBMET01451,Rhein,,DB11994
DB12010,Fostamatinib,DBMET02094,R406,Intestinal-type alkaline phosphatase,DB12010
DB12015,Alpelisib,DBMET02571,Alpelisib M4 Metabolite,,DB12015
DB12016,Ponesimod,DBMET03308,Ponesimod M6 Metabolite,,DB12016
DB12016,Ponesimod,DBMET03309,Ponesimod M32 Metabolite,,DB12016
DB12016,Ponesimod,DBMET03311,Ponesimod M12 Metabolite (ACT-204426),"Cytochrome P450 2J2, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 4F3, Cytochrome P450 4F12",DB12016
DB12072,Orantinib,DBMET01849,"3‐(5‐([(3Z)‐5‐hydroxy‐2‐oxo‐2,3‐dihydro‐1H‐indol‐3‐ylidene]methyl)‐2,4‐dimethyl‐1H‐pyrrol‐3‐yl)propanoic acid","Cytochrome P450 1A2, Cytochrome P450 1A1, Cytochrome P450 2C8",DB12072
DB12072,Orantinib,DBMET01850,"3‐(5‐([(3Z)‐7‐hydroxy‐2‐oxo‐2,3‐dihydro‐1H‐indol‐3‐ylidene]methyl)‐2,4‐dimethyl‐1H‐pyrrol‐3‐yl)propanoic acid","Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C8",DB12072
DB12072,Orantinib,DBMET01851,"3‐(5‐([(3Z)‐6‐hydroxy‐2‐oxo‐2,3‐dihydro‐1H‐indol‐3‐ylidene]methyl)‐2,4‐dimethyl‐1H‐pyrrol‐3‐yl)propanoic acid","Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C8",DB12072
DB12095,Telotristat ethyl,DBMET03552,Telotristat,"Liver carboxylesterase 1, Cocaine esterase",DB12095
DB12141,Gilteritinib,DBMET02196,Gilteritinib M10,,DB12141
DB12141,Gilteritinib,DBMET02195,Gilteritinib M16,,DB12141
DB12147,Erdafitinib,DBMET03649,M6 Erdafitinib,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB12147
DB12147,Erdafitinib,DBMET03650,M8 Erdafitinib,,DB12147
DB12151,Brincidofovir,DBMET03374,CMX064,Cytochrome P450 4F2,DB12151
DB12151,Brincidofovir,DBMET03375,CMX103,Cytochrome P450 4F2,DB12151
DB12184,Gepirone,DBMET03723,3'-OH-gepirone,Cytochrome P450 3A4,DB12184
DB12184,Gepirone,DBMET03725,5-OH-gepirone,,DB12184
DB12184,Gepirone,DBMET03727,4-OH-methyl-gepirone,,DB12184
DB12184,Gepirone,DBMET03728,2-piperazinyl-OH-gepirone,,DB12184
DB12184,Gepirone,DBMET03729,1-PP,Cytochrome P450 3A4,DB12184
DB12236,Bexagliflozin,DBMET03593,EGT0002149,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A1",DB12236
DB12236,Bexagliflozin,DBMET03594,EGT0001494,Cytochrome P450 3A4,DB12236
DB12236,Bexagliflozin,DBMET03595,EGT0001301,"Cytochrome P450 3A4, Cytochrome P450 2C8, Cytochrome P450 2D6",DB12236
DB12236,Bexagliflozin,DBMET03596,EGT0001663,"Cytochrome P450 3A4, Cytochrome P450 2D6",DB12236
DB12245,Triclabendazole,DBMET02239,Triclabendazole sulfoxide,Cytochrome P450 1A2,DB12245
DB12255,Vadadustat,DBMET03676,Vadadustat-O-glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A7, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A9",DB12255
DB12255,Vadadustat,DBMET03677,Vadadustat acyl glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 2B7",DB12255
DB12265,Fexinidazole,DBMET03402,Fexinidazole sulfoxide metabolite (M1),"Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5, Flavin-containing monooxygenase 3, Cytochrome P450 2D6",DB12265
DB12267,Brigatinib,DBMET01863,AP26123,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB12267
DB12301,Doravirine,DBMET02135,Doravirine M9 Metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB12301
DB12332,Rucaparib,DBMET03517,Rucaparib M309 metabolite,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4",DB12332
DB12332,Rucaparib,DBMET03518,Rucaparib M337b metabolite,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4",DB12332
DB12332,Rucaparib,DBMET03519,Rucaparib M323 metabolite,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4",DB12332
DB12332,Rucaparib,DBMET03522,Rucaparib M324 metabolite,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4",DB12332
DB12364,Betrixaban,DBMET01533,O-desmethylbetrixaban,Cytochrome P450 3A4,DB12364
DB12364,Betrixaban,DBMET01534,N-desmethylbetrixaban,Cytochrome P450 2D6,DB12364
DB12364,Betrixaban,DBMET01535,PRT062802,,DB12364
DB12364,Betrixaban,DBMET01536,PRT062803,,DB12364
DB12371,Siponimod,DBMET02330,"M1 metabolite, Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12371,Siponimod,DBMET02333,"M17 metabolite,   Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12371,Siponimod,DBMET02331,"M2 metabolite, Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12371,Siponimod,DBMET02328,"M5 metabolite, Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12371,Siponimod,DBMET02327,"M6 metabolite, Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12371,Siponimod,DBMET02329,"M7 metabolite, Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12371,Siponimod,DBMET02332,"M8 metabolite, Siponimod","Cytochrome P450 3A4, Cytochrome P450 2C9",DB12371
DB12390,Seladelpar,DBMET03781,Seladelpar sulfoxide,,DB12390
DB12390,Seladelpar,DBMET03782,O-desethyl-seladelpar,,DB12390
DB12404,Remimazolam,DBMET03182,CNS7054,Liver carboxylesterase 1,DB12404
DB12466,Favipiravir,DBMET03065,T705M1,"Aldehyde oxidase, Xanthine dehydrogenase/oxidase",DB12466
DB12466,Favipiravir,DBMET03066,M2 (favipiravir glucuronide conjugate),UDP-glucuronosyltransferases (UGTs),DB12466
DB12473,Taurolidine,DBMET03765,Hydroxymethyl taurultam,,DB12473
DB12473,Taurolidine,DBMET03764,Taurultam,,DB12473
DB12483,Copanlisib,DBMET03730,Copanlisib M1 metabolite,Cytochrome P450 3A4,DB12483
DB12483,Copanlisib,DBMET03731,Copanlisib M4 metabolite,Cytochrome P450 3A4,DB12483
DB12483,Copanlisib,DBMET03732,Copanlisib M3 metabolite,Cytochrome P450 3A4,DB12483
DB12483,Copanlisib,DBMET03733,Copanlisib M21 metabolite,Cytochrome P450 3A4,DB12483
DB12483,Copanlisib,DBMET03734,Copanlisib M15 metabolite,Cytochrome P450 3A4,DB12483
DB12483,Copanlisib,DBMET03735,Copanlisib M2 metabolite,Cytochrome P450 3A4,DB12483
DB12489,Mirvetuximab soravtansine,DBMET03570,DM4,,DB12489
DB12499,Clascoterone,DBMET03211,Cortexolone,Carboxylesterase,DB12499
DB12499,Clascoterone,DBMET03212,Cortexolone 21-propionate,Carboxylesterase,DB12499
DB12590,Indiplon,DBMET01680,N-Desmethylindiplon,"Cytochrome P450 3A4, Cytochrome P450 1A2",DB12590
DB12612,Ozanimod,DBMET03086,CC1084037,,DB12612
DB12612,Ozanimod,DBMET03084,CC112273,,DB12612
DB12612,Ozanimod,DBMET03088,RP101075,Cytochrome P450 3A4,DB12612
DB12612,Ozanimod,DBMET03095,RP 101988,"Alcohol dehydrogenase class-3, Aldehyde dehydrogenase, mitochondrial",DB12612
DB12713,Sotagliflozin,DBMET03428,Sotagliflozin 3-O-glucuronide (M19),UDP-glucuronosyltransferase 1A9,DB12713
DB12783,Benserazide,DBMET02071,Trihydroxybenzylhydrazine,Catechol O-methyltransferase,DB12783
DB12874,Quizartinib,DBMET03691,AC886,"Cytochrome P450 3A4, Cytochrome P450 3A7",DB12874
DB12887,Tazemetostat,DBMET02978,Tazemetostat Desethyl Metabolite (EPZ-6930),Cytochrome P450 3A4,DB12887
DB12893,Sacituzumab govitecan,DBMET01143,SN-38,,DB12893
DB12902,Trofosfamide,DBMET01682,L-ifosfamide,"Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2A6, Cytochrome P450 2C9",DB12902
DB12902,Trofosfamide,DBMET01683,L-cyclophosphamide,"Cytochrome P450 3A4, Cytochrome P450 2B6",DB12902
DB12911,Nicoboxil,DBMET02072,2-butoxyethanol,Albumin,DB12911
DB13175,Rheinanthrone,DBMET01451,Rhein,,DB13175
DB13175,Rheinanthrone,DBMET01449,Sennidin A,,DB13175
DB13178,Inositol,DBMET00488,Glucuronic acid,,DB13178
DB13185,Oxabolone cipionate,DBMET01495,Oxabolone,,DB13185
DB13228,Flosequinan,DBMET01669,flosequinan sulfone,Cytochrome P450 3A4,DB13228
DB13235,Perboric acid,DBMET02108,Carbonate,,DB13235
DB13269,Dichlorobenzyl alcohol,DBMET00507,Hippuric acid,,DB13269
DB13293,Ipecac,DBMET02104,9-O-demethylemetine,Cytochrome P450 2D6,DB13293
DB13293,Ipecac,DBMET02103,Cephaeline,Cytochrome P450 2D6,DB13293
DB13293,Ipecac,DBMET02105,10-O-demethylemetine,Cytochrome P450 3A4,DB13293
DB13293,Ipecac,DBMET02104,9-O-demethylemetine,Cytochrome P450 3A4,DB13293
DB13306,Chlorquinaldol,DBMET02452,Chorquinaldol Sulfate Metabolite,,DB13306
DB13345,Dihydroergocristine,DBMET02090,8'-hydroxy-dihydroergocristine,,DB13345
DB13501,Bendazac,DBMET02188,5-hydroxybendazac,,DB13501
DB13600,Deltamethrin,DBMET01813,4'-OH-deltamethrin,"Cytochrome P450 2C8, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5",DB13600
DB13609,Umifenovir,DBMET03039,Arbidol M1 metabolite,,DB13609
DB13609,Umifenovir,DBMET03041,Arbidol M10 metabolite,,DB13609
DB13609,Umifenovir,DBMET03042,Arbidol M18 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DB13609,Umifenovir,DBMET03043,Arbidol M3-2 metabolite,Cytochrome P450 3A4,DB13609
DB13609,Umifenovir,DBMET03044,Arbidol M5 metabolite,"Cytochrome P450 3A4, Flavin-containing monooxygenase 1, Flavin-containing monooxygenase 3",DB13609
DB13609,Umifenovir,DBMET03045,Arbidol M6-1 metabolite,"Flavin-containing monooxygenase 3, Cytochrome P450 3A4",DB13609
DB13609,Umifenovir,DBMET03046,Arbidol M7 metabolite,"Cytochrome P450 3A4, Flavin-containing monooxygenase 1",DB13609
DB13609,Umifenovir,DBMET03047,Arbidol M8 metabolite,Cytochrome P450 3A4,DB13609
DB13609,Umifenovir,DBMET03048,,,DB13609
DB13609,Umifenovir,DBMET03049,Arbidol M6-2 metabolite,,DB13609
DB13729,Camostat,DBMET03117,4-(4-guanidinobenzoyloxy)phenylacetic Acid,,DB13729
DB13746,Bioallethrin,DBMET02076,M1 (Bioallethrin),,DB13746
DB13747,Trolamine,DBMET02085,Glucuronide Conjugate (Trolamine),,DB13747
DB13751,Glycyrrhizic acid,DBMET00488,Glucuronic acid,,DB13751
DB13751,Glycyrrhizic acid,DBMET02110,glycyrrhetinic acid,,DB13751
DB13783,Acemetacin,DBMET01880,O-demethylated acemetacin,,DB13783
DB13783,Acemetacin,DBMET01881,des-4-chlorobenzoyl-indomethacin,,DB13783
DB13783,Acemetacin,DBMET01882,O-desmethyl-des-4-chlorobenzoyl,,DB13783
DB13848,Fluorodopa (18F),DBMET03097,6-fluorodopamine F 18,Aromatic-L-amino-acid decarboxylase,DB13848
DB13853,Anethole trithione,DBMET02057,4-Hydroxy-anethorithion (ATX),,DB13853
DB13872,Lormetazepam,DBMET01529,Lormetazepam glucuronide,,DB13872
DB13875,Harmaline,DBMET01677,Harmalol,"Cytochrome P450 2D6, Cytochrome P450 1A2",DB13875
DB13876,Brofaromine,DBMET01620,O-desmethyl-brofaromine,Cytochrome P450 2D6,DB13876
DB13882,Methyl nicotinate,DBMET00536,Methanol,,DB13882
DB13928,Semaglutide,DBMET01886,U7 semaglutide,"Dipeptidyl peptidase 4, Neprilysin",DB13928
DB13928,Semaglutide,DBMET01885,P3 semaglutide,"Dipeptidyl peptidase 4, Neprilysin",DB13928
DB13931,Netarsudil,DBMET02043,Netarsudil-M1,Carboxylesterase,DB13931
DB13941,Piperaquine,DBMET01944,Byproduct (piperaquine),,DB13941
DB13941,Piperaquine,DBMET01943,M1 (piperaquine),,DB13941
DB13941,Piperaquine,DBMET01945,M4 (piperaquine),,DB13941
DB13941,Piperaquine,DBMET01946,M3 (piperaquine),,DB13941
DB13941,Piperaquine,DBMET01947,M2 (piperaquine),,DB13941
DB13946,Testosterone undecanoate,DBMET03460,Undecanoate,,DB13946
DB13946,Testosterone undecanoate,DBMET03459,Dihydrotestosterone undecanoate,3-oxo-5-alpha-steroid 4-dehydrogenase 2,DB13946
DB13949,Ferric cation,DBMET02047,ferrous cation (Fe2+),Cytochrome b,DB13949
DB13959,Medium-chain triglycerides,DBMET02109,Glycerol,Lipoprotein lipase,DB13959
DB13960,Bronopol,DBMET02073,Bromonitroethanol,,DB13960
DB13960,Bronopol,DBMET00531,Formaldehyde,,DB13960
DB14001,alpha-Tocopherol succinate,DBMET02034,13'-hydroxychromanol,"Cytochrome P450 4F2, Cytochrome P450 3A4",DB14001
DB14002,D-alpha-Tocopherol acetate,DBMET02034,13'-hydroxychromanol,"Cytochrome P450 4F2, Cytochrome P450 3A4",DB14002
DB14003,alpha-Tocopherol acetate,DBMET02034,13'-hydroxychromanol,"Cytochrome P450 4F2, Cytochrome P450 3A4",DB14003
DB14009,Medical Cannabis,DBMET02063,11-hydroxy-THC,,DB14009
DB14126,Tenofovir,DBMET01176,Tenofovir Monophosphate,"Adenylate kinase isoenzyme 1, Adenylate kinase 2, mitochondrial",DB14126
DB14185,Aripiprazole lauroxil,DBMET02124,N-hydroxymethyl-aripiprazole,,DB14185
DB01238,Aripiprazole,DBMET01611,dehydro-aripiprazole,"Cytochrome P450 2D6, Cytochrome P450 3A4",DB01238
DB14186,Cinnamyl alcohol,DBMET01630,Cinnamaldehyde,,DB14186
DB14187,Hydroxycitronellal,DBMET02122,7-hydroxycitronellol,,DB14187
DB14187,Hydroxycitronellal,DBMET02123,7-hydroxycitronellylic acid,,DB14187
DB14512,Mometasone furoate,DBMET00759,6-beta-hydroxy-mometasone furoate,,DB14512
DB14512,Mometasone furoate,DBMET02361,Mometasone,,DB14512
DB14512,Mometasone furoate,DBMET02362,"21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)",,DB14512
DB14512,Mometasone furoate,DBMET02370,"9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)",,DB14512
DB14568,Ivosidenib,DBMET03502,Ivosidenib M30 metabolite,,DB14568
DB14568,Ivosidenib,DBMET03503,Ivosidenib M39 metabolite,,DB14568
DB14583,Segesterone acetate,DBMET02127,5α-dihydrosegesterone acetate,Cytochrome P450 3A4,DB14583
DB14583,Segesterone acetate,DBMET02128,20α­-dihydrosegesterone acetate,,DB14583
DB14583,Segesterone acetate,DBMET02129,"3α, 5α-tetrahydrosegesterone acetate",,DB14583
DB14583,Segesterone acetate,DBMET02130,"3β, 5α-tetrahydrosegesterone acetate",,DB14583
DB14583,Segesterone acetate,DBMET02131,17α-deacetylsegesterone acetate,,DB14583
DB14583,Segesterone acetate,DBMET02132,"4, 5-dihydro-17α-deacetylsegesterone acetate",,DB14583
DB14761,Remdesivir,DBMET03214,Remdesivir carboxylate,,DB14761
DB14761,Remdesivir,DBMET03035,Remdesivir Alanine Metabolite (Ala-Met; GS-704277),,DB14761
DB14783,Diroximel fumarate,DBMET02865,2-hydroxyethyl succinimide,Liver esterases,DB14783
DB14783,Diroximel fumarate,DBMET00536,Methanol,Liver esterases,DB14783
DB14783,Diroximel fumarate,DBMET02866,RDC-8439,Liver esterases,DB14783
DB14840,Ripretinib,DBMET03122,DP-5439,"Cytochrome P450 3A Subfamily, Cytochrome P450 2D6, Cytochrome P450 2E1",DB14840
DB14845,Filgotinib,DBMET03213,GS-829845,"Cocaine esterase, Liver carboxylesterase 1",DB14845
DB14881,Oliceridine,DBMET03206,Oxy-oliceridine,,DB14881
DB14881,Oliceridine,DBMET03208,TRV0109662,,DB14881
DB14921,Mavacamten,DBMET03496,MYK-2210,,DB14921
DB14921,Mavacamten,DBMET03497,MYK-1078,,DB14921
DB14962,Trastuzumab deruxtecan,DBMET02936,Dxd,"Cathepsin B, Procathepsin L",DB14962
DB14973,Abrocitinib,DBMET03429,Abrocitinib M2 metabolite,"Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2B6",DB14973
DB14973,Abrocitinib,DBMET03430,Abrocitinib M3 metabolite,"Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2B6",DB14973
DB14973,Abrocitinib,DBMET03431,Abrocitinib M4 metabolite,"Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2B6",DB14973
DB14973,Abrocitinib,DBMET03432,Abrocitinib M1 metabolite,"Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2B6",DB14973
DB15071,Omidenepag isopropyl,DBMET03559,Omidenepag,Carboxylesterase,DB15071
DB15133,Tepotinib,DBMET03249,Tepotinib M506 metabolite,"Cytochrome P450 3A4, Cytochrome P450 2C8",DB15133
DB15133,Tepotinib,DBMET03250,Tepotinib M478 metabolite,,DB15133
DB15133,Tepotinib,DBMET03251,Tepotinib M508 metabolite,,DB15133
DB15305,Risdiplam,DBMET03205,Risdiplam M1 metabolite,,DB15305
DB15456,Vericiguat,DBMET03244,Vericiguat N-glucuronide,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A1",DB15456
DB15456,Vericiguat,DBMET03245,Vericiguat debenzylated metabolite,,DB15456
DB15598,Ferric maltol,DBMET02948,Maltol Glucuronide,UDP-glucuronosyltransferase 1-6,DB15598
DB15694,Cedazuridine,DBMET03186,"(4S)-2′-Deoxy-2′,2′-difluoro-3,4,5,6-tetrahydrouridine",,DB15694
DB15719,Belantamab mafodotin,DBMET03200,Monomethyl Auristatin-F,,DB15719
DB16165,Finerenone,DBMET03393,Finerenone M13 Metabolite,Cytochrome P450 1A1,DB16165
DB16165,Finerenone,DBMET03394,Finerenone M14 Metabolite,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB16165
DB16165,Finerenone,DBMET03395,Finerenone M1 Metabolite,"Cytochrome P450 3A4, Cytochrome P450 2C8",DB16165
DB16165,Finerenone,DBMET03398,Finerenone M10 Metabolite,,DB16165
DB16165,Finerenone,DBMET03399,Finerenone M4 Metabolite,"Cytochrome P450 3A4, Cytochrome P450 2C8",DB16165
DB16200,Iptacopan,DBMET03746,M2 iptacopan,,DB16200
DB16200,Iptacopan,DBMET03748,M8 iptacopan,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A8",DB16200
DB16200,Iptacopan,DBMET03749,M6 iptacopan,,DB16200
DB16200,Iptacopan,DBMET03750,M1 iptacopan,,DB16200
DB16217,Leniolisib,DBMET03651,Leniolisib M6 metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2D6",DB16217
DB16217,Leniolisib,DBMET03652,Leniolisib M7 metabolite,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2D6",DB16217
DB16217,Leniolisib,DBMET03653,Leniolisib M10 metabolite,,DB16217
DB16217,Leniolisib,DBMET03654,Leniolisib M9 metabolite,,DB16217
DB16217,Leniolisib,DBMET03655,Leniolisib M43 metabolite,,DB16217
DB16217,Leniolisib,DBMET03657,Leniolisib M1 metabolite,,DB16217
DB16310,Rezafungin,DBMET03645,2'-hydroxylpentyl rezafungin,,DB16310
DB16310,Rezafungin,DBMET03646,3'-hydroxylpentyl rezafungin,,DB16310
DB16310,Rezafungin,DBMET03647,4'-hydroxylpentyl rezafungin,,DB16310
DB16310,Rezafungin,DBMET03648,Despentyl-rezafungin,,DB16310
DB16390,Mobocertinib,DBMET03412,AP32960,Cytochrome P450 3A Subfamily,DB16390
DB16390,Mobocertinib,DBMET03413,AP32914,Cytochrome P450 3A Subfamily,DB16390
DB16627,Melphalan flufenamide,DBMET03272,Desethyl Melphalan Flufenamide,,DB16627
DB16628,Fosdenopterin,DBMET03277,Compound Z,,DB16628
DB16650,Deucravacitinib,DBMET03545,BMT-153261,Cytochrome P450 1A2,DB16650
DB16650,Deucravacitinib,DBMET03546,Deucravacitinib M11 metabolite,"Cytochrome P450 2B6, Cytochrome P450 2D6",DB16650
DB16650,Deucravacitinib,DBMET03547,BMT-158170,Cocaine esterase,DB16650
DB16650,Deucravacitinib,DBMET03548,BMT-334616,UDP-glucuronosyltransferase 1A1,DB16650
DB16956,L-Acetylleucine,DBMET01513,Acetate,,DB16956
DB19325,Sofpironium,DBMET03780,BBI-4010,Serum paraoxonase/arylesterase 1,DB19325
DBMET03462,M1 (1-64),DBMET03463,M2 (1-63),,DB00001
DBMET03072,Biotin Holocarboxylase Metabolite,DBMET03073,Biocytin,,DB00121
DBMET03074,Dehydroascorbate,DBMET03075,"2,3-dikeogulonic acid",,DB00126
DBMET02102,Glutamate,DBMET03078,α-ketoglutarate,,DB00130
DBMET02102,Glutamate,DBMET03079,1-pyrroline-5-carboxylic acid,,DB00130
DBMET03082,Dihydrolipoamide,DB00166,Lipoic acid,"Dihydrolipoyl dehydrogenase, mitochondrial, Glycine cleavage system H protein, mitochondrial",DB00145
DBMET02434,25-hydroxyvitamin D,DBMET02435,Calcitrol,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial, 1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",DB00153
DBMET02316,"5,10-methylene tetrahydrofolate (THF)",DBMET00528,5-Methyltetrahydrofolate,Methylenetetrahydrofolate reductase (NADPH),DB00158
DBMET00528,5-Methyltetrahydrofolate,DBMET00506,Methionine,Methionine synthase,DB00650
DBMET02310,13'-hydroxy-alpha-tocopherol,DBMET02311,13'-carboxy-alpha-tocopherol,,DB11635
DBMET02469,3-alpha-isopravastatin,DBMET02470,"5,6-epoxy-3-alpha-isopravastatin",,DB00175
DBMET02469,3-alpha-isopravastatin,DBMET02471,7-hydroxy-3-alpha-isopravastatin,,DB00175
DBMET02473,Triol pravastatin,DBMET02474,"3-keto-5,6-diol pravastatin",,DB00175
DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,DBMET02477,3'(S)-hydroxy-pravastatin-tetranor glucuronide,,DB00175
DBMET02478,3'(S)-hydroxy-pravastatin,DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,,DB00175
DBMET00733,4-hydroxyamphetamine,DBMET01018,4-Hydroxynorephedrine,,DB01255
DBMET02222,Phenylacetone,DBMET01437,Benzoic acid,,DB01255
DBMET01437,Benzoic acid,DBMET00507,Hippuric acid,,DB11482
DBMET00516,Nicotine imine,DBMET00519,Cotinine,Aldehyde oxidase,DB00184
DBMET00519,Cotinine,DBMET00529,Cotinine N-oxide,,DB00184
DBMET00519,Cotinine,DBMET00527,3'-Hydroxycotinine,Cytochrome P450 2A6,DB00184
DBMET00519,Cotinine,DBMET00520,Nornicotine,,DB00184
DBMET00519,Cotinine,DBMET00533,Nicotine-1'-N-oxide,Flavin-containing monooxygenase 3,DB00184
DBMET00519,Cotinine,DBMET00517,Cotinine glucuronide,"UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A9",DB00184
DBMET01061,Bortezomib metabolite M1,DBMET01063,Bortezomib metabolite M3,,DB00188
DBMET01062,Bortezomib metabolite M2,DBMET01063,Bortezomib metabolite M3,,DB00188
DBMET01061,Bortezomib metabolite M1,DBMET01065,Bortezomib metabolite M5,,DB00188
DBMET01062,Bortezomib metabolite M2,DBMET01066,Bortezomib metabolite M6,,DB00188
