parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set
	aprepitant		5‐{[(2S,3S)‐3‐(4‐fluorophenyl)‐2‐hydroxymorpholin‐4‐yl]methyl}‐2,4‐dihydro‐1,2,4‐triazol‐3‐one	CYP3A4; CYP3A5; CYP1A2; CYP2C19	aprepitant	CC(OC1OCCN(Cc2nc(O)n[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	Oc1n[nH]c(CN2CCOC(O)C2c2ccc(F)cc2)n1	MetXBioDB	0.5909090909090909	train
	aripiprazole		dehydro-aripiprazole	CYP3A4	aripiprazole	OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1	Oc1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2n1	MetXBioDB	0.6507936507936508	train
	aripiprazole		4-Hydroxyaripiprazole	CYP2D6	aripiprazole	OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1	OC1=Nc2cc(OCCCCN3CCN(c4ccc(O)c(Cl)c4Cl)CC3)ccc2CC1	MetXBioDB	0.7796610169491526	train
	aripiprazole		2,3‐dichlorophenylpiperazine	CYP3A4	aripiprazole	OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1	Clc1cccc(N2CCNCC2)c1Cl	MetXBioDB	0.3389830508474576	train
	aripiprazole		4‐[(2‐oxo‐3,4‐dihydro‐1H‐quinolin‐7‐yl)oxy]butanal	CYP3A4	aripiprazole	OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1	O=CCCCOc1ccc2c(c1)N=C(O)CC2	MetXBioDB	0.4754098360655737	train
	astemizole		6-Hydroxyastemizole	CYP2D6; CYP3A4 (minor)	astemizole	COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	COc1ccc(CCN2CCC(N=c3[nH]c4ccc(O)cc4n3Cc3ccc(F)cc3)CC2)cc1	MetXBioDB	0.7741935483870968	train
	astemizole		6-desmethylastermizole	CYP2D6	astemizole	COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	Oc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	MetXBioDB	0.7758620689655172	train
	astemizole		norastemizole	CYP3A4 (minor)	astemizole	COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	Fc1ccc(Cn2c(=NC3CCNCC3)[nH]c3ccccc32)cc1	MetXBioDB	0.6379310344827587	train
	barnidipine			CYP2A6;CYP2D6;CYP3A4	barnidipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1	COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1	MetXBioDB	0.640625	train
	benzeneethanol, 2-[(2,6-dichlorophenyl)amino]- (reduced_diclofenac)			CYP1A2;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP3A4	benzeneethanol, 2-[(2,6-dichlorophenyl)amino]- (reduced_diclofenac)	OCCc1ccccc1Nc1c(Cl)cccc1Cl	OCCc1cc(O)ccc1Nc1c(Cl)cccc1Cl	MetXBioDB	0.6944444444444444	train
	benzo(a)pyrene-7,8-diol			CYP1A2	benzo(a)pyrene-7,8-diol	Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	Oc1c(O)c2oc2c2c1cc1ccc3cccc4ccc2c1c34	MetXBioDB	0.5405405405405406	train
	beta_arteether		DIHYDROQINGHAOSU	CYP2B6;CYP3A4	beta_arteether	CCOC1OC2OC3(C)CCCC4C(C)CCC(C1C)C24OO3	CC1CCC2C(C)C(O)OC3OC4(C)CCCC1C32OO4	MetXBioDB	0.6875	train
	beta-artelinic acid		Dihydroqinghaosu (DQHS)	CYP3A4	beta-artelinic acid	CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4	CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4	MetXBioDB	0.5333333333333333	train
	beta-methylstyrene		2-methyl-3-phenyloxirane	CYP1A2;CYP2E1;CYP3A4	beta-methylstyrene	CC=Cc1ccccc1	CC1OC1c1ccccc1	MetXBioDB	0.2692307692307692	train
	beta-methylstyrene			CYP1A2;CYP2E1;CYP3A4	beta-methylstyrene	CC=Cc1ccccc1	OCC=Cc1ccccc1	MetXBioDB	0.4583333333333333	train
	biochanin a			CYP1A2;CYP2C9;CYP2C19; CYP2D6; CYP2E1	biochanin a	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	MetXBioDB	0.75	train
	brn 4201400			CYP1A2	brn 4201400	Cc1nc2c(=O)n(C)c(=O)n(CC3CCCCC3)c2[nH]1	Cn1c(=O)c2nc(CO)[nH]c2n(CC2CCCCC2)c1=O	MetXBioDB	0.7391304347826086	train
	bromocriptine			CYP3A4	bromocriptine	CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	CC(C)CC1C(=O)N2C(O)CCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	MetXBioDB	0.8279569892473119	train
	bromocriptine			CYP3A4	bromocriptine	CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	CC(C)CC1C(=O)N2CC(O)CC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	MetXBioDB	0.8279569892473119	train
	bropirimine		m-hydroxybropirimine	CYP1A2	bropirimine	N=c1nc(O)c(Br)c(-c2ccccc2)[nH]1	N=c1nc(O)c(Br)c(-c2cccc(O)c2)[nH]1	MetXBioDB	0.7222222222222222	train
	bropirimine		p-hydroxybropirimine	CYP1A2	bropirimine	N=c1nc(O)c(Br)c(-c2ccccc2)[nH]1	N=c1[nH]c(-c2ccc(O)cc2)c(Br)c(=O)[nH]1	MetXBioDB	0.3809523809523809	train
	brotizolam		alpha-OH-BRT	CYP3A4	brotizolam	Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	OCc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	MetXBioDB	0.7115384615384616	train
	brotizolam		6-OH-BRT	CYP3A4	brotizolam	Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2O	MetXBioDB	0.6111111111111112	train
	caffeine		Paraxanthine	CYP1A2	caffeine	Cn1c(=O)c2c(ncn2C)n(C)c1=O	Cn1c(O)nc2ncn(C)c2c1=O	MetXBioDB	0.4857142857142857	train
	caffeine		Theobromine	CYP1A2 (major); CYP2E1 (minor)	caffeine	Cn1c(=O)c2c(ncn2C)n(C)c1=O	CC1C(O)=NC(=O)c2c1ncn2C	MetXBioDB	0.2857142857142857	train
	caffeine		Theophylline	CYP1A2 (major); CYP2C8 (minor); CYP2C9 (minor); CYP3A4 (minor); CYP2E1 (minor)	caffeine	Cn1c(=O)c2c(ncn2C)n(C)c1=O	Cn1c(=O)c2nc[nH]c2n(C)c1=O	MetXBioDB	0.3888888888888889	train
	caffeine		1,3,7-Trimethyluric acid	CYP1A2 (major); CYP2C8 (minor); CYP2C9 (minor); CYP3A4 (minor); CYP2E1 (minor)	caffeine	Cn1c(=O)c2c(ncn2C)n(C)c1=O	Cn1c(=O)c2c(nc(O)n2C)n(C)c1=O	MetXBioDB	0.4848484848484848	train
	carbamazepine		2-Hydroxycarbamazepine 	CYP3A4; CYP2C8	carbamazepine	NC(=O)N1c2ccccc2C=Cc2ccccc21	NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21	MetXBioDB	0.7419354838709677	train
	carbamazepine		9-Hydroxycarbamazepine 	CYP3A4; CYP2C8 	carbamazepine	NC(=O)N1c2ccccc2C=Cc2ccccc21	NC(=O)N1c2ccccc2C=Cc2c(O)cccc21	MetXBioDB	0.7666666666666667	train
	cerivastatin			CYP2C8;CYP3A4	cerivastatin	COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1	CC(C)c1nc(C(C)C)c(CO)c(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	MetXBioDB	0.8135593220338984	train
	cerivastatin			CYP2C8	cerivastatin	COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1	COCc1c(C(C)CO)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1	MetXBioDB	0.8852459016393442	train
	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine			CYP1A2;CYP2C19;CYP2D6;CYP3A4	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine	CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1	CC(Nc1cc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(F)cc2)ccn1)c1ccccc1	MetXBioDB	0.711864406779661	train
	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine			CYP3A4	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine	CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1	C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2cc[nH]c(=N)c2)[nH]1	MetXBioDB	0.3043478260869565	train
	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine			CYP3A4	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine	CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1	CC(Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)cc[n+]1O)c1ccccc1	MetXBioDB	0.4647887323943662	train
	DRF_4367			CYP2C19;CYP2D6	DRF_4367	COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1	NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(O)cc2)cc1CO	MetXBioDB	0.7857142857142857	train
	benzodioxolyl-butanamine (BDB)		DHABB	CYP2C19;CYP2D6;CYP3A4	benzodioxolyl-butanamine (BDB)	CCC(N)Cc1ccc2c(c1)OCO2	CCC(N)Cc1ccc(O)c(O)c1	MetXBioDB	0.5135135135135135	train
	itraconazole		keto-iteraconazole 	CYP3A4	itraconazole	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	CC(=O)C(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	MetXBioDB	0.8470588235294118	train
	itraconazole		N-Desalkyl-iteraconazole	CYP3A4	itraconazole	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	Oc1nncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1	MetXBioDB	0.6931818181818182	train
	Mequitazine			CYP2D6	Mequitazine	c1ccc2c(c1)Sc1ccccc1N2CC12CCN(CC1)CC2	Oc1ccc2c(c1)Sc1ccccc1N2CC12CCN(CC1)CC2	MetXBioDB	0.7692307692307693	train
	Mequitazine			CYP2D6	Mequitazine	c1ccc2c(c1)Sc1ccccc1N2CC12CCN(CC1)CC2	[O-][S+]1c2ccccc2N(CC23CCN(CC2)CC3)c2ccccc21	MetXBioDB	0.5897435897435898	train
	NE-100			CYP2D6;CYP3A4	NE-100	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	CCCN(CCC)CCc1ccc(OC)c(OCCc2cccc(O)c2)c1	MetXBioDB	0.782608695652174	train
	NE-100			CYP2D6;CYP3A4	NE-100	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccc(O)cc2)c1	MetXBioDB	0.7954545454545454	train
	NE-100			CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP3A4	NE-100	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	CCCNCCc1ccc(OC)c(OCCc2ccccc2)c1	MetXBioDB	0.6595744680851063	train
	NE-100			CYP2C9;CYP2C19;CYP2D6	NE-100	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	CCCN(CCC)CCc1ccc(O)c(OCCc2ccccc2)c1	MetXBioDB	0.7333333333333333	train
	(R)-m-Methoxyamphetamine			CYP2D6	(R)-m-Methoxyamphetamine	COc1cccc(CC(C)N)c1	CC(N)Cc1cccc(O)c1	MetXBioDB	0.5625	train
	(R)-m-Methoxyamphetamine			CYP2D6	(R)-m-Methoxyamphetamine	COc1cccc(CC(C)N)c1	COc1cc(CC(C)N)ccc1O	MetXBioDB	0.5277777777777778	train
	pantoprazole			CYP2C19	pantoprazole	COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	COc1c(OCO)ccnc1C[S+]([O-])c1nc2ccc(OC(F)F)cc2[nH]1	MetXBioDB	0.864406779661017	train
	2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole		Sulphone	CYP1A2;CYP2C9;CYP3A4	2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole	[O-][S+](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1	O=S(=O)(Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1	MetXBioDB	0.6290322580645161	train
	2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole			CYP1A2;CYP2C9;CYP2C19;CYP3A4	2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole	[O-][S+](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1	[O-][S+](Cc1cc(OCC2CC2)ccn1)c1nc2cc(O)c(F)cc2[nH]1	MetXBioDB	0.7457627118644068	train
	(2S,3R)-3-(4-Hydroxy-phenyl)-2-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-2,3-dihydro-benzo[1,4]oxathiin-6-ol			CYP3A4	(2S,3R)-3-(4-Hydroxy-phenyl)-2-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-2,3-dihydro-benzo[1,4]oxathiin-6-ol	Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1	[O-][S+]1c2cc(O)ccc2OC(c2ccc(OCCN3CCCCC3)cc2)C1c1ccc(O)cc1	MetXBioDB	0.6507936507936508	train
	(2S,3R)-3-(4-Hydroxy-phenyl)-2-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-2,3-dihydro-benzo[1,4]oxathiin-6-ol			CYP3A4	(2S,3R)-3-(4-Hydroxy-phenyl)-2-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-2,3-dihydro-benzo[1,4]oxathiin-6-ol	Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1	CCCCCNCCOc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1	MetXBioDB	0.6	train
	4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone			CYP1A2	4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone	COc1ccc2c(CN(C)C)cc(=O)oc2c1	CNCc1cc(=O)oc2cc(OC)ccc12	MetXBioDB	0.7	train
	4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone			CYP1A2;CYP2C19;CYP2D6	4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone	COc1ccc2c(CN(C)C)cc(=O)oc2c1	CN(C)Cc1cc(=O)oc2cc(O)ccc12	MetXBioDB	0.65	train
	bpr-0L075			CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4	bpr-0L075	COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	COc1cc(C(=O)c2c[nH]c3cc(O)ccc23)cc(O)c1OC	MetXBioDB	0.6808510638297872	train
	bpr-0L075			CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4	bpr-0L075	COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	COc1ccc2c(C(=O)c3cc(OC)c(O)c(OC)c3)c[nH]c2c1	MetXBioDB	0.8333333333333334	train
	bpr-0L075			CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4	bpr-0L075	COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	COc1cc(C(=O)c2c[nH]c3cc(O)ccc23)cc(OC)c1OC	MetXBioDB	0.7674418604651163	train
	(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone			CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4	(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone	COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	COc1cc(C(=O)c2c[nH]c3c(O)c(OC)ccc23)cc(OC)c1OC	MetXBioDB	0.6170212765957447	train
	(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone			CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4	(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone	COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	COc1cc2[nH]cc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2cc1O	MetXBioDB	0.6666666666666666	train
	KR-33028		5-hydroxy-KR-33028	CYP3A4	KR-33028	N#Cc1cccc2sc(C(=O)NC(=N)N)cc12	N#Cc1c(O)ccc2sc(C(=O)NC(=N)N)cc12	MetXBioDB	0.6458333333333334	train
	KR-33028		7-hydroxy-KR-33028	CYP3A4;CYP1A2	KR-33028	N#Cc1cccc2sc(C(=O)NC(=N)N)cc12	N#Cc1ccc(O)c2sc(C(=O)NC(=N)N)cc12	MetXBioDB	0.6595744680851063	train
	CTK0G1203			CYP3A4	CTK0G1203	CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C	CC(NC(=NC#N)Nc1cc[n+]([O-])cc1)C(C)(C)C	MetXBioDB	0.4313725490196078	train
	CTK0G1203			CYP3A4	CTK0G1203	CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C	CC(N=C(N=c1cc[nH]cc1)NC(N)=O)C(C)(C)C	MetXBioDB	0.4693877551020408	train
	N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide			CYP2C8;CYP2C9;CYP2C19	N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide	Cc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccc(CO)cc1	MetXBioDB	0.7045454545454546	train
	N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide			CYP2C8;CYP2C19	N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide	Cc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	Cc1ccc(S(=O)(=O)Nc2ccnn2-c2ccc(O)cc2)cc1	MetXBioDB	0.7619047619047619	train
	terfenadine		hydroxyterfenadine	CYP2D6;CYP3A4	terfenadine	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	CC(C)(CO)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	MetXBioDB	0.8367346938775511	train
	terfenadine		azacyclonol	CYP3A4	terfenadine	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	OC(c1ccccc1)(c1ccccc1)C1CCNCC1	MetXBioDB	0.3877551020408163	train
	2prime_hydroxy_indomethacin_phenethylamide			CYP2C19;CYP2D6	2prime_hydroxy_indomethacin_phenethylamide	COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	Cc1c(CC(=O)NCC(O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1	MetXBioDB	0.796875	train
	2prime_hydroxy_indomethacin_phenethylamide			CYP3A4	2prime_hydroxy_indomethacin_phenethylamide	COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	COc1ccc2c(c1)c(CC(=O)NCC(=O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	MetXBioDB	0.7424242424242424	train
	(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine			CYP1A2;CYP2B6;CYP2C19;CYP2D6;CYP3A4	(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine	CCC(Cc1ccc2c(c1)OCO2)NC	CCC(N)Cc1ccc2c(c1)OCO2	MetXBioDB	0.631578947368421	train
	(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine			CYP1A2;CYP2B6;CYP2C19;CYP2D6;CYP3A4	(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine	CCC(Cc1ccc2c(c1)OCO2)NC	CCC(Cc1ccc(O)c(O)c1)NC	MetXBioDB	0.5384615384615384	train
	Chlorpyrifos		3,5,6-Trichloro-2-pyridinol	CYP2C19; CYP2B6; CYP3A4	Chlorpyrifos	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	Oc1nc(Cl)c(Cl)cc1Cl	MetXBioDB	0.3333333333333333	train
	Chlorpyrifos		Diethyl phosphorothioate	CYP2C19; CYP2B6; CYP3A4	Chlorpyrifos	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	CCOP(=O)(O)OCC	MetXBioDB	0.2162162162162162	train
	Chlorpyrifos		Chlorpyrifos-oxon	CYP1A2; CYP2B6; CYP2C8; CYP2C9; CYP2C19; CYP2D6; CYP3A4	Chlorpyrifos	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	MetXBioDB	0.6666666666666666	train
	chlorzoxazone		6-Hydroxychlorzoxazone	CYP2E1; CYP1A2; CYP1A1; CYP2A6; CYP2D6; CYP3A4	chlorzoxazone	Oc1nc2cc(Cl)ccc2o1	Oc1nc2cc(Cl)c(O)cc2o1	MetXBioDB	0.5625	train
	cilostazol		OPC-13326	CYP1A2;CYP2D6;CYP3A4	cilostazol	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	OC1=Nc2ccc(OCCCCc3nnnn3C3CCCCC3)cc2C(O)C1	MetXBioDB	0.5428571428571428	train
	cilostazol		OPC-13217	CYP2C19;CYP3A4	cilostazol	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	O=C1CCc2cc(OCCCCc3nnnn3C3CCC(O)CC3)ccc2N1	MetXBioDB	0.8333333333333334	train
	cinnarizine		Cinnamaldehyde	CYP2C9; CYP1A2; CYP2A6	cinnarizine	C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1	O=CC=Cc1ccccc1	MetXBioDB	0.282051282051282	train
	clobazam		N-desmethylclobazam	CYP2C9;CYP2C19	clobazam	CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	O=C1CC(O)=Nc2ccc(Cl)cc2N1c1ccccc1	MetXBioDB	0.5652173913043478	train
	clomethiazole		NLA-715	CYP2A6	clomethiazole	Cc1ncsc1CCCl	Cc1ncsc1C(O)CCl	MetXBioDB	0.4411764705882353	train
	clotiazepam		Hydroxy-clotiazepam	CYP2B6;CYP3A4;CYP2C18;CYP2C19	clotiazepam	CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	CC(O)c1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	MetXBioDB	0.6730769230769231	train
	clotiazepam		desmethyl-clotiazepam	CYP2B6;CYP3A4;CYP2C18;CYP2C19	clotiazepam	CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	CCc1cc2c(s1)N=C(O)CN=C2c1ccccc1Cl	MetXBioDB	0.5849056603773585	train
	cotinine		Norcotinine	CYP2A6	cotinine	CN1C(=O)CCC1c1cccnc1	OC1=NC(c2cccnc2)CC1	MetXBioDB	0.4186046511627907	train
	cotinine		5'-hydroxycotinine	CYP2A6	cotinine	CN1C(=O)CCC1c1cccnc1	CN1C(=O)CCC1(O)c1cccnc1	MetXBioDB	0.4042553191489361	train
