parent_name	child_name	reactants	products	origin	source	set	possible_products
Clomipramine	Desmethylclomipramine	c1ccc2c(c1)CCc1c(cc(Cl)cc1)N2CCCN(C)C	c1ccc2c(c1)CCc1c(cc(Cl)cc1)N2CCCNC	DB01242	Both	train	c1ccc2c(c1)CCc1c(cc(Cl)cc1)N2CCCNC
Imipramine	2-hydroxyimipramine	C(CCN(C)C)N1c2ccccc2CCc2c1cccc2	C(CCN(C)C)N1c2ccccc2CCc2c1ccc(O)c2	DB00458	Both	train	C(CCN(C)C)N1c2ccccc2CCc2c1ccc(O)c2
Chlorpromazine	demonomethylchlorpromazine	N(C)(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C	N(C)CCCN1c2ccccc2Sc2c1cc(Cl)cc2	DB00477	Both	train	N(C)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
Promazine	3-Hydroxypromazine	c12c(cccc1)N(CCCN(C)C)c1ccccc1S2	c12c(ccc(O)c1)N(CCCN(C)C)c1ccccc1S2	DB00420	DrugBank	train	c12c(ccc(O)c1)N(CCCN(C)C)c1ccccc1S2
Benzydamine	Norbenzydamine	O(CCCN(C)C)c1nn(Cc2ccccc2)c2c1cccc2	O(CCCNC)c1nn(Cc2ccccc2)c2c1cccc2	DB09084	DrugBank	train	O(CCCNC)c1nn(Cc2ccccc2)c2c1cccc2
Tripelennamine	Tripelennamine N-glucuronide	c1cc(CN(CCN(C)C)c2ccccn2)ccc1	c1cc(CN(CCN(C)(C)C2OC(C(=O)O)C(O)C(O)C2O)c2ccccn2)ccc1	Tripelennamine	MetXBioDB	train	c1cc(CN(CCN(C)(C)C2OC(C(=O)O)C(O)C(O)C2O)c2ccccn2)ccc1
deramciclane		c1c(C2(OCCN(C)C)CC3C(C)(C)C2(C)CC3)cccc1	c1c(C2(OCCNC)CC3C(C)(C)C2(C)CC3)cccc1	deramciclane	MetXBioDB	train	c1c(C2(OCCNC)CC3C(C)(C)C2(C)CC3)cccc1
6-Hydroxy rizatriptan	6-Hydroxy rizatriptan sulfate	c1c(CCN(C)C)c2c(n1)cc(O)c(Cn1cncn1)c2	c1c(CCN(C)C)c2c(n1)cc(OS(=O)(=O)O)c(Cn1cncn1)c2	DB00953	DrugBank	train	c1c(CCN(C)C)c2c(n1)cc(OS(=O)(=O)O)c(Cn1cncn1)c2
Zolmitriptan	N-Desmethylzolmitriptan	O=C1OCC(Cc2cc3c(CCN(C)C)cnc3cc2)N1	O=C1OCC(Cc2cc3c(CCNC)cnc3cc2)N1	DB00315	DrugBank	train	O=C1OCC(Cc2cc3c(CCNC)cnc3cc2)N1
Rizatriptan	Rizatriptan N10-oxide	n1cn(Cc2cc3c(CCN(C)C)cnc3cc2)nc1	n1cn(Cc2cc3c(CCN(C)(C)O)cnc3cc2)nc1	DB00953	DrugBank	train	n1cn(Cc2cc3c(CCN(C)(C)O)cnc3cc2)nc1
Psilocin		c1c(O)c2c(CCN(C)C)cnc2cc1	c1c(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(CCN(C)C)cnc2cc1	Psilocin	MetXBioDB	train	c1c(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(CCN(C)C)cnc2cc1
Adinazolam	desmethyladinazolam	C1(c2ccccc2)=NCc2nnc(CN(C)C)n2-c2ccc(Cl)cc21	C1(c2ccccc2)=NCc2nnc(CN)n2-c2ccc(Cl)cc21	DB00546	DrugBank	train	C1(c2ccccc2)=NCc2nnc(CN)n2-c2ccc(Cl)cc21
dacarbazine	MTIC	C1(=NNN(C)C)N=CN=C1C(N)=O	C1(=NNNC)N=CN=C1C(N)=O	dacarbazine	MetXBioDB	train	C1(=NNNC)N=CN=C1C(N)=O
hexamethylphosphoramide		N(C)(P(=O)(N(C)C)N(C)C)C	N(C)P(=O)(N(C)C)N(C)C	hexamethylphosphoramide	MetXBioDB	train	N(C)P(=O)(N(C)C)N(C)C
tauromustine		N(CCS(N(C)C)(=O)=O)C(=O)N(CCCl)N=O	N(CCS(N(C)C)(=O)=O)C(=O)NCCCl	tauromustine	MetXBioDB	train	N(CCS(N(C)C)(=O)=O)C(=O)NCCCl
zinc21985223		CN(c1ccc(C2CC3(C)C(C4C2=C2CCC(=O)C=C2CC4)CCC3(O)C=CCO)cc1)C	CNc1ccc(C2CC3(C)C(C4C2=C2CCC(=O)C=C2CC4)CCC3(O)C=CCO)cc1	zinc21985223	MetXBioDB	train	CNc1ccc(C2CC3(C)C(C4C2=C2CCC(=O)C=C2CC4)CCC3(O)C=CCO)cc1
onapristone		c1cc(N(C)C)ccc1C1CC2(C)C(C3C1=C1CCC(=O)C=C1CC3)CCC2(O)CCCO	c1cc(NC)ccc1C1CC2(C)C(C3C1=C1CCC(=O)C=C1CC3)CCC2(O)CCCO	onapristone	MetXBioDB	train	c1cc(NC)ccc1C1CC2(C)C(C3C1=C1CCC(=O)C=C1CC3)CCC2(O)CCCO
RL-3142		O=C(C=Cc1ccc(N(C)C)cc1)c1ccc(-n2ccnc2)cc1	O=C(C=Cc1ccc(NC)cc1)c1ccc(-n2ccnc2)cc1	RL-3142	MetXBioDB	train	O=C(C=Cc1ccc(NC)cc1)c1ccc(-n2ccnc2)cc1
Minocycline	Minocycline M7 Metabolite	OC1=C2C(CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C31O)Cc1c(N(C)C)ccc(O)c1C2=O	OC1=C2C(CC3C(NC)C(O)=C(C(N)=O)C(=O)C31O)Cc1c(N(C)C)ccc(O)c1C2=O	DB01017	DrugBank	train	OC1=C2C(CC3C(NC)C(O)=C(C(N)=O)C(=O)C31O)Cc1c(N(C)C)ccc(O)c1C2=O
N,N-Dimethylaniline		c1(N(C)C)ccccc1	c1(NC)ccccc1	N,N-Dimethylaniline	MetXBioDB	train	c1(NC)ccccc1
Terbinafine dihydrodiol derivative (1)	N-Desmethylterbinafine dihydrodiol derivative (1)	c1(O)cc(CN(CC=CC#CC(C)(C)C)C)c2c(c1O)cccc2	c1(O)cc(CNCC=CC#CC(C)(C)C)c2c(c1O)cccc2	DB00857	DrugBank	train	c1(O)cc(CNCC=CC#CC(C)(C)C)c2c(c1O)cccc2
Terbinafine dihydrodiol derivative (2)	N-Desmethylterbinafine dihydrodiol derivative (2)	C(C#CC(C)(C)C)=CCN(Cc1cccc2c1ccc(O)c2O)C	C(C#CC(C)(C)C)=CCNCc1cccc2c1ccc(O)c2O	DB00857	DrugBank	train	C(C#CC(C)(C)C)=CCNCc1cccc2c1ccc(O)c2O
Terbinafine	N-Desmethylterbinafine	C(C=CC#CC(C)(C)C)N(Cc1cccc2c1cccc2)C	C(C=CC#CC(C)(C)C)NCc1cccc2c1cccc2	DB00857	Both	train	C(C=CC#CC(C)(C)C)NCc1cccc2c1cccc2
Hydroxyterbinafine	N-Desmethylhydroxyterbinafine	c1cc2c(CN(CC=CC#CC(C)(C)CO)C)cccc2cc1	c1cc2c(CNCC=CC#CC(C)(C)CO)cccc2cc1	DB00857	DrugBank	train	c1cc2c(CNCC=CC#CC(C)(C)CO)cccc2cc1
nnal		C(N(C)N=O)CC(O)C(=O)c1cccnc1	C(N(C)N=O)(CC(O)C(=O)c1cccnc1)O	nnal	MetXBioDB	train	C(N(C)N=O)(CC(O)C(=O)c1cccnc1)O
NNK		c1cc(C(CCCN(C)N=O)=O)cnc1	c1cc(C(CCCN(CO)N=O)=O)cnc1	NNK	MetXBioDB	train	c1cc(C(CCCN(CO)N=O)=O)cnc1
4-(methylnitrosamino)-1-(3- pyridyl)-1-butanol		C(CCCN(C)N=O)(O)c1cccnc1	C(CCCN(C)N=O)(O)c1cccn(C2OC(C(=O)O)C(O)C(O)C2O)c1	4-(methylnitrosamino)-1-(3- pyridyl)-1-butanol	MetXBioDB	train	C(CCCN(C)N=O)(O)c1cccn(C2OC(C(=O)O)C(O)C(O)C2O)c1
Revefenacin	THRX-195518	C1C(C(=O)N)CCN(Cc2ccc(C(N(C)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)=O)cc2)C1	C1C(C(=O)O)CCN(Cc2ccc(C(N(C)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)=O)cc2)C1	DB11855	DrugBank	train	C1C(C(=O)O)CCN(Cc2ccc(C(N(C)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)=O)cc2)C1
para-Hydroxyrosiglitazone	N-Desmethyl-para-hydroxy rosiglitazone	c1c(CC2SC(=O)N=C2O)ccc(OCCN(c2ccc(O)cn2)C)c1	c1c(CC2SC(=O)NC2=O)ccc(OCCNc2ccc(O)cn2)c1	DB00412	DrugBank	train	c1c(CC2SC(=O)NC2=O)ccc(OCCNc2ccc(O)cn2)c1
rosiglitazone	N-Desmethylrosiglitazone 	c1cccc(N(CCOc2ccc(CC3C(O)=NC(=O)S3)cc2)C)n1	c1cccc(NCCOc2ccc(CC3C(O)=NC(=O)S3)cc2)n1	rosiglitazone	MetXBioDB	train	c1cccc(NCCOc2ccc(CC3C(O)=NC(=O)S3)cc2)n1
ortho-Hydroxyrosiglitazone	ortho-O-Sulfate rosiglitazone	C(c1ccc(OCCN(C)c2ncccc2O)cc1)C1SC(=O)N=C1O	C(c1ccc(OCCN(C)c2ncccc2OS(=O)(=O)O)cc1)C1SC(=O)NC1=O	DB00412	DrugBank	train	C(c1ccc(OCCN(C)c2ncccc2OS(=O)(=O)O)cc1)C1SC(=O)NC1=O
Rosiglitazone	N-Despyridinyl rosiglitazone	O(CCN(C)c1ccccn1)c1ccc(CC2SC(=O)NC2=O)cc1	O(CCNC)c1ccc(CC2SC(=O)NC2=O)cc1	DB00412	DrugBank	train	O(CCNC)c1ccc(CC2SC(=O)NC2=O)cc1
Methotrexate	7-hydroxymethotrexate	c1(N(C)Cc2cnc3c(n2)c(N)nc(=N)n3)ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	c1(N(C)Cc2c(=O)nc3nc(=N)nc(N)c-3n2)ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	DB00563	DrugBank	train	c1(N(C)Cc2c(=O)nc3nc(=N)nc(N)c-3n2)ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
n-nitroso-n-methylaniline (NMPhA)		c1c(N(C)N=O)cccc1	c1c(N(CO)N=O)cccc1	n-nitroso-n-methylaniline (NMPhA)	MetXBioDB	train	c1c(N(CO)N=O)cccc1
tenoxicam	5'-Hydroxytenoxicam	c1ccc(NC(=C2N(C)S(=O)(=O)c3c(scc3)C2=O)O)nc1	c1(O)ccc(NC(=C2N(C)S(=O)(=O)c3c(scc3)C2=O)O)nc1	tenoxicam	MetXBioDB	train	c1(O)ccc(NC(=C2N(C)S(=O)(=O)c3c(scc3)C2=O)O)nc1
schembl29464	Oxazepam	C1(c2ccccc2)=NC(O)C(=O)N(C)c2ccc(Cl)cc21	C1(c2ccccc2)=NC(O)C(O)=Nc2ccc(Cl)cc21	schembl29464	MetXBioDB	train	C1(c2ccccc2)=NC(O)C(O)=Nc2ccc(Cl)cc21
Lormetazepam	Lormetazepam glucuronide	OC1C(=O)N(C)c2c(cc(Cl)cc2)C(c2ccccc2Cl)=N1	O(C1C(=O)N(C)c2c(cc(Cl)cc2)C(c2ccccc2Cl)=N1)C1OC(C(=O)O)C(O)C(O)C1O	DB13872	DrugBank	train	O(C1C(=O)N(C)c2c(cc(Cl)cc2)C(c2ccccc2Cl)=N1)C1OC(C(=O)O)C(O)C(O)C1O
4'-hydroxyclobazam	4'-hydroxy-N-desmethylclobazam	O=C1CC(=O)N(C)c2c(cc(Cl)cc2)N1c1ccc(O)cc1	O=C1CC(=O)Nc2c(cc(Cl)cc2)N1c1ccc(O)cc1	DB00349	DrugBank	train	O=C1CC(=O)Nc2c(cc(Cl)cc2)N1c1ccc(O)cc1
Clobazam	N-desmethylclobazam	N1(C)C(=O)CC(=O)N(c2ccccc2)c2c1ccc(Cl)c2	N1C(=O)CC(=O)N(c2ccccc2)c2c1ccc(Cl)c2	DB00349	DrugBank	train	N1C(=O)CC(=O)N(c2ccccc2)c2c1ccc(Cl)c2
Cotinine	Nicotine-1'-N-oxide	C1(c2cccnc2)N(C)C(=O)CC1	C1(c2cccnc2)N(C)(O)CCC1	DB00184	DrugBank	train	C1(c2cccnc2)N(C)(O)CCC1
Cotinine	Cotinine N-glucuronide	C1(=O)N(C)C(c2cccnc2)CC1	C1(=O)N(C)C(c2cccn(C3OC(C(=O)O)C(O)C(O)C3O)c2)CC1	Cotinine	MetXBioDB	train	C1(=O)N(C)C(c2cccn(C3OC(C(=O)O)C(O)C(O)C3O)c2)CC1
Diazepam	Nordazepam	O=C1CN=C(c2ccccc2)c2c(ccc(Cl)c2)N1C	O=C1CN=C(c2ccccc2)c2c(ccc(Cl)c2)N1	DB00829	DrugBank	train	O=C1CN=C(c2ccccc2)c2c(ccc(Cl)c2)N1
flunitrazepam	3-hydroxyflunitrazepam	C1(=O)N(C)c2c(cc(N(=O)O)cc2)C(c2ccccc2F)=NC1	C1(=O)N(C)c2c(cc(N(=O)O)cc2)C(c2ccccc2F)=NC1O	flunitrazepam	MetXBioDB	train	C1(=O)N(C)c2c(cc(N(=O)O)cc2)C(c2ccccc2F)=NC1O
Epoxy-hexobarbital	Hexobarbital dihydrodiol derivative	N1=C(O)C(C)(C23CCCCC2O3)C(=O)N(C)C1=O	N1C(=O)N(C)C(=O)C(C)(C2(O)CCCCC2O)C1=O	DB01355	DrugBank	train	N1C(=O)N(C)C(=O)C(C)(C2(O)CCCCC2O)C1=O
3p-Oxohexobarbital		O=C1CCCC(C2(C)C(O)=NC(=O)N(C)C2=O)=C1	O=C1CCCC(C2(C)C(O)=NC(=O)N(C)C2=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1	3p-Oxohexobarbital	MetXBioDB	train	O=C1CCCC(C2(C)C(O)=NC(=O)N(C)C2=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1
3'-Hydroxyhexobarbital	3'-Oxohexobarbital	C1(O)C=C(C2(C)C(=O)N(C)C(=O)N=C2O)CCC1	C1(=O)C=C(C2(C)C(=O)N(C)C(=O)NC2=O)CCC1	DB01355	DrugBank	train	C1(=O)C=C(C2(C)C(=O)N(C)C(=O)NC2=O)CCC1
(s)-hexobarbital	3'-OH-(S)-hexobarbital	C1C=C(C2(C)C(O)=NC(=O)N(C)C2=O)CCC1	C1(O)C=C(C2(C)C(O)=NC(=O)N(C)C2=O)CCC1	(s)-hexobarbital	MetXBioDB	train	C1(O)C=C(C2(C)C(O)=NC(=O)N(C)C2=O)CCC1
3'-Oxohexobarbital	Hexobarbital glutathione conjugate derivative	C1(=O)NC(=O)N(C)C(=O)C1(C)C1=CC(=O)CCC1	C1(=O)NC(=O)N(C)C(=O)C1(C)C1(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C1	DB01355	DrugBank	train	C1(=O)NC(=O)N(C)C(=O)C1(C)C1(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C1
Hexobarbital	Epoxy-hexobarbital	C1(C2(C)C(=O)N(C)C(=O)NC2=O)=CCCCC1	C12(C3(C)C(=O)N(C)C(=O)N=C3O)CCCCC1O2	DB01355	DrugBank	train	C12(C3(C)C(=O)N(C)C(=O)N=C3O)CCCCC1O2
Trimethadione	dimethadione	N1(C)C(=O)OC(C)(C)C1=O	N1=C(O)C(C)(C)OC1=O	DB00347	Both	train	N1=C(O)C(C)(C)OC1=O
lornoxicam	5'-Hydroxylornoxicam	OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2c1sc(Cl)c2	OC1=C(C(=O)Nc2ccc(O)cn2)N(C)S(=O)(=O)c2c1sc(Cl)c2	lornoxicam	MetXBioDB	train	OC1=C(C(=O)Nc2ccc(O)cn2)N(C)S(=O)(=O)c2c1sc(Cl)c2
Tenoxicam	5'-Hydroxytenoxicam	C1(O)=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccsc21	C(=C1N(C)S(=O)(=O)c2ccsc2C1=O)(O)Nc1ccc(O)cn1	DB00469	DrugBank	train	C(=C1N(C)S(=O)(=O)c2ccsc2C1=O)(O)Nc1ccc(O)cn1
5'-hydroxymethyl meloxicam	5'-carboxy meloxicam	C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)(=O)Nc1ncc(CO)s1	C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)(=O)Nc1ncc(C(O)=O)s1	DB00814	DrugBank	train	C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)(=O)Nc1ncc(C(O)=O)s1
Methimazole Epoxide Metabolite	Methimazole Dihydrodiol Metabolite	N1=C(S)N(C)C2C1O2	N1=C(S)N(C)C(O)C1O	DB00763	DrugBank	train	N1=C(S)N(C)C(O)C1O
zatosetron		C1C2N(C)C(CC2)CC1NC(=O)c1cc(Cl)cc2c1OC(C)(C)C2	C1C2N(C)C(CC2)CC1NC(=O)c1cc(Cl)cc2c1OC(C)(C)C2O	zatosetron	MetXBioDB	train	C1C2N(C)C(CC2)CC1NC(=O)c1cc(Cl)cc2c1OC(C)(C)C2O
Hyoscyamine	Tropic acid	C(C(C(=O)OC1CC2N(C)C(CC2)C1)c1ccccc1)O	C(C(C(=O)O)c1ccccc1)O	DB00424	DrugBank	train	C(C(C(=O)O)c1ccccc1)O
tropisetron		O(C(=O)c1cnc2c1cccc2)C1CC2CCC(C1)N2C	O(C(=O)c1cnc2c1cccc2)C1CC2CCC(C1)N2	tropisetron	MetXBioDB	train	O(C(=O)c1cnc2c1cccc2)C1CC2CCC(C1)N2
Benzatropine	N-desmethylbenztropine	c1c(C(OC2CC3CCC(C2)N3C)c2ccccc2)cccc1	c1c(C(OC2CC3CCC(C2)N3)c2ccccc2)cccc1	DB00245	DrugBank	train	c1c(C(OC2CC3CCC(C2)N3)c2ccccc2)cccc1
granisetron	7-Hydroxygranisetron	C1C2N(C)C(CCC2)CC1NC(=O)c1nn(C)c2c1cccc2	C1C2N(C)C(CCC2)CC1NC(=O)c1nn(C)c2c1c(O)ccc2	granisetron	MetXBioDB	train	C1C2N(C)C(CCC2)CC1NC(=O)c1nn(C)c2c1c(O)ccc2
morphine	Normorphine	C1=CC2C34c5c(ccc(O)c5OC3C1O)CC2CN(C)C4	C1=CC2C34c5c(ccc(O)c5OC3C1O)CC2CNC4	codeine	MetXBioDB	train	C1=CC2C34c5c(ccc(O)c5OC3C1O)CC2CNC4
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	pOH-MPTP	C1N(C)CC=C(c2ccccc2)C1	C1N(C)CC=C(c2ccc(O)cc2)C1	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	MetXBioDB	train	C1N(C)CC=C(c2ccc(O)cc2)C1
Ketotifen	Ketotifen N-glucuronide	CN1CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1	CN1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1	Ketotifen	MetXBioDB	train	CN1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1
Tepotinib	Tepotinib M506 metabolite	c1cc(-c2ncc(OCC3CCN(C)CC3)cn2)cc(Cn2nc(-c3cccc(C#N)c3)ccc2=O)c1	c1cc(-c2ncc(OCC3CCN(C)C(=O)C3)cn2)cc(Cn2nc(-c3cccc(C#N)c3)ccc2=O)c1	DB15133	DrugBank	train	c1cc(-c2ncc(OCC3CCN(C)C(=O)C3)cn2)cc(Cn2nc(-c3cccc(C#N)c3)ccc2=O)c1
Glasdegib	Glasdegib M11	n1c(C2N(C)CCC(NC(=O)Nc3ccc(C#N)cc3)C2)nc2c1cccc2	n1c(C2N(C)CCC(NC(=O)Nc3ccc(C#N)c(O)c3)C2)nc2c1cccc2	DB11978	DrugBank	train	n1c(C2N(C)CCC(NC(=O)Nc3ccc(C#N)c(O)c3)C2)nc2c1cccc2
Glasdegib	Glasdegib M4	c12c(nc(C3N(C)CCC(NC(=O)Nc4ccc(C#N)cc4)C3)n1)cccc2	c12c(nc(C3N(C)(O)CCC(NC(=O)Nc4ccc(C#N)cc4)C3)n1)cccc2	DB11978	DrugBank	train	c12c(nc(C3N(C)(O)CCC(NC(=O)Nc4ccc(C#N)cc4)C3)n1)cccc2
Flavopiridol		c12c(C3CCN(C)CC3O)c(O)cc(O)c1c(=O)cc(-c1ccccc1Cl)o2	c12c(C3CCN(C)CC3O)c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c1c(=O)cc(-c1ccccc1Cl)o2	Flavopiridol	MetXBioDB	train	c12c(C3CCN(C)CC3O)c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c1c(=O)cc(-c1ccccc1Cl)o2
O-Desmethylgalantamine		c12c3c(ccc1O)CN(C)CCC31C(O2)CC(O)C=C1	c12c3c(ccc1OC1OC(C(=O)O)C(O)C(O)C1O)CN(C)CCC31C(O2)CC(O)C=C1	galantamine	MetXBioDB	train	c12c3c(ccc1OC1OC(C(=O)O)C(O)C(O)C1O)CN(C)CCC31C(O2)CC(O)C=C1
Oxymorphone	beta-oxymorphol	Oc1c2c3c(cc1)CC1N(C)CCC34C1(O)CCC(=O)C4O2	Oc1c2c3c(cc1)CC1N(C)CCC34C1(O)CCC(O)C4O2	DB01192	DrugBank	train	Oc1c2c3c(cc1)CC1N(C)CCC34C1(O)CCC(O)C4O2
Oxymorphone	alpha-oxycodol	c1c2c3c(c(O)c1)OC1C34CCN(C)C(C4(O)CCC1=O)C2	c1c2c3c(c(OC)c1)OC1C34CCN(C)C(C4(O)CCC1O)C2	DB01192	DrugBank	train	c1c2c3c(c(OC)c1)OC1C34CCN(C)C(C4(O)CCC1O)C2
Hydromorphone	Hydromorphone 3-sulfate	C1(=O)C2C34CCN(C)C(C3CC1)Cc1c4c(c(O)cc1)O2	C1(=O)C2C34CCN(C)C(C3CC1)Cc1c4c(c(OS(=O)(=O)O)cc1)O2	hydrocodone	MetXBioDB	train	C1(=O)C2C34CCN(C)C(C3CC1)Cc1c4c(c(OS(=O)(=O)O)cc1)O2
Morphine	Normorphine	c12ccc(O)c3c1C14C(O3)C(O)C=CC1C(N(C)CC4)C2	c12ccc(O)c3c1C14C(O3)C(O)C=CC1C(NCC4)C2	DB00295	DrugBank	train	c12ccc(O)c3c1C14C(O3)C(O)C=CC1C(NCC4)C2
6-β-hydromorphol	6-β-hydromorphol glucuronide conjugate 2	C1C2C34CCN(C)C2Cc2c3c(c(O)cc2)OC4C(O)C1	C1C2C34CCN(C)C2Cc2c3c(c(O)cc2)OC4C(OC2OC(C(=O)O)C(O)C(O)C2O)C1	DB15465	DrugBank	train	C1C2C34CCN(C)C2Cc2c3c(c(O)cc2)OC4C(OC2OC(C(=O)O)C(O)C(O)C2O)C1
Morphine glucuronide	morphine-3,6-diglucuronide	Oc1c2c3c(cc1)CC1N(C)CCC34C1C=CC(OC1OC(C(=O)O)C(O)C(O)C1O)C4O2	O(c1c2c3c(cc1)CC1NCCC34C1C=CC(OC1OC(O)C(O)C(O)C1O)C4O2)C1OC(O)C(O)C(O)C1O	DB00318	DrugBank	train	O(c1c2c3c(cc1)CC1NCCC34C1C=CC(OC1OC(O)C(O)C(O)C1O)C4O2)C1OC(O)C(O)C(O)C1O
Pholcodine	Morphine	c12c3ccc(OCCN4CCOCC4)c1OC1C24CCN(C)C(C4C=CC1O)C3	c12c3ccc(O)c1OC1C24CCN(C)C(C4C=CC1O)C3	DB09209	DrugBank	train	c12c3ccc(O)c1OC1C24CCN(C)C(C4C=CC1O)C3
Azelastine	Desmethylazelastine	n1c(Cc2ccc(Cl)cc2)c2c(c(=O)n1C1CCCN(C)CC1)cccc2	n1c(Cc2ccc(Cl)cc2)c2c(c(=O)n1C1CCCNCC1)cccc2	DB00972	Both	train	n1c(Cc2ccc(Cl)cc2)c2c(c(=O)n1C1CCCNCC1)cccc2
eletriptan	N-Desmethyleletriptan	c12ccc(CCS(=O)(=O)c3ccccc3)cc1C(CC1CCCN1C)CN2	c12ccc(CCS(=O)(=O)c3ccccc3)cc1C(CC1CCCN1)CN2	eletriptan	MetXBioDB	train	c12ccc(CCS(=O)(=O)c3ccccc3)cc1C(CC1CCCN1)CN2
Eletriptan	Eletriptan N-oxide	C(c1cc2c(CC3N(C)CCC3)cnc2cc1)CS(=O)(=O)c1ccccc1	C(c1cc2c(CC3N(C)(O)CCC3)cnc2cc1)CS(=O)(=O)c1ccccc1	DB00216	DrugBank	train	C(c1cc2c(CC3N(C)(O)CCC3)cnc2cc1)CS(=O)(=O)c1ccccc1
Nicotine	Nornicotine	c1ncccc1C1CCCN1C	c1ncccc1C1CCCN1	DB00184	Both	train	c1ncccc1C1CCCN1
Nicotine	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone	c1ccc(C2N(C)CCC2)cn1	c1ccc(C(CCCN(C)N=O)=O)cn1	DB00184	DrugBank	train	c1ccc(C(CCCN(C)N=O)=O)cn1
Nicotine	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol	C1CCN(C)C1c1cccnc1	C(CCN(C)N=O)C(c1cccnc1)O	DB00184	DrugBank	train	C(CCN(C)N=O)C(c1cccnc1)O
schembl149458	Sulphoridazine	c1cc([SH](C)O)cc2c1Sc1c(cccc1)N2CCC1CCCCN1C	c1cc(SC)cc2c1Sc1c(cccc1)N2CCC1CCCCN1C	schembl149458	MetXBioDB	train	c1cc(SC)cc2c1Sc1c(cccc1)N2CCC1CCCCN1C
O-demethylencainide	N,O-didemethylencainide	c1(CCC2CCCCN2C)c(NC(=O)c2ccc(O)cc2)cccc1	c1(CCC2CCCCN2)c(NC(=O)c2ccc(O)cc2)cccc1	Encainide	MetXBioDB	train	c1(CCC2CCCCN2)c(NC(=O)c2ccc(O)cc2)cccc1
k-11777	N-oxide k-11777	N(C(N1CCN(C)CC1)=O)C(Cc1ccccc1)C(=O)NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1	N(C(N1CCN(C)(O)CC1)=O)C(Cc1ccccc1)C(=O)NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1	k-11777	MetXBioDB	train	N(C(N1CCN(C)(O)CC1)=O)C(Cc1ccccc1)C(=O)NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1
Clozapine	Clozapine N-glucuronide	N1=C(N2CCN(C)CC2)c2c(cccc2)Nc2c1cc(Cl)cc2	N1=C(N2CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC2)c2c(cccc2)Nc2c1cc(Cl)cc2	Clozapine	MetXBioDB	train	N1=C(N2CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC2)c2c(cccc2)Nc2c1cc(Cl)cc2
Loxepine	Loxepine N-glucuronide	c1cccc2c1Oc1c(cc(Cl)cc1)C(N1CCN(C)CC1)=N2	c1cccc2c1Oc1c(cc(Cl)cc1)C(N1CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC1)=N2	Loxepine	MetXBioDB	train	c1cccc2c1Oc1c(cc(Cl)cc1)C(N1CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC1)=N2
Azimilide		c1cc(-c2ccc(C=NN3CC(=O)N(CCCCN4CCN(C)CC4)C3=O)o2)ccc1Cl	c1cc(-c2ccc(C=NN3CC(=O)N(CCCCN4CCN(C)(O)CC4)C3=O)o2)ccc1Cl	Azimilide	MetXBioDB	train	c1cc(-c2ccc(C=NN3CC(=O)N(CCCCN4CCN(C)(O)CC4)C3=O)o2)ccc1Cl
