parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set	possible_products
DBMET02116	SCH 57871	DBMET02117	SCH 57871-glucuronide		DB00973	O=C(CCC1C(=O)N(c2ccc(F)cc2)C1c1ccc(O)cc1)c1ccc(F)cc1	O=C(CCC1C(=O)N(c2ccc(F)cc2)C1c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccc(F)cc1	DrugBank	0.6129032258064516	train	O=C(CCC1C(=O)N(c2ccc(F)cc2)C1c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccc(F)cc1
DB11660	Latanoprostene bunod	DBMET02011	Butanediol mononitrate	Carboxylesterase	DB11660	O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-]	O=[N+]([O-])OCCCCO	DrugBank	0.2307692307692307	train	O=[N+]([O-])OCCCCO
DB02546	Vorinostat	DBMET00726	4-anilino-4-oxobutanoic acid		DB02546	O=C(CCCCCCC(=O)Nc1ccccc1)NO	O=C(O)CCC(=O)Nc1ccccc1	DrugBank	0.6129032258064516	train	O=C(O)CCC(=O)Nc1ccccc1
DBMET00106	Haloperidol 1,2,3,6-tetrahydropyridine	DBMET01212	Haloperidol pyridinium ion derivative		DB00502	O=C(CCCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1	DrugBank	0.4285714285714285	train	O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1
	bromperidol			CYP3A4	bromperidol	O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1	CCCC(=O)c1ccc(F)cc1	MetXBioDB	0.375	train	CCCC(=O)c1ccc(F)cc1
DB00502	Haloperidol	DBMET00105	Haloperidol glucuronide	UDP-glucuronosyltransferase 1A9	DB00502	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	O=C(CCCN1CCC(OC2OC(C(=O)O)C(O)C(O)C2O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	Both	0.5757575757575758	train	O=C(CCCN1CCC(OC2OC(C(=O)O)C(O)C(O)C2O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1.O=C(O)CCC(=O)c1ccc(F)c(F)c1
DB00502	Haloperidol	DBMET00252	fluorobenzoylpropionic acid	Cytochrome P450 1A2	DB00502	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	O=C(O)CCC(=O)c1ccc(F)c(F)c1	DrugBank	0.3018867924528302	train	O=C(CCCN1CCC(OC2OC(C(=O)O)C(O)C(O)C2O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1.O=C(O)CCC(=O)c1ccc(F)c(F)c1
DBMET02693	ω-hydroxy-butyrfentanyl	DBMET02694	ω-carboxy-butyrfentanyl		DB09173	O=C(CCCO)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	O=C(O)CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	DrugBank	0.782608695652174	train	O=C(O)CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
DBMET02569	Hydroxyfentanyl	DBMET02570	Hydroxynorfentanyl		DB00813	O=C(CCO)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	O=C(CCO)N(c1ccccc1)C1CCNCC1	DrugBank	0.6086956521739131	train	O=C(CCO)N(c1ccccc1)C1CCNCC1
	Phloretin		Phloretin, 4p-OH-glucuronide	UGT1A9	Phloretin	O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O	O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1O	MetXBioDB	0.5208333333333334	train	O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1O
DB03947	D-Xylulose	DBMET02033	D-Xylulose-5-phosphate		DB09419	O=C(CO)C(O)C(O)CO	O=C(CO)C(O)C(O)COP(=O)(O)O	DrugBank	0.5	train	O=C(CO)C(O)C(O)COP(=O)(O)O
DBMET03161	Chloramphenicol Alcohol	DBMET03162	Chloramphenicol Oxamic Acid		DB07565	O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	DrugBank	0.7317073170731707	train	O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
DBMET01185	UK-51,060	DBMET01186	UK-215,364		DB00582	O=C(Cn1cncn1)c1ccc(F)cc1F	OC(Cn1cncn1)c1ccc(F)cc1F	DrugBank	0.5217391304347826	train	OC(Cn1cncn1)c1ccc(F)cc1F
DB00446	Chloramphenicol	DBMET03162	Chloramphenicol Oxamic Acid		DB07565	O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	DrugBank	0.7142857142857143	train	O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
	(R)-(+)-Rebamipide		6-Hydroxyrebamipide	CYP3A4	(R)-(+)-Rebamipide	O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1	O=C(NC(Cc1cc(O)nc2ccc(O)cc12)C(=O)O)c1ccc(Cl)cc1	MetXBioDB	0.8367346938775511	train	O=C(NC(Cc1cc(O)nc2ccc(O)cc12)C(=O)O)c1ccc(Cl)cc1
	Flecainide		2-hydroxy-N-[(piperidin-2-yl)methyl]-5-(2,2,2-trifluoroethoxy)benzamide	CYP2D6	Flecainide	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1O	MetXBioDB	0.8113207547169812	train	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1O
DB01171	Moclobemide	DBMET02152	Moclobemide M3		DB01171	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	O=C(NCCN1CCOCC1)c1ccc(Cl)c(O)c1	DrugBank	0.7045454545454546	train	O=C(NCCN1CCOCC1)c1ccc(Cl)c(O)c1
DBMET02150	Moclobemide M5	DBMET02151	Moclobemide M6		DB01171	O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1	O=C(NCC[N+]1([O-])CCOCC1O)c1ccc(Cl)cc1	DrugBank	0.6666666666666666	train	O=C(NCC[N+]1([O-])CCOCC1O)c1ccc(Cl)cc1
DBMET00204	Methylhydroxygliclazide	DBMET01328	Carboxygliclazide		DB01120	O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccc(CO)cc1	O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccc(C(=O)O)cc1	DrugBank	0.7272727272727273	train	O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccc(C(=O)O)cc1
DBMET03102	M8 (N-desmethyl selumetinib)	DBMET03103	M11 (N-demethylated carboxylic acid selumetinib metabolite)		DB11689	O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl	O=C(O)CONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl	DrugBank	0.8225806451612904	train	O=C(O)CONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DB01656	Roflumilast	DBMET00997	Roflumilast N-oxide	Cytochrome P450 3A4, Cytochrome P450 1A2	DB01656	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	DrugBank	0.7543859649122807	train	O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
DB14845	Filgotinib	DBMET03213	GS-829845	Cocaine esterase, Liver carboxylesterase 1	DB14845	O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1	Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1	DrugBank	0.6440677966101694	train	Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1
	Tizoxanide			UGT	Tizoxanide	O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O	O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O	MetXBioDB	0.55	train	O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O
	Quinotolast		Quinotolast N-glucuronide	UGT	Quinotolast	O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O	O=C(N=c1nnn(OC2OC(C(=O)O)C(O)C(O)C2O)[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O	MetXBioDB	0.4444444444444444	train	O=C(N=c1nnn(OC2OC(C(=O)O)C(O)C(O)C2O)[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O
DBMET03075	2,3-dikeogulonic acid	DBMET00552	Oxalic acid		DB00126	O=C(O)C(=O)C(=O)C(O)C(O)CO	O=C(O)C(=O)O	DrugBank	0.238095238095238	train	O=C(O)C(=O)O
DBMET03162	Chloramphenicol Oxamic Acid	DBMET03164	Chloramphenicol Oxamyl Glycine		DB07565	O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	O=C(O)CNC(=O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	DrugBank	0.75	train	O=C(O)CNC(=O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
	(+)-2-bromo-3-(4-nitrophenyl)propanoic acid		2-(glutathion-S-yl)-3-(4-nitrophenyl)propanoic acid	GST	(+)-2-bromo-3-(4-nitrophenyl)propanoic acid	O=C(O)C(Br)Cc1ccc([N+](=O)[O-])cc1	NC(CCC(=O)NC(CSC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O)C(=O)NCC(=O)O)C(=O)O	MetXBioDB	0.3770491803278688	train	NC(CCC(=O)NC(CSC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O)C(=O)NCC(=O)O)C(=O)O
	Caffeic Acid			UGT1A9	Caffeic Acid	O=C(O)C=Cc1ccc(O)c(O)c1	O=C(O)C=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1	MetXBioDB	0.4772727272727273	train	O=C(O)C=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1
DB08860	Pitavastatin	DBMET03742	M13 pitavastatin	Cytochrome P450 2C9, Cytochrome P450 2C8	DB08860	O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1	O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2c(O)cccc2c1-c1ccc(F)cc1	DrugBank	0.8064516129032258	train	O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2c(O)cccc2c1-c1ccc(F)cc1
	(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid		(3Z)â€5â€{3â€benzenesulfonamidoâ€5â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid	CYP3A4	(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid	O=C(O)CC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	O=C(O)CC=CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1	MetXBioDB	0.7346938775510204	train	O=C(O)CC=CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1
DBMET02817	α-ketoglutarate hydrazone	DBMET02815	Phthalazinone		DB01275	O=C(O)CCC(=NNc1nncc2ccccc12)C(=O)O	O=c1[nH]ncc2ccccc12	DrugBank	0.26	train	O=c1[nH]ncc2ccccc12
DB07565	Chloramphenicol succinate	DB00446	Chloramphenicol		DB07565	O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1	O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	DrugBank	0.64	train	O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
DBMET01117	2-phthalimidoglutaric acid	DBMET01121	2-(o-carboxybenzamido)glutaric acid		DB01041	O=C(O)CCC(C(=O)O)N1C(=O)c2ccccc2C1=O	O=C(O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O	DrugBank	0.4090909090909091	train	O=C(O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O
DBMET01121	2-(o-carboxybenzamido)glutaric acid	DB02746	Phthalic Acid		DB01041	O=C(O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O	O=C(O)c1ccccc1C(=O)O	DrugBank	0.4375	train	O=C(O)c1ccccc1C(=O)O
	tetranor-(+)-s-145			CYP3A4	tetranor-(+)-s-145	O=C(O)CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	O=C(O)CCC1C2CC(CC2O)C1NS(=O)(=O)c1ccccc1	MetXBioDB	0.75	train	O=C(O)CCC1C2CC(CC2O)C1NS(=O)(=O)c1ccccc1
	domitroban			CYP3A4	domitroban	O=C(O)CCCC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	O=C(O)CCCC=CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1	MetXBioDB	0.7547169811320755	train	O=C(O)CCCC=CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1
DB00121	Biotin	DBMET03072	Biotin Holocarboxylase Metabolite		DB00121	O=C(O)CCCCC1SCC2NC(=O)NC21	NCC(=O)NC(CCCCCNOC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)NCC(=O)O	DrugBank	0.4776119402985074	train	NCC(=O)NC(CCCCCNOC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)NCC(=O)O
DB09072	Sodium oxybate	DBMET01476	Succinic Semialdehyde	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	DB09072	O=C(O)CCCO	O=CCCC(=O)O	DrugBank	0.3809523809523809	train	O=CCCC(=O)O
DB01014	Balsalazide	DBMET00725	4-aminobenzoyl-(beta)-alanine		DB01014	O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1	Nc1ccc(C(=O)NCCC(=O)O)cc1	DrugBank	0.5	train	Nc1ccc(C(=O)NCCC(=O)O)cc1
DBMET03602	Daprodustat M2 metabolite	DBMET03603	Daprodustat M13 metabolite	Cytochrome P450 2C8, Cytochrome P450 3A4	DB11682	O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)CC2)C(=O)N(C2CCC(O)CC2)C1O	O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)C(O)C2)C(=O)N(C2CCC(O)CC2)C1O	DrugBank	0.8478260869565217	train	O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)C(O)C2)C(=O)N(C2CCC(O)CC2)C1O
DBMET03605	Daprodustat M4 metabolite	DBMET03603	Daprodustat M13 metabolite	Cytochrome P450 2C8, Cytochrome P450 3A4	DB11682	O=C(O)CNC(=O)C1C(=O)N(C2CCCC(O)C2)C(=O)N(C2CCC(O)CC2)C1O	O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)C(O)C2)C(=O)N(C2CCC(O)CC2)C1O	DrugBank	0.803921568627451	train	O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)C(O)C2)C(=O)N(C2CCC(O)CC2)C1O
DBMET03604	Daprodustat M6 metabolite	DBMET03605	Daprodustat M4 metabolite	Cytochrome P450 2C8, Cytochrome P450 3A4	DB11682	O=C(O)CNC(=O)C1C(=O)N(C2CCCC(O)C2)C(=O)N(C2CCCC(O)C2)C1O	O=C(O)CNC(=O)C1C(=O)N(C2CCCC(O)C2)C(=O)N(C2CCC(O)CC2)C1O	DrugBank	0.8958333333333334	train	O=C(O)CNC(=O)C1C(=O)N(C2CCCC(O)C2)C(=O)N(C2CCC(O)CC2)C1O
DB11682	Daprodustat	DBMET03607	Daprodustat M5 metabolite	Cytochrome P450 2C8, Cytochrome P450 3A4	DB11682	O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O	O=C(O)CNC(=O)C1C(=O)N(C2CCCC(O)C2)C(=O)N(C2CCCC(O)C2)C1=O	DrugBank	0.7317073170731707	train	O=C(O)CNC(=O)C1C(=O)N(C2CCCC(O)C2)C(=O)N(C2CCCC(O)C2)C1=O
	5-OH-aceclofenac			SULT	aceclofenac	O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl	O=C(O)COC(=O)Cc1cc(OS(=O)(=O)O)ccc1Nc1c(Cl)cccc1Cl	MetXBioDB	0.7058823529411765	train	O=C(O)COC(=O)Cc1cc(OS(=O)(=O)O)ccc1Nc1c(Cl)cccc1Cl
	4p-OH-aceclofenac			SULT	4p-OH-aceclofenac	O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl	O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl	MetXBioDB	0.72	train	O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl
DB06736	Aceclofenac	DBMET01576	4'-OH-aceclofenac	Cytochrome P450 2C9	DB06736	O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl	Both	0.7906976744186046	train	O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
DB06282	Levocetirizine	DBMET02646	Levocetirizine N-dealkylated and Aromatic Hydroxylated Metabolite (M9)		DB06282	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	Oc1ccc(C(O)c2ccc(Cl)cc2)cc1	DrugBank	0.24	train	Oc1ccc(C(O)c2ccc(Cl)cc2)cc1
	ticrynafen		Thiophene-4,5-epoxide	CYP2C8; CYP2C9 (major); CYP2C18; CYP2C19	ticrynafen	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	O=C(O)COc1ccc(C(=O)C2=CC3OC3S2)c(Cl)c1Cl	MetXBioDB	0.5576923076923077	train	O=C(O)COc1ccc(C(=O)C2=CC3OC3S2)c(Cl)c1Cl.O=C(O)COc1ccc(C(=O)c2ccc(O)s2)c(Cl)c1Cl.O=C(O)COc1ccc(C(=O)c2ccc[s+]2[O-])c(Cl)c1Cl
DB13501	Bendazac	DBMET02188	5-hydroxybendazac		DB13501	O=C(O)COc1nn(Cc2ccccc2)c2ccccc12	O=C(O)COc1nn(Cc2ccccc2)c2ccc(O)cc12	DrugBank	0.75	train	O=C(O)COc1nn(Cc2ccccc2)c2ccc(O)cc12
	Indole-3-acetic-acid			UGT	Indole-3-acetic-acid	O=C(O)Cc1c[nH]c2ccccc12	O=C(Cc1c[nH]c2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O	MetXBioDB	0.5	train	O=C(Cc1c[nH]c2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O
DBMET01285	4'-Hydroxy-5-carboxylumiracoxib (M5)	DBMET01287	Lumiracoxib metabolite M8		DB01283	O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl	O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl	DrugBank	0.4067796610169492	train	O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl
DBMET01275	5-Carboxylumiracoxib (M11)	DBMET01285	4'-Hydroxy-5-carboxylumiracoxib (M5)		DB01283	O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl	O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl	DrugBank	0.717391304347826	train	O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl
DBMET01284	Lumiracoxib metabolite M9	DBMET01285	4'-Hydroxy-5-carboxylumiracoxib (M5)		DB01283	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl	O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl	DrugBank	0.723404255319149	train	O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl
DBMET01274	Lumiracoxib metabolite M21	DBMET01284	Lumiracoxib metabolite M9		DB01283	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl	DrugBank	0.723404255319149	train	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl
	4p,5-diOH-diclofenac			SULT	4p,5-diOH-diclofenac	O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl	O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl	MetXBioDB	0.6904761904761905	train	O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl
DBMET02613	5-hydroxy diclofenac	DBMET02616	5-hydroxy-6-glutathione conjugated diclofenac		DB00586	O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl	NC(CCC(=O)NC(CSc1c(O)ccc(Nc2c(Cl)cccc2Cl)c1CC(=O)O)C(=O)NCC(=O)O)C(=O)O	DrugBank	0.391304347826087	train	NC(CCC(=O)NC(CSc1c(O)ccc(Nc2c(Cl)cccc2Cl)c1CC(=O)O)C(=O)NCC(=O)O)C(=O)O
DBMET01305	Pioglitazone metabolite M-V	DBMET01304	Pioglitazone metabolite M-VI		DB01132	O=C(O)Cc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1	O=C1NC(=O)C(Cc2ccc(OCCc3ccc(C(=O)O)cn3)cc2)S1	DrugBank	0.7692307692307693	train	O=C1NC(=O)C(Cc2ccc(OCCc3ccc(C(=O)O)cn3)cc2)S1
	3,4-dihydroxyphenylacetic acid		Protocatehuic acid	Unspecified gut bacterial enzyme	3,4-dihydroxyphenylacetic acid	O=C(O)Cc1ccc(O)c(O)c1	O=C(O)c1ccc(O)c(O)c1	MetXBioDB	0.4642857142857143	train	O=C(O)c1ccc(O)c(O)c1
	4-hydroxyphenylacetic acid		2-Phenylacetic acid	Unspecified bacterial dehydroxylase	3,4-dihydroxyphenylacetic acid	O=C(O)Cc1ccc(O)cc1	O=C(O)Cc1ccccc1	MetXBioDB	0.6363636363636364	train	O=C(O)Cc1ccccc1
DBMET02523	6-hydroxy-naphthylacetic acid	DBMET02525	6-hydroxy-naphthylacetic acid glucuronide		DB00461	O=C(O)Cc1ccc2cc(O)ccc2c1	O=C(Cc1ccc2cc(O)ccc2c1)OC1OC(C(=O)O)C(O)C(O)C1O	DrugBank	0.4782608695652174	train	O=C(Cc1ccc2cc(O)ccc2c1)OC1OC(C(=O)O)C(O)C(O)C1O
	3-hydroxyphenylacetic acid		2-Phenylacetic acid	Unspecified bacterial dehydroxylase	3,4-dihydroxyphenylacetic acid	O=C(O)Cc1cccc(O)c1	O=C(O)Cc1ccccc1	MetXBioDB	0.6	train	O=C(O)Cc1ccccc1
DBMET02619	diclofenac 2',3'-oxide	DBMET02621			DB00586	O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl	NC(CCC(=O)NC(CSC1C(Nc2ccccc2CC(=O)O)=C(Cl)C=CC1O)C(=O)NCC(=O)O)C(=O)O	DrugBank	0.3461538461538461	train	NC(CCC(=O)NC(CSC1C(Nc2ccccc2CC(=O)O)=C(Cl)C=CC1O)C(=O)NCC(=O)O)C(=O)O
DBMET02608	3',4'-hydroxy diclofenac	DBMET02609	3'-hydroxy-4'-methoxy diclofenac	Catechol O-methyltransferase	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)c(O)c1Cl	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	DrugBank	0.625	train	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
	4p-OH-diclofenac			SULT	4p-OH-diclofenac	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl	O=C(O)Cc1ccccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl	MetXBioDB	0.6511627906976745	train	O=C(O)Cc1ccccc1Nc1c(Cl)cc(OS(=O)(=O)O)cc1Cl
DBMET00146	3'-Hydroxydiclofenac	DBMET02608	3',4'-hydroxy diclofenac	Cytochrome P450 2C9	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)c(O)c1Cl	DrugBank	0.7073170731707317	train	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)c(O)c1Cl
DB00586	Diclofenac	DBMET00144	4'-Hydroxydiclofenac	Cytochrome P450 2C9	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl	Both	0.7428571428571429	train	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
DBMET02622	Diclofenac radical	DBMET02623	2'-(glutathion-S-yl)-deschloro-diclofenac	Glutathione S-transferase P	DB00586	O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl	NC(CCC(=O)NC(CSc1cccc(Cl)c1Nc1ccccc1CC(=O)O)C(=O)NCC(=O)O)C(=O)O	DrugBank	0.2753623188405797	train	NC(CCC(=O)NC(CSc1cccc(Cl)c1Nc1ccccc1CC(=O)O)C(=O)NCC(=O)O)C(=O)O
DBMET02432	Sitagliptin Unnamed Metabolite	DBMET02433	Sitagliptin M4 Metabolite		DB01261	O=C(O)NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	O=C(NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F)OC1OC(C(=O)O)C(O)C(O)C1O	DrugBank	0.6756756756756757	train	O=C(NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F)OC1OC(C(=O)O)C(O)C(O)C1O
	3-Indole carboxylic acid			UGT	3-Indole carboxylic acid	O=C(O)c1c[nH]c2ccccc12	O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12	MetXBioDB	0.4883720930232558	train	O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12
DBMET03563	M-I	DBMET03565	M-II		DB11739	O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1	O=C(O)c1c[nH]c(-c2ccccc2F)c1	DrugBank	0.3962264150943396	train	O=C(O)c1c[nH]c(-c2ccccc2F)c1
DB01250	Olsalazine	DBMET00971	Olsalazine-O-sulfate		DB01250	O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O	O=C(O)c1cc(N=Nc2ccc(OS(=O)(=O)O)c(C(=O)O)c2)ccc1O	DrugBank	0.6764705882352942	train	O=C(O)c1cc(N=Nc2ccc(OS(=O)(=O)O)c(C(=O)O)c2)ccc1O
