reactants	products	set	tanimoto
CCC(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	train	0.4893617021276595
NCc1[nH]cc(CCC(=O)O)c1CC(=O)O	Cc1[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]cc(CCC(=O)O)c4CC(=O)O)c(CCC(=O)O)c3CC(=O)O)c(CCC(=O)O)c2CC(=O)O)c(CCC(=O)O)c1CC(=O)O	train	0.5681818181818182
CCc1c2c(nc3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	train	0.6623376623376623
CC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O	CC(=O)OCC(COP(=O)(O)O)OC(C)=O	train	0.5609756097560976
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	O=P(O)(O)OCC1OC(O)(CO)C(O)C1O	train	0.4615384615384615
NCCCCNCCCN	NCCCN	train	0.4
O=P(O)(O)OCC1OC(O)CC1O	O=CC(O)COP(=O)(O)O	train	0.2631578947368421
NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O	CN1CC(O)c2c1cc(O)c(O)c2SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	train	0.3150684931506849
CCCCCCCCCCCC(=O)SC	CCCCCCCCCCCC(=O)CC(=O)SC	train	0.68
CC(C)C(N)C(=O)O	CC(C)C(=O)C(=O)O	train	0.3333333333333333
N=C(N)NCCCC(N)C(=O)O	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CCCNC(=N)N)C2O)C1O	train	0.25
O=C(O)CC(O)C(=O)O	O=C(O)CC(=O)C(=O)O	train	0.2727272727272727
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.8297872340425532
O=C1C(=O)c2cccc3cccc1c23	O=C(O)c1cccc2cccc(C(=O)O)c12	train	0.3846153846153846
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O	O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O	train	0.8888888888888888
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O	O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O	train	0.8421052631578947
NCCCC(=O)O	N=C(N)NCCCC(=O)O	train	0.44
O=C(O)C=C(CC(=O)C(=O)O)C(=O)O	O=C(O)C=C(C=C(O)C(=O)O)C(=O)O	train	0.3333333333333333
CC(=O)SC(CCS)CCCCC(N)=O	NC(=O)CCCCC(S)CCS	train	0.5294117647058824
NCCOP(=O)(O)O	CCCCCCCCCCCCCC=CC(O)C(N)COP(=O)(O)O	train	0.2619047619047619
CSCC(N)C(=O)O	CSCC(NC(C)=O)C(=O)O	train	0.4444444444444444
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C(O2)OC2OC21	train	0.6666666666666666
CCCCCCCCCCCCCCCC(O)C(N)CO	CCCCCCCCCCCCCCCC(O)C(CO)NC(C)=O	train	0.4857142857142857
CC(=O)NC(CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	train	0.4137931034482758
CCC=CCC=CCC=CCC1C2CC(OO2)C1C=CC(CCC(=O)O)OO	CCC=CCC=CCC=CCC1C(=O)CC(O)C1C=CC(O)CCC(=O)O	train	0.46875
CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O	train	0.75
COC1OC(COS(=O)(=O)O)C(OC)C(O)C1NC(C)=O	COC1OC(CO)C(OC)C(O)C1NC(C)=O	train	0.6818181818181818
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	train	0.9583333333333334
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	[H]N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1	train	0.5882352941176471
CNC(=O)C(CCCCN)NC(C)=O	CNC(=O)C(CCC(O)CN)NC(C)=O	train	0.6285714285714286
CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O	train	0.951219512195122
O=CCc1c[nH]cn1	NCCc1c[nH]cn1	train	0.4827586206896552
NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1	train	0.6
C=C(C)CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	train	0.4358974358974359
[H]NC(=O)Cc1ccccc1	O=C(O)Cc1ccccc1	train	0.6363636363636364
O=c1nc(O)ccn1C1OC(COP(=O)(O)O)C(O)C1O	O=c1nc(O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.8297872340425532
NC(Cc1c[nH]c2ccccc12)C(=O)O	CNC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.6341463414634146
COc1cc(C(O)C=O)ccc1O	CNCC(O)c1ccc(O)c(OC)c1	train	0.5384615384615384
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1	OCC1OC(n2cnc3c(O)ncnc32)CC1O	train	0.7555555555555555
O=NN(CO)CCCC(O)c1cccnc1	ON=NCCCC(O)c1cccnc1	train	0.5681818181818182
NC(CCO)C(=O)O	CCC(=O)C(=O)O	train	0.2
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1OP(=O)(O)O	train	0.8333333333333334
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(N)=O)C1O	train	0.68
CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.203125
O=C([O-])c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1	O=C([O-])c1ccc[n+](C2OC(CO)C(O)C2O)c1	train	0.6808510638297872
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	train	0.7647058823529411
CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O	train	0.951219512195122
COP(=O)(O)OCC(O)CO	O=P(O)(O)OCC(O)CO	train	0.6296296296296297
CC(CO)C(=O)O	CC(C=O)C(=O)O	train	0.3636363636363636
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CS)C2O)C1O	train	0.8055555555555556
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O	train	0.6551724137931034
CCC=CCC(O)C=CC=CC=CC=CC1OC1CC=CCCC(=O)O	CCC=CCC(O)C(O)C=CC=CC=CC=CC(O)CC=CCCC(=O)O	train	0.6
Oc1ccc2c(c1)CCC1C2CCC2CCCC21	O=S(=O)(O)Oc1ccc2c(c1)CCC1C2CCC2CCCC21	train	0.6304347826086957
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.9574468085106383
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1	train	0.7761194029850746
O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1	train	0.7936507936507936
O=C(O)C=Cc1c[nH]cn1	NC(Cc1c[nH]cn1)C(=O)O	train	0.358974358974359
O=P(O)(O)OCC(O)CO	Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCC(O)CO)C(O)C2O)c(=O)n1	train	0.2982456140350877
NCCCCC(N)C(=O)O	[H]NC(=O)NCCCC(N)C(=O)O	train	0.5172413793103449
NCCCC(=O)O	O=CCCC(=O)O	train	0.3636363636363636
NC(CS)C(=O)NCC(=O)O	NCC(=O)O	train	0.2692307692307692
O=C(O)C=C(CC(=O)O)C(=O)O	O=C(O)CCC(=O)O	train	0.2857142857142857
[H]N=c1nc(O)c(N=CO)c(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)[nH]1	[H]N=c1nc(O)c(N)c(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)[nH]1	train	0.7384615384615385
O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	train	0.9583333333333334
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	O=C(O)c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O	train	0.6111111111111112
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C	Nc1ncnc2c1ncn2CCOCP(=O)(O)O	train	0.6481481481481481
O=C1OC(COP(=O)(O)O)C(O)C(O)C1O	O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	train	0.5714285714285714
CC(=CCc1c(C)c(O)c2ccccc2c1O)CCCC(C)CCCC(C)CCCC(C)C	CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C	train	0.5660377358490566
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	train	0.6842105263157895
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.6031746031746031
N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccc(O)cc1	OCC1OC(O)C(O)C(O)C1O	train	0.3333333333333333
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(C)C2O)C(O)C1O	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.35
CC(=O)OCC(O)COP(=O)(O)O	CC(=O)OCC(COP(=O)(O)O)OC(C)=O	train	0.625
CCCCCC(O)C(O)CC=CCCCCCCCC(=O)O	CCCCCC(O)C(CC=CCCCCCCCC(=O)O)OC1OC(C(=O)O)C(O)C(O)C1O	train	0.6037735849056604
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O	CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O	train	0.5636363636363636
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O	train	0.8421052631578947
CCCCCCCCC=CCCCCCCCC(=O)SC	CCCCCCCCC=CCCCCCCCC(=O)O	train	0.6551724137931034
CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2=O	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O	train	0.5555555555555556
COc1ccc(C2COc3cc(O)cc(C)c3C2O)cc1	COc1ccc(C2COc3cc(O)cc(C)c3C2)cc1	train	0.58
CCCCCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O	CCCCCC=CCC=CC=CC=CC(SCC(N)C(=O)NCC(=O)O)C(O)CCCC(=O)O	train	0.7761194029850746
O=P(O)(O)OC1OC(CO)C(O)C1O	O=P(O)(O)OCC1OC(O)C(O)C1O	train	0.4571428571428571
O=CC(O)c1ccc(O)c(O)c1	O=C(O)C(O)c1ccc(O)c(O)c1	train	0.5333333333333333
NC(C(=O)O)=C(C=CC=O)C(=O)O	NC(=CC=CC=O)C(=O)O	train	0.4444444444444444
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)NC(C)=O	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O	train	0.8813559322033898
CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O	CCCCCC(O)C(O)CC=CCC=CCC=CCCCC(=O)O	train	0.5319148936170213
OC1CC2CCCC2C2CCC3CCCCC3C12	O=C1CC2CCCC2C2CCC3CCCCC3C12	train	0.3783783783783784
CC12CCC(O)CC1=CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	CC12CCC(O)CC1=CCC1C2CCC2(C)C1CCC2(O)C(=O)CO	train	0.7547169811320755
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.6666666666666666
[H]N=C(N)NCCCC(N)C(=O)O	[H]NC(=O)NCCCC(N)C(=O)O	train	0.75
NC1OC(CO)C2OP(=O)(O)OC12	NC1OC(CO)C(OP(=O)(O)O)C1O	train	0.3414634146341463
[H]N=C(N)NCCCC(N)C(=O)O	[H]NC(=O)CC(N)C(=O)O	train	0.4
CNC(=O)C(NC(C)=O)C(C)OC1OC(CO)C(O)C(O)C1NC(C)=O	CC(=O)NC1C(O)OC(CO)C(O)C1O	train	0.5
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	CCCCCC=CCC=CC=CC=CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O	train	0.4492753623188406
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1	C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O	train	0.65625
CCC(C)C(NC(=O)C(N)CCC(=O)O)C(=O)NC(CCCCN)C(=O)O	NCCCCC(N)C(=O)O	train	0.3695652173913043
CCCCCCCCCCCCCC=CC(O)C(N)CO	CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O	train	0.55
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O	CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O	train	0.6122448979591837
CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	train	0.7454545454545455
CC(=O)CCC=CO	CC(=O)O	train	0.25
O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1	O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	train	0.8363636363636363
Oc1ccc2c(c1)CCC1C2CCC2CCCC21	O=C(O)C1OC(Oc2ccc3c(c2)CCC2C3CCC3CCCC32)C(O)C(O)C1O	train	0.5
CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O	CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	train	0.7666666666666667
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2ccccc2)C1O	train	0.5964912280701754
CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1	train	0.6521739130434783
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OS(=O)(=O)O)C2O)C(O)C1O)NC(C)=O	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)NC(C)=O	train	0.8260869565217391
CNC(=O)C(CS)NC(C)=O	CNC(=O)C(CSC)NC(C)=O	train	0.6206896551724138
NC(CCC(O)=NC(CSCO)C(=O)NCC(=O)O)C(=O)O	NC(CCC(O)=NC(CSC=O)C(=O)NCC(=O)O)C(=O)O	train	0.723404255319149
O=c1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)[nH]1	O=c1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)[nH]1	train	0.5178571428571429
CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O	CCCCCCCCCCCCCC=CC(O)C(COCC[N+](C)(C)C)NC(C)=O	train	0.625
O=CCc1c[nH]cn1	O=C(O)Cc1c[nH]cn1	train	0.5172413793103449
OC1CC2C(CCC3CCCC32)c2ccccc21	O=C(O)C1OC(OC2CC3C(CCC4CCCC43)c3ccccc32)C(O)C(O)C1O	train	0.5094339622641509
NCC(=O)CCC(=O)O	NCc1[nH]cc(CCC(=O)O)c1CC(=O)O	train	0.2777777777777778
CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(=O)CCC4(C)C3CCC21C	CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C	train	0.7090909090909091
Nc1nc2c(c(=O)[nH]1)NC1C(N2)OC2COP(=O)(O)OC2C1(O)O	Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.2183908045977011
CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	train	0.6290322580645161
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	train	0.8064516129032258
CC(=CCC12OC1(C)C(=O)c1ccccc1C2=O)CCCC(C)CCCC(C)CCCC(C)C	CC(=CCc1c(C)c(O)c2ccccc2c1O)CCCC(C)CCCC(C)CCCC(C)C	train	0.45
O=C(O)CCC(=O)C(=O)O	O=C(O)CCC(O)C(=O)O	train	0.3478260869565217
CCCCCCCCCCCCCC(O)CC(=O)SC	CCCCCCCCCCCCCC(=O)CC(=O)SC	train	0.4545454545454545
CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)O)C(=O)O	train	0.4102564102564102
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	train	0.7441860465116279
ONc1ccccc1	O=Nc1ccccc1	train	0.2727272727272727
CNC(=O)C(CCCCN)NC(C)=O	CNCCCCC(NC(C)=O)C(=O)NC	train	0.696969696969697
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C2CCCN2)C1O	O=C(O)C1CCCN1	train	0.2777777777777778
CC1CC(O)C(COP(=O)(O)OC2CC(C)OC2COP(=O)(O)OC2CC(C)OC2CO)O1	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	train	0.375
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O	train	0.375
NC(Cc1ccc(O)cc1)C(=O)O	[H]NC(=O)CC(N)C(=O)O	train	0.3666666666666666
Cn1cnc(CC=O)c1	Cn1cnc(CC(=O)O)c1	train	0.53125
NC(Cc1ccc(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	NC(Cc1ccc(Oc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(I)c2)c(I)c1)C(=O)O	train	0.6101694915254238
CC(C)CC(N)C(=O)O	CC(C)CC(=O)C(=O)O	train	0.36
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	train	0.8301886792452831
CSCCC(N)C(=O)O	NC(CS)C(=O)O	train	0.4230769230769231
Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2	Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)CN2	train	0.9375
NC(=O)NCCCC(N)C(=O)O	NC(=NO)NCCCC(N)C(=O)O	train	0.6774193548387096
CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O	CCCCCC1OC1CC=CCC=CCCCCC(=O)O	train	0.9230769230769232
CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1	CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2(O)N1	train	0.3888888888888889
NC(C(=O)O)=C(C=CC=O)C(=O)O	NC(=CC=CC=O)C(=O)O	train	0.4444444444444444
Nc1nc2c(c(=O)[nH]1)NC1C(N2)OC2COP(=O)(O)OC2C1(O)O	Nc1nc(=O)c2c([nH]1)NC1OC(COP(=O)(O)O)C(S)=C(S)C1N2	train	0.2345679012345679
COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cccc(O)c1O	train	0.725
CC(CO)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	train	0.6461538461538462
c1ncc2c(n1)=NCCN=2	c1ncc2c(n1)NCCN2	train	0.3125
O=c1[nH]c(=S)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1	O=P(O)(O)OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O	train	0.5932203389830508
CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O	CCCCCC=CCC(O)CCC=CCC=CCCCC(=O)O	train	0.6744186046511628
NC(CCC(=O)NCCS(=O)(=O)O)C(=O)O	NCCS(=O)(=O)O	train	0.2941176470588235
CCCCCCCCCCCCCC(=O)CC(=O)SC	CSC(=O)CC(=O)O	train	0.4444444444444444
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.8035714285714286
NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O	NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)O	train	0.7441860465116279
CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	train	0.5862068965517241
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O	train	0.676056338028169
C=C(C)C1CC=C(C=O)CC1	C=C(C)C1CC=C(C(=O)O)CC1	train	0.5555555555555556
CC=COCC(CO)OC(C)=O	CC=COCC(COP(=O)(O)OCCN)OC(C)=O	train	0.5348837209302325
O=C(O)C=C(C=C(O)C(=O)O)C(=O)O	O=C(O)C=C(CC(=O)C(=O)O)C(=O)O	train	0.3333333333333333
CC(=O)CCC(NC(=O)c1ccc(N2CC3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)O	CC(=O)CCC(NC(=O)c1ccc(N2C=[N+]3c4c(nc(N)[nH]c4=O)NCC3C2)cc1)C(=O)[O-]	train	0.5357142857142857
O=C(O)CC(O)(CC(=O)O)C(=O)O	O=C(O)CC(C(=O)O)C(O)C(=O)O	train	0.32
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.7288135593220338
O=C(O)C1OC(O)C(O)C(O)C1O	COC1OC(C(=O)O)C(O)C(O)C1O	train	0.5357142857142857
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	O=P(O)(O)OC1OC(CO)C(O)C(O)C1O	train	0.4722222222222222
