parent_name	child_name	reactants	products	origin	source	set	possible_products
Hydroxyterbinafine	Carboxyterbinafine	c1ccc(CN(C)CC=CC#CC(C)(C)CO)c2c1cccc2	c1ccc(CN(C)CC=CC#CC(C)(C)C(O)=O)c2c1cccc2	DB00857	DrugBank	train	c1ccc(CN(C)CC=CC#CC(C)(C)C(O)=O)c2c1cccc2
nnal		C(N(C)N=O)CC(O)C(=O)c1cccnc1	C(N(C)N=O)CC(O)C(=O)c1cccn(O)c1	nnal	MetXBioDB	train	C(N(C)N=O)CC(O)C(=O)c1cccn(O)c1
NNK		c1(C(CCCN(C)N=O)=O)cccnc1	c1(C(CCCN(CO)N=O)=O)cccnc1	NNK	MetXBioDB	train	c1(C(CCCN(CO)N=O)=O)cccnc1
4-(methylnitrosamino)-1-(3- pyridyl)-1-butanol		c1(C(CCCN(C)N=O)O)cccnc1	c1(C(CCCN(C)N=O)O)cccn(C2OC(C(=O)O)C(O)C(O)C2O)c1	4-(methylnitrosamino)-1-(3- pyridyl)-1-butanol	MetXBioDB	train	c1(C(CCCN(C)N=O)O)cccn(C2OC(C(=O)O)C(O)C(O)C2O)c1
Revefenacin	THRX-195518	c1c(NC(OC2CCN(CCN(C)C(=O)c3ccc(CN4CCC(C(=O)N)CC4)cc3)CC2)=O)c(-c2ccccc2)ccc1	c1c(NC(OC2CCN(CCN(C)C(=O)c3ccc(CN4CCC(C(=O)O)CC4)cc3)CC2)=O)c(-c2ccccc2)ccc1	DB11855	DrugBank	train	c1c(NC(OC2CCN(CCN(C)C(=O)c3ccc(CN4CCC(C(=O)O)CC4)cc3)CC2)=O)c(-c2ccccc2)ccc1
para-Hydroxyrosiglitazone	N-Desmethyl-para-hydroxy rosiglitazone	c1c(OCCN(c2ccc(O)cn2)C)ccc(CC2SC(=O)N=C2O)c1	c1c(OCCNc2ccc(O)cn2)ccc(CC2SC(=O)NC2=O)c1	DB00412	DrugBank	train	c1c(OCCNc2ccc(O)cn2)ccc(CC2SC(=O)NC2=O)c1
rosiglitazone	para-hydroxyrosiglitazone 	c1c(CC2SC(=O)N=C2O)ccc(OCCN(C)c2ccccn2)c1	c1c(CC2SC(=O)N=C2O)ccc(OCCN(C)c2ccc(O)cn2)c1	rosiglitazone	MetXBioDB	train	c1c(CC2SC(=O)N=C2O)ccc(OCCN(C)c2ccc(O)cn2)c1
ortho-Hydroxyrosiglitazone	N-Desmethyl-ortho-hydroxy rosiglitazone	Oc1c(N(CCOc2ccc(CC3SC(=O)N=C3O)cc2)C)nccc1	Oc1c(NCCOc2ccc(CC3SC(=O)NC3=O)cc2)nccc1	DB00412	DrugBank	train	Oc1c(NCCOc2ccc(CC3SC(=O)NC3=O)cc2)nccc1
Rosiglitazone	Phenoxyacetic acid derivative of rosiglitazone	N1C(=O)SC(Cc2ccc(OCCN(C)c3ccccn3)cc2)C1=O	N1C(=O)SC(Cc2ccc(OCC(=O)O)cc2)C1=O	DB00412	DrugBank	train	N1C(=O)SC(Cc2ccc(OCC(=O)O)cc2)C1=O
Methotrexate	7-hydroxymethotrexate	CN(Cc1cnc2c(n1)c(N)nc(=N)n2)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	CN(Cc1c(=O)nc2nc(=N)nc(N)c-2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	DB00563	DrugBank	train	CN(Cc1c(=O)nc2nc(=N)nc(N)c-2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
n-nitroso-n-methylaniline (NMPhA)		c1cc(N(C)N=O)ccc1	c1cc(N(CO)N=O)ccc1	n-nitroso-n-methylaniline (NMPhA)	MetXBioDB	train	c1cc(N(CO)N=O)ccc1
tenoxicam	5'-Hydroxytenoxicam	c12c(ccs1)S(=O)(=O)N(C)C(=C(O)Nc1ccccn1)C2=O	c12c(ccs1)S(=O)(=O)N(C)C(=C(O)Nc1ccc(O)cn1)C2=O	tenoxicam	MetXBioDB	train	c12c(ccs1)S(=O)(=O)N(C)C(=C(O)Nc1ccc(O)cn1)C2=O
Temazepam	Oxazepam glucuronide	c1(Cl)cc2c(cc1)N(C)C(=O)C(O)N=C2c1ccccc1	c1(Cl)cc2c(cc1)N=C(O)C(OC1OC(C(=O)O)C(O)C(O)C1O)N=C2c1ccccc1	DB00829	DrugBank	train	c1(Cl)cc2c(cc1)N=C(O)C(OC1OC(C(=O)O)C(O)C(O)C1O)N=C2c1ccccc1
Lormetazepam	Lormetazepam glucuronide	c1cc(C2=NC(O)C(=O)N(C)c3c2cc(Cl)cc3)c(Cl)cc1	c1cc(C2=NC(OC3OC(C(=O)O)C(O)C(O)C3O)C(=O)N(C)c3c2cc(Cl)cc3)c(Cl)cc1	DB13872	DrugBank	train	c1cc(C2=NC(OC3OC(C(=O)O)C(O)C(O)C3O)C(=O)N(C)c3c2cc(Cl)cc3)c(Cl)cc1
4'-hydroxyclobazam	4'-hydroxy-N-desmethylclobazam	c12c(cc(Cl)cc1)N(c1ccc(O)cc1)C(=O)CC(=O)N2C	c12c(cc(Cl)cc1)N(c1ccc(O)cc1)C(=O)CC(=O)N2	DB00349	DrugBank	train	c12c(cc(Cl)cc1)N(c1ccc(O)cc1)C(=O)CC(=O)N2
Clobazam	N-desmethylclobazam	c1(N2C(=O)CC(=O)N(C)c3c2cc(Cl)cc3)ccccc1	c1(N2C(=O)CC(=O)Nc3c2cc(Cl)cc3)ccccc1	DB00349	DrugBank	train	c1(N2C(=O)CC(=O)Nc3c2cc(Cl)cc3)ccccc1
Cotinine	Cotinine N-oxide	n1cccc(C2N(C)C(=O)CC2)c1	n1(O)cccc(C2N(C)C(=O)CC2)c1	DB00184	DrugBank	train	n1(O)cccc(C2N(C)C(=O)CC2)c1
Cotinine	Cotinine glucuronide	C1(c2cccnc2)N(C)C(=O)CC1	C1(c2cccn(C3OC(C(=O)O)C(O)C(O)C3O)c2)N(C)C(=O)CC1	DB00184	DrugBank	train	C1(c2cccn(C3OC(C(=O)O)C(O)C(O)C3O)c2)N(C)C(=O)CC1
Diazepam	Nordazepam	c1c(C2=NCC(=O)N(C)c3c2cc(Cl)cc3)cccc1	c1c(C2=NCC(=O)Nc3c2cc(Cl)cc3)cccc1	DB00829	DrugBank	train	c1c(C2=NCC(=O)Nc3c2cc(Cl)cc3)cccc1
flunitrazepam	desmethylflunitrazepam	c1c(C2=NCC(=O)N(C)c3ccc(N(=O)O)cc32)c(F)ccc1	c1c(C2=NCC(O)=Nc3ccc(N(=O)O)cc32)c(F)ccc1	flunitrazepam	MetXBioDB	train	c1c(C2=NCC(O)=Nc3ccc(N(=O)O)cc32)c(F)ccc1
Epoxy-hexobarbital	Hexobarbital dihydrodiol derivative	O=C1N(C)C(=O)C(C)(C23CCCCC2O3)C(O)=N1	O=C1N(C)C(=O)C(C)(C2(O)CCCCC2O)C(=O)N1	DB01355	DrugBank	train	O=C1N(C)C(=O)C(C)(C2(O)CCCCC2O)C(=O)N1
3p-Oxohexobarbital		C1(O)=NC(=O)N(C)C(=O)C1(C)C1=CC(=O)CCC1	C1(O)=NC(=O)N(C)C(=O)C1(C)C1(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C1	3p-Oxohexobarbital	MetXBioDB	train	C1(O)=NC(=O)N(C)C(=O)C1(C)C1(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C1
3'-Hydroxyhexobarbital	3'-Oxohexobarbital	C1=C(C2(C)C(=O)N(C)C(=O)N=C2O)CCCC1O	C1=C(C2(C)C(=O)N(C)C(=O)NC2=O)CCCC1=O	DB01355	DrugBank	train	C1=C(C2(C)C(=O)N(C)C(=O)NC2=O)CCCC1=O
(s)-hexobarbital	3'-OH-(S)-hexobarbital	C1C=C(C2(C)C(O)=NC(=O)N(C)C2=O)CCC1	C1(O)C=C(C2(C)C(O)=NC(=O)N(C)C2=O)CCC1	(s)-hexobarbital	MetXBioDB	train	C1(O)C=C(C2(C)C(O)=NC(=O)N(C)C2=O)CCC1
3'-Oxohexobarbital	Hexobarbital glutathione conjugate derivative	C1=C(C2(C)C(=O)NC(=O)N(C)C2=O)CCCC1=O	C1C(C2(C)C(=O)NC(=O)N(C)C2=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC1=O	DB01355	DrugBank	train	C1C(C2(C)C(=O)NC(=O)N(C)C2=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC1=O
Hexobarbital	3'-OH-(S)-hexobarbital	O=C1NC(=O)N(C)C(=O)C1(C)C1=CCCCC1	O=C1NC(=O)N(C)C(=O)C1(C)C1=CC(O)CCC1	DB01355	DrugBank	train	O=C1NC(=O)N(C)C(=O)C1(C)C1=CC(O)CCC1
Trimethadione	dimethadione	C1(=O)OC(C)(C)C(=O)N1C	C1(=O)OC(C)(C)C(O)=N1	DB00347	Both	train	C1(=O)OC(C)(C)C(O)=N1
Lornoxicam	5'-Hydroxylornoxicam	CN1C(C(=O)Nc2ccccn2)=C(O)c2c(cc(Cl)s2)S1(=O)=O	CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2c(cc(Cl)s2)S1(=O)=O	DB06725	DrugBank	train	CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2c(cc(Cl)s2)S1(=O)=O
Tenoxicam	5'-Hydroxytenoxicam	s1ccc2c1C(O)=C(C(=O)Nc1ccccn1)N(C)S2(=O)=O	s1ccc2c1C(=O)C(=C(O)Nc1ccc(O)cn1)N(C)S2(=O)=O	DB00469	DrugBank	train	s1ccc2c1C(=O)C(=C(O)Nc1ccc(O)cn1)N(C)S2(=O)=O
5'-hydroxymethyl meloxicam	5'-carboxy meloxicam	O=C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)Nc1ncc(CO)s1	O=C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)Nc1ncc(C(O)=O)s1	DB00814	DrugBank	train	O=C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)Nc1ncc(C(O)=O)s1
Methimazole Epoxide Metabolite	Methimazole Dihydrodiol Metabolite	O1C2N=C(S)N(C)C21	OC1N(C)C(S)=NC1O	DB00763	DrugBank	train	OC1N(C)C(S)=NC1O
zatosetron		c1(C(=O)NC2CC3CCC(C2)N3C)c2c(cc(Cl)c1)CC(C)(C)O2	c1(C(=O)NC2CC3CCC(C2)N3)c2c(cc(Cl)c1)CC(C)(C)O2	zatosetron	MetXBioDB	train	c1(C(=O)NC2CC3CCC(C2)N3)c2c(cc(Cl)c1)CC(C)(C)O2
Hyoscyamine	Tropine	C12N(C)C(CC1)CC(OC(=O)C(CO)c1ccccc1)C2	C12N(C)C(CC1)CC(O)C2	DB00424	DrugBank	train	C12N(C)C(CC1)CC(O)C2
tropisetron		N1(C)C2CCC1CC(OC(=O)c1cnc3c1cccc3)C2	N1(C)C2CCC1CC(OC(=O)c1cnc3c1cc(O)cc3)C2	tropisetron	MetXBioDB	train	N1(C)C2CCC1CC(OC(=O)c1cnc3c1cc(O)cc3)C2
Benzatropine	4'-hydroxybenztropine	c1cccc(C(OC2CC3N(C)C(CC3)C2)c2ccccc2)c1	c1cccc(C(OC2(O)CC3N(C)C(CC3)C2)c2ccccc2)c1	DB00245	DrugBank	train	c1cccc(C(OC2(O)CC3N(C)C(CC3)C2)c2ccccc2)c1
granisetron	7-Hydroxygranisetron	C1CC2N(C)C(C1)CC(NC(=O)c1nn(C)c3c1cccc3)C2	C1CC2N(C)C(C1)CC(NC(=O)c1nn(C)c3c1c(O)ccc3)C2	granisetron	MetXBioDB	train	C1CC2N(C)C(C1)CC(NC(=O)c1nn(C)c3c1c(O)ccc3)C2
morphine	Normorphine	C1=CC(O)C2Oc3c(O)ccc4c3C23CN(C)CC(C4)C31	C1=CC(O)C2Oc3c(O)ccc4c3C23CNCC(C4)C31	codeine	MetXBioDB	train	C1=CC(O)C2Oc3c(O)ccc4c3C23CNCC(C4)C31
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	1-methyl-4-phenylpyridin-1-ium	c1c(C2=CCN(C)CC2)cccc1	c1c(-c2ccn(C)cc2)cccc1	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	MetXBioDB	train	c1c(-c2ccn(C)cc2)cccc1
Ketotifen	Ketotifen-N-glucuronide	c12c(ccs1)C(=C1CCN(C)CC1)c1ccccc1CC2=O	c12c(ccs1)C(=C1CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC1)c1ccccc1CC2=O	DB00920	DrugBank	train	c12c(ccs1)C(=C1CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC1)c1ccccc1CC2=O
Tepotinib	Tepotinib M506 metabolite	c1c(OCC2CCN(C)CC2)cnc(-c2cccc(Cn3nc(-c4cccc(C#N)c4)ccc3=O)c2)n1	c1c(OCC2CCN(C)C(=O)C2)cnc(-c2cccc(Cn3nc(-c4cccc(C#N)c4)ccc3=O)c2)n1	DB15133	DrugBank	train	c1c(OCC2CCN(C)C(=O)C2)cnc(-c2cccc(Cn3nc(-c4cccc(C#N)c4)ccc3=O)c2)n1
Glasdegib	Glasdegib M2	c1c(NC(NC2CC(c3nc4c(n3)cccc4)N(C)CC2)=O)ccc(C#N)c1	c1c(NC(NC2CC(c3nc4c(n3)cccc4)N(C)C=C2)=O)ccc(C#N)c1	DB11978	DrugBank	train	c1c(NC(NC2CC(c3nc4c(n3)cccc4)N(C)C=C2)=O)ccc(C#N)c1
Flavopiridol		C1N(C)CC(O)C(c2c(O)cc(O)c3c2oc(-c2ccccc2Cl)cc3=O)C1	C1N(C)CC(O)C(c2c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c3c2oc(-c2ccccc2Cl)cc3=O)C1	Flavopiridol	MetXBioDB	train	C1N(C)CC(O)C(c2c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c3c2oc(-c2ccccc2Cl)cc3=O)C1
O-Desmethylgalantamine		c1(O)ccc2c3c1OC1C3(CCN(C)C2)C=CC(O)C1	c1(OC2OC(C(=O)O)C(O)C(O)C2O)ccc2c3c1OC1C3(CCN(C)C2)C=CC(O)C1	galantamine	MetXBioDB	train	c1(OC2OC(C(=O)O)C(O)C(O)C2O)ccc2c3c1OC1C3(CCN(C)C2)C=CC(O)C1
Oxymorphone	noroxycodone	C1C2N(C)CCC34C2(O)CCC(=O)C3Oc2c4c1ccc2O	C1C2NCCC34C2(O)CCC(=O)C3Oc2c4c1ccc2OC	DB01192	DrugBank	train	C1C2NCCC34C2(O)CCC(=O)C3Oc2c4c1ccc2OC
Hydromorphone	Hydromorphone-3-glucuronide	C12C34CCN(C)C(C3CCC1=O)Cc1c4c(c(O)cc1)O2	C12C34CCN(C)C(C3CCC1=O)Cc1c4c(c(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)O2	DB15465	Both	train	C12C34CCN(C)C(C3CCC1=O)Cc1c4c(c(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)O2
Morphine	Codeine	c12c3c(ccc1O)CC1N(C)CCC34C1C=CC(O)C4O2	c12c3c(ccc1OC)CC1N(C)CCC34C1C=CC(O)C4O2	DB00318	DrugBank	train	c12c3c(ccc1OC)CC1N(C)CCC34C1C=CC(O)C4O2
6-β-hydromorphol	6-β-hydromorphol glucuronide conjugate 1	c1(O)c2c3c(cc1)CC1N(C)CCC34C1CCC(O)C4O2	c1(OC2OC(C(=O)O)C(O)C(O)C2O)c2c3c(cc1)CC1N(C)CCC34C1CCC(O)C4O2	DB15465	Both	train	c1(OC2OC(C(=O)O)C(O)C(O)C2O)c2c3c(cc1)CC1N(C)CCC34C1CCC(O)C4O2
Morphine glucuronide	morphine-3,6-diglucuronide	O(C1C2C34CCN(C)C(C3C=C1)Cc1c4c(c(O)cc1)O2)C1OC(C(=O)O)C(O)C(O)C1O	O(C1C2C34CCNC(C3C=C1)Cc1c4c(c(OC3OC(O)C(O)C(O)C3O)cc1)O2)C1OC(O)C(O)C(O)C1O	DB00318	DrugBank	train	O(C1C2C34CCNC(C3C=C1)Cc1c4c(c(OC3OC(O)C(O)C(O)C3O)cc1)O2)C1OC(O)C(O)C(O)C1O
Pholcodine	Morphine	C12N(C)CCC34C1C=CC(O)C3Oc1c4c(ccc1OCCN1CCOCC1)C2	C12N(C)CCC34C1C=CC(O)C3Oc1c4c(ccc1O)C2	DB09209	DrugBank	train	C12N(C)CCC34C1C=CC(O)C3Oc1c4c(ccc1O)C2
Azelastine	Desmethylazelastine	n1(C2CCCN(C)CC2)c(=O)c2ccccc2c(Cc2ccc(Cl)cc2)n1	n1(C2CCCNCC2)c(=O)c2ccccc2c(Cc2ccc(Cl)cc2)n1	DB00972	Both	train	n1(C2CCCNCC2)c(=O)c2ccccc2c(Cc2ccc(Cl)cc2)n1
eletriptan	N-Desmethyleletriptan	C1(CC2CCCN2C)c2c(ccc(CCS(=O)(=O)c3ccccc3)c2)NC1	C1(CC2CCCN2)c2c(ccc(CCS(=O)(=O)c3ccccc3)c2)NC1	eletriptan	MetXBioDB	train	C1(CC2CCCN2)c2c(ccc(CCS(=O)(=O)c3ccccc3)c2)NC1
Eletriptan	N-Desmethyleletriptan	C1CC(Cc2c3c(ccc(CCS(=O)(=O)c4ccccc4)c3)nc2)N(C)C1	C1CC(Cc2c3c(ccc(CCS(=O)(=O)c4ccccc4)c3)nc2)NC1	DB00216	DrugBank	train	C1CC(Cc2c3c(ccc(CCS(=O)(=O)c4ccccc4)c3)nc2)NC1
Nicotine	N-Methylnicotinium	C1(c2cccnc2)N(C)CCC1	C1(c2cccn(C)c2)N(C)CCC1	DB00184	DrugBank	train	C1(c2cccn(C)c2)N(C)CCC1
Nicotine	Nicotine glucuronide	C1N(C)C(c2cccnc2)CC1	C1N(C)C(c2cccn(C3OC(C(=O)O)C(O)C(O)C3O)c2)CC1	DB00184	DrugBank	train	C1N(C)C(c2cccn(C3OC(C(=O)O)C(O)C(O)C3O)c2)CC1
schembl149458	Sulphoridazine	c1([SH](C)O)ccc2c(c1)N(CCC1CCCCN1C)c1c(cccc1)S2	c1(SC)ccc2c(c1)N(CCC1CCCCN1C)c1c(cccc1)S2	schembl149458	MetXBioDB	train	c1(SC)ccc2c(c1)N(CCC1CCCCN1C)c1c(cccc1)S2
O-demethylencainide	N,O-didemethylencainide	c1cc(C(=O)Nc2ccccc2CCC2CCCCN2C)ccc1O	c1cc(C(=O)Nc2ccccc2CCC2CCCCN2)ccc1O	Encainide	MetXBioDB	train	c1cc(C(=O)Nc2ccccc2CCC2CCCCN2)ccc1O
k-11777	N-oxide k-11777	S(C=CC(NC(C(NC(N1CCN(C)CC1)=O)Cc1ccccc1)=O)CCc1ccccc1)(=O)(=O)c1ccccc1	S(C=CC(NC(C(NC(N1CCN(C)(O)CC1)=O)Cc1ccccc1)=O)CCc1ccccc1)(=O)(=O)c1ccccc1	k-11777	MetXBioDB	train	S(C=CC(NC(C(NC(N1CCN(C)(O)CC1)=O)Cc1ccccc1)=O)CCc1ccccc1)(=O)(=O)c1ccccc1
Clozapine	N-desmethylclozapine	c1ccc2c(c1)C(N1CCN(C)CC1)=Nc1c(ccc(Cl)c1)N2	c1ccc2c(c1)C(N1CCNCC1)=Nc1c(ccc(Cl)c1)N2	DB00363	Both	train	c1ccc2c(c1)C(N1CCNCC1)=Nc1c(ccc(Cl)c1)N2
Loxepine	Loxepine N-glucuronide	C1N(C)CCN(C2=Nc3ccccc3Oc3c2cc(Cl)cc3)C1	C1N(C)(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3c2cc(Cl)cc3)C1	Loxepine	MetXBioDB	train	C1N(C)(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3c2cc(Cl)cc3)C1
Azimilide		C1(=O)N(N=Cc2ccc(-c3ccc(Cl)cc3)o2)CC(=O)N1CCCCN1CCN(C)CC1	C1(=O)N(N=Cc2ccc(-c3ccc(Cl)cc3)o2)CC(=O)N1CCCCN1CCNCC1	Azimilide	MetXBioDB	train	C1(=O)N(N=Cc2ccc(-c3ccc(Cl)cc3)o2)CC(=O)N1CCCCN1CCNCC1
Prochlorperazine	N-desmethyl prochlorperazine	c1c2c(ccc1)N(CCCN1CCN(C)CC1)c1c(ccc(Cl)c1)S2	c1c2c(ccc1)N(CCCN1CCNCC1)c1c(ccc(Cl)c1)S2	DB00433	DrugBank	train	c1c2c(ccc1)N(CCCN1CCNCC1)c1c(ccc(Cl)c1)S2
perazine		c1ccc2c(c1)Sc1c(cccc1)N2CCCN1CCN(C)CC1	c1ccc2c(c1)[SH](O)c1c(cccc1)N2CCCN1CCN(C)CC1	perazine	MetXBioDB	train	c1ccc2c(c1)[SH](O)c1c(cccc1)N2CCCN1CCN(C)CC1
Entrectinib	ENB577c	O1CCC(Nc2c(C(=O)Nc3nnc4c3cc(Cc3cc(F)cc(F)c3)cc4)ccc(N3CCN(C)CC3)c2)CC1	O1CCC(Nc2c(C(=O)Nc3nnc4c3cc(Cc3cc(F)cc(F)c3)cc4)ccc(N3CCN(C)(O)CC3)c2)CC1	DB11986	DrugBank	train	O1CCC(Nc2c(C(=O)Nc3nnc4c3cc(Cc3cc(F)cc(F)c3)cc4)ccc(N3CCN(C)(O)CC3)c2)CC1
ENB577b	ENB753	C1(Nc2c(C(=O)Nc3nnc4c3cc(Cc3cc(F)cc(F)c3)cc4)ccc(N3CCN(C)C(O)C3)c2)CCOCC1	C1(Nc2c(C(=O)Nc3nnc4c3cc(Cc3cc(F)cc(F)c3)cc4)ccc(N3CCN(C)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3)c2)CCOCC1	DB11986	DrugBank	train	C1(Nc2c(C(=O)Nc3nnc4c3cc(Cc3cc(F)cc(F)c3)cc4)ccc(N3CCN(C)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3)c2)CCOCC1
(R)-mianserin, 8-hydroxy	(R)-mianserin, 8-OH-N-desmethyl	c12c(cccc1)C1N(c3c(ccc(O)c3)C2)CCN(C)C1	c12c(cccc1)C1N(c3c(ccc(O)c3)C2)CCNC1	(R)-mianserin	MetXBioDB	train	c12c(cccc1)C1N(c3c(ccc(O)c3)C2)CCNC1
Mianserin	(R)-mianserin, N-Desmethyl	c12c(cccc1)Cc1c(cccc1)C1N2CCN(C)C1	c12c(cccc1)Cc1c(cccc1)C1N2CCNC1	DB06148	Both	train	c12c(cccc1)Cc1c(cccc1)C1N2CCNC1
Mirtazapine	mirtazapine-N-oxide	c1c2c(ncc1)N1CCN(C)CC1c1ccccc1C2	c1c2c(ncc1)N1CCN(C)(O)CC1c1ccccc1C2	DB00370	Both	train	c1c2c(ncc1)N1CCN(C)(O)CC1c1ccccc1C2
Apomorphine	Apocodeine	c1c(O)c(O)c2c(c1)CC1N(C)CCc3c1c-2ccc3	c1c(OC)c(O)c2c(c1)CC1N(C)CCc3c1c-2ccc3	DB00714	DrugBank	train	c1c(OC)c(O)c2c(c1)CC1N(C)CCc3c1c-2ccc3
Ranitidine	Desmethylranitidine	c1c(CN(C)C)oc(CSCCNC(=CN(=O)O)NC)c1	c1c(CNC)oc(CSCCNC(=CN(=O)O)NC)c1	DB00863	Both	train	c1c(CNC)oc(CSCCNC(=CN(=O)O)NC)c1
Nizatidine	N2-monodes-methylnizatidine	s1c(CN(C)C)nc(CSCCNC(=CN(=O)O)NC)c1	s1c(CNC)nc(CSCCNC(=CN(=O)O)NC)c1	DB00585	DrugBank	train	s1c(CNC)nc(CSCCNC(=CN(=O)O)NC)c1
Methimazole Sulfenic Acid Metabolite (Open)	Methimazole Sulfinic Acid Metabolite (Open)	C(NC)(=N)SO	C(NC)(=N)S(O)=O	DB00763	DrugBank	train	C(NC)(=N)S(O)=O
schembl4081913		c1c(CCN2CCC(n3c4c(ccc(CC(NC)=O)c4)cc3)CC2)c(F)ccc1	c1c(CC(N2CCC(n3c4c(ccc(CC(NC)=O)c4)cc3)CC2)O)c(F)ccc1	schembl4081913	MetXBioDB	train	c1c(CC(N2CCC(n3c4c(ccc(CC(NC)=O)c4)cc3)CC2)O)c(F)ccc1
Desmethyl cariprazine	Didesmethyl cariprazine	Clc1cccc(N2CCN(CCC3CCC(NC(NC)=O)CC3)CC2)c1Cl	Clc1cccc(N2CCN(CCC3CCC(NC(N)=O)CC3)CC2)c1Cl	DB06016	DrugBank	train	Clc1cccc(N2CCN(CCC3CCC(NC(N)=O)CC3)CC2)c1Cl
Sorafenib	Sorafenib N-oxide	C(c1c(Cl)ccc(NC(Nc2ccc(Oc3cc(C(NC)=O)ncc3)cc2)=O)c1)(F)(F)F	C(c1c(Cl)ccc(NC(Nc2ccc(Oc3cc(C(NC)=O)n(O)cc3)cc2)=O)c1)(F)(F)F	DB00398	DrugBank	train	C(c1c(Cl)ccc(NC(Nc2ccc(Oc3cc(C(NC)=O)n(O)cc3)cc2)=O)c1)(F)(F)F
Apalutamide	N-desmethyl apalutamide	C1C2(C(=O)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=S)N2c2ccc(C(NC)=O)c(F)c2)CC1	C1C2(C(=O)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=S)N2c2ccc(C(N)=O)c(F)c2)CC1	DB11901	DrugBank	train	C1C2(C(=O)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=S)N2c2ccc(C(N)=O)c(F)c2)CC1
Pseudoephedrine	Norpseudoephedrine	C(C(C)NC)(O)c1ccccc1	C(C(C)N)(O)c1ccccc1	DB00852	DrugBank	train	C(C(C)N)(O)c1ccccc1
p-Methoxymethamphetamine, R-(-)-	HO-MA	N(C)C(C)Cc1ccc(OC)cc1	N(C)C(C)Cc1ccc(O)cc1	p-Methoxymethamphetamine, R-(-)-	MetXBioDB	train	N(C)C(C)Cc1ccc(O)cc1
Metamfetamine	Dextroamphetamine	c1cc(CC(C)NC)ccc1	c1cc(CC(C)N)ccc1	DB01577	Both	train	c1cc(CC(C)N)ccc1
Desmethylsibutramine, (S)-	1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine	C1C(C(CC(C)C)NC)(c2ccc(Cl)cc2)CC1	C1C(C(CC(C)C)N)(c2ccc(Cl)cc2)CC1	Desmethylsibutramine, (S)-	MetXBioDB	train	C1C(C(CC(C)C)N)(c2ccc(Cl)cc2)CC1
4-Hydroxyketamine	4-Hydroxynorketamine	c1(C2(NC)CC(O)CCC2=O)ccccc1Cl	c1(C2(N)CC(O)CCC2=O)ccccc1Cl	DB01221	DrugBank	train	c1(C2(N)CC(O)CCC2=O)ccccc1Cl
5-Hydroxyketamine	5-Hydroxynorketamine	c1c(C2(NC)CCC(O)CC2=O)c(Cl)ccc1	c1c(C2(N)CCC(O)CC2=O)c(Cl)ccc1	DB01221	DrugBank	train	c1c(C2(N)CCC(O)CC2=O)c(Cl)ccc1
6-Hydroxyketamine	6-Hydroxynorketamine	Clc1c(C2(NC)CCCC(O)C2=O)cccc1	Clc1c(C2(N)CCCC(O)C2=O)cccc1	DB01221	DrugBank	train	Clc1c(C2(N)CCCC(O)C2=O)cccc1
Ketamine	Norketamine	c1cccc(C2(NC)CCCCC2=O)c1Cl	c1cccc(C2(N)CCCCC2=O)c1Cl	DB01221	Both	train	c1cccc(C2(N)CCCCC2=O)c1Cl
Frovatriptan	desmethyl frovatriptan	C(N)(=O)c1ccc2c(c1)c1c(n2)CCC(NC)C1	C(N)(=O)c1ccc2c(c1)c1c(n2)CCC(N)C1	DB00998	DrugBank	train	C(N)(=O)c1ccc2c(c1)c1c(n2)CCC(N)C1
