parent_name	child_name	reactants	products	origin	source	set	possible_products
Trimethadione	dimethadione	N1(C)C(=O)OC(C)(C)C1=O	N1=C(O)C(C)(C)OC1=O	DB00347	Both	train	N1=C(O)C(C)(C)OC1=O
Lornoxicam	5'-Hydroxylornoxicam	N1(C)C(C(=O)Nc2ccccn2)=C(O)c2c(cc(Cl)s2)S1(=O)=O	N1(C)C(=C(O)Nc2ccc(O)cn2)C(=O)c2c(cc(Cl)s2)S1(=O)=O	DB06725	DrugBank	train	N1(C)C(=C(O)Nc2ccc(O)cn2)C(=O)c2c(cc(Cl)s2)S1(=O)=O
Tenoxicam	5'-Hydroxytenoxicam	CN1C(C(=O)Nc2ccccn2)=C(O)c2c(ccs2)S1(=O)=O	CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2c(ccs2)S1(=O)=O	DB00469	DrugBank	train	CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2c(ccs2)S1(=O)=O
5'-hydroxymethyl meloxicam	5'-carboxy meloxicam	n1c(NC(C2=C(O)c3c(cccc3)S(=O)(=O)N2C)=O)sc(CO)c1	n1c(NC(C2=C(O)c3c(cccc3)S(=O)(=O)N2C)=O)sc(C(O)=O)c1	DB00814	DrugBank	train	n1c(NC(C2=C(O)c3c(cccc3)S(=O)(=O)N2C)=O)sc(C(O)=O)c1
Methimazole Epoxide Metabolite	Methimazole Dihydrodiol Metabolite	N1=C(S)N(C)C2C1O2	N1=C(S)N(C)C(O)C1O	DB00763	DrugBank	train	N1=C(S)N(C)C(O)C1O
zatosetron		C1C2N(C)C(CC2)CC1NC(=O)c1cc(Cl)cc2c1OC(C)(C)C2	C1C2N(C)(O)C(CC2)CC1NC(=O)c1cc(Cl)cc2c1OC(C)(C)C2	zatosetron	MetXBioDB	train	C1C2N(C)(O)C(CC2)CC1NC(=O)c1cc(Cl)cc2c1OC(C)(C)C2
Hyoscyamine	Tropine	C1C2N(C)C(CC2)CC1OC(=O)C(CO)c1ccccc1	C1C2N(C)C(CC2)CC1O	DB00424	DrugBank	train	C1C2N(C)C(CC2)CC1O
tropisetron		C1(OC(=O)c2cnc3c2cccc3)CC2N(C)C(CC2)C1	C1(OC(=O)c2cnc3c2ccc(O)c3)CC2N(C)C(CC2)C1	tropisetron	MetXBioDB	train	C1(OC(=O)c2cnc3c2ccc(O)c3)CC2N(C)C(CC2)C1
Benzatropine	4'-hydroxybenztropine	C12N(C)C(CC1)CC(OC(c1ccccc1)c1ccccc1)C2	C12N(C)C(CC1)CC(OC(c1ccccc1)c1ccccc1)(O)C2	DB00245	DrugBank	train	C12N(C)C(CC1)CC(OC(c1ccccc1)c1ccccc1)(O)C2
granisetron	7-Hydroxygranisetron	C1C2N(C)C(CCC2)CC1NC(=O)c1nn(C)c2c1cccc2	C1C2N(C)C(CCC2)CC1NC(=O)c1nn(C)c2c1c(O)ccc2	granisetron	MetXBioDB	train	C1C2N(C)C(CCC2)CC1NC(=O)c1nn(C)c2c1c(O)ccc2
morphine	Normorphine	C1C23c4c5ccc(O)c4OC2C(O)C=CC3C(CN1C)C5	C1C23c4c5ccc(O)c4OC2C(O)C=CC3C(CN1)C5	codeine	MetXBioDB	train	C1C23c4c5ccc(O)c4OC2C(O)C=CC3C(CN1)C5
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	1-methyl-4-phenylpyridin-1-ium	C1N(C)CC=C(c2ccccc2)C1	c1n(C)ccc(-c2ccccc2)c1	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	MetXBioDB	train	c1n(C)ccc(-c2ccccc2)c1
Ketotifen	10-alpha-hydroxyl Ketotifen	c12c(ccs1)C(=C1CCN(C)CC1)c1ccccc1CC2=O	c12c(ccs1)C(=C1CCN(C)CC1)c1ccccc1CC2O	DB00920	DrugBank	train	c12c(ccs1)C(=C1CCN(C)CC1)c1ccccc1CC2O
Tepotinib	Tepotinib M478 metabolite	C1C(COc2cnc(-c3cccc(Cn4c(=O)ccc(-c5cccc(C#N)c5)n4)c3)nc2)CCN(C)C1	C1C(COc2cnc(-c3cccc(Cn4c(=O)ccc(-c5cccc(C#N)c5)n4)c3)nc2)CCNC1	DB15133	DrugBank	train	C1C(COc2cnc(-c3cccc(Cn4c(=O)ccc(-c5cccc(C#N)c5)n4)c3)nc2)CCNC1
Glasdegib	Glasdegib M1	c1cc2c(nc(C3N(C)CCC(NC(=O)Nc4ccc(C#N)cc4)C3)n2)cc1	c1cc2c(nc(C3N(C)CCC(NC(=O)Nc4ccc(C#N)cc4)C3)n2)cc1O	DB11978	DrugBank	train	c1cc2c(nc(C3N(C)CCC(NC(=O)Nc4ccc(C#N)cc4)C3)n2)cc1O
Flavopiridol		C1CN(C)CC(O)C1c1c(O)cc(O)c2c1oc(-c1ccccc1Cl)cc2=O	C1CN(C)CC(O)C1c1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc(O)c2c1oc(-c1ccccc1Cl)cc2=O	Flavopiridol	MetXBioDB	train	C1CN(C)CC(O)C1c1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc(O)c2c1oc(-c1ccccc1Cl)cc2=O
O-Desmethylgalantamine		c12c3c(c(O)cc1)OC1C3(CCN(C)C2)C=CC(O)C1	c12c3c(c(OC4OC(C(=O)O)C(O)C(O)C4O)cc1)OC1C3(CCN(C)C2)C=CC(O)C1	galantamine	MetXBioDB	train	c12c3c(c(OC4OC(C(=O)O)C(O)C(O)C4O)cc1)OC1C3(CCN(C)C2)C=CC(O)C1
Oxymorphone	noroxymorphone	c1c2c3c(c(O)c1)OC1C(=O)CCC4(O)C13CCN(C)C4C2	c1c2c3c(c(O)c1)OC1C(=O)CCC4(O)C13CCNC4C2	DB01192	DrugBank	train	c1c2c3c(c(O)c1)OC1C(=O)CCC4(O)C13CCNC4C2
Hydromorphone	Norhydromorphone	C1c2c3c(c(O)cc2)OC2C(=O)CCC4C23CCN(C)C41	C1c2c3c(c(O)cc2)OC2C(=O)CCC4C23CCNC41	DB15465	Both	train	C1c2c3c(c(O)cc2)OC2C(=O)CCC4C23CCNC41
Morphine	Morphine glucuronide	C1=CC(O)C2C34CCN(C)C(C31)Cc1c4c(c(O)cc1)O2	C1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)C2C34CCN(C)C(C31)Cc1c4c(c(O)cc1)O2	DB00318	Both	train	C1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)C2C34CCN(C)C(C31)Cc1c4c(c(O)cc1)O2
morphine		c12c3c(ccc1O)CC1N(C)CCC34C1C=CC(O)C4O2	c12c3c(ccc1OC1OC(C(=O)O)C(O)C(O)C1O)CC1N(C)CCC34C1C=CC(O)C4O2	codeine	MetXBioDB	train	c12c3c(ccc1OC1OC(C(=O)O)C(O)C(O)C1O)CC1N(C)CCC34C1C=CC(O)C4O2
6-β-hydromorphol	6-β-hydromorphol glucuronide conjugate 1	C123CCN(C)C4C1CCC(O)C2Oc1c3c(ccc1O)C4	C123CCN(C)C4C1CCC(O)C2Oc1c3c(ccc1OC1OC(C(=O)O)C(O)C(O)C1O)C4	DB15465	Both	train	C123CCN(C)C4C1CCC(O)C2Oc1c3c(ccc1OC1OC(C(=O)O)C(O)C(O)C1O)C4
Morphine glucuronide	morphine-3,6-diglucuronide	C12N(C)CCC34C1C=CC(OC1OC(C(=O)O)C(O)C(O)C1O)C3Oc1c4c(ccc1O)C2	C12NCCC34C1C=CC(OC1OC(O)C(O)C(O)C1O)C3Oc1c4c(ccc1OC1OC(O)C(O)C(O)C1O)C2	DB00318	DrugBank	train	C12NCCC34C1C=CC(OC1OC(O)C(O)C(O)C1O)C3Oc1c4c(ccc1OC1OC(O)C(O)C(O)C1O)C2
Pholcodine	Morphine	C123CCN(C)C4C1C=CC(O)C2Oc1c3c(ccc1OCCN1CCOCC1)C4	C123CCN(C)C4C1C=CC(O)C2Oc1c3c(ccc1O)C4	DB09209	DrugBank	train	C123CCN(C)C4C1C=CC(O)C2Oc1c3c(ccc1O)C4
Azelastine	Desmethylazelastine	c1cc2c(=O)n(C3CCCN(C)CC3)nc(Cc3ccc(Cl)cc3)c2cc1	c1cc2c(=O)n(C3CCCNCC3)nc(Cc3ccc(Cl)cc3)c2cc1	DB00972	Both	train	c1cc2c(=O)n(C3CCCNCC3)nc(Cc3ccc(Cl)cc3)c2cc1
eletriptan	N-Desmethyleletriptan	C1C(CC2CCCN2C)c2c(ccc(CCS(=O)(=O)c3ccccc3)c2)N1	C1C(CC2CCCN2)c2c(ccc(CCS(=O)(=O)c3ccccc3)c2)N1	eletriptan	MetXBioDB	train	C1C(CC2CCCN2)c2c(ccc(CCS(=O)(=O)c3ccccc3)c2)N1
Eletriptan	N-Desmethyleletriptan	c1ccc(S(=O)(=O)CCc2ccc3c(c2)c(CC2CCCN2C)cn3)cc1	c1ccc(S(=O)(=O)CCc2ccc3c(c2)c(CC2CCCN2)cn3)cc1	DB00216	DrugBank	train	c1ccc(S(=O)(=O)CCc2ccc3c(c2)c(CC2CCCN2)cn3)cc1
Nicotine	Nicotine imine	n1cccc(C2N(C)CCC2)c1	n1cccc(C2N(C)=CCC2)c1	DB00184	Both	train	n1cccc(C2N(C)=CCC2)c1
Nicotine	Norcotinine	c1ccc(C2N(C)CCC2)cn1	c1ccc(C2NC(=O)CC2)cn1	DB00184	DrugBank	train	c1ccc(C2NC(=O)CC2)cn1.c1ccc(C2N(C)CCC2)cn1C1OC(C(=O)O)C(O)C(O)C1O
Nicotine	Nicotine N-glucuronide	c1ccc(C2N(C)CCC2)cn1	c1ccc(C2N(C)CCC2)cn1C1OC(C(=O)O)C(O)C(O)C1O	Nicotine	MetXBioDB	train	c1ccc(C2NC(=O)CC2)cn1.c1ccc(C2N(C)CCC2)cn1C1OC(C(=O)O)C(O)C(O)C1O
schembl149458	Sulphoridazine	C1C(CCN2c3c(ccc([SH](C)O)c3)Sc3c2cccc3)N(C)CCC1	C1C(CCN2c3c(ccc(SC)c3)Sc3c2cccc3)N(C)CCC1	schembl149458	MetXBioDB	train	C1C(CCN2c3c(ccc(SC)c3)Sc3c2cccc3)N(C)CCC1
O-demethylencainide	N,O-didemethylencainide	C(c1c(NC(=O)c2ccc(O)cc2)cccc1)CC1CCCCN1C	C(c1c(NC(=O)c2ccc(O)cc2)cccc1)CC1CCCCN1	Encainide	MetXBioDB	train	C(c1c(NC(=O)c2ccc(O)cc2)cccc1)CC1CCCCN1
k-11777	N-desmethyl k-11777	c1c(S(C=CC(NC(=O)C(Cc2ccccc2)NC(=O)N2CCN(C)CC2)CCc2ccccc2)(=O)=O)cccc1	c1c(S(C=CC(NC(=O)C(Cc2ccccc2)NC(=O)N2CCNCC2)CCc2ccccc2)(=O)=O)cccc1	k-11777	MetXBioDB	train	c1c(S(C=CC(NC(=O)C(Cc2ccccc2)NC(=O)N2CCNCC2)CCc2ccccc2)(=O)=O)cccc1
Clozapine	Clozapine N-oxide	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3c2cccc3)CC1	CN1(O)CCN(C2=Nc3cc(Cl)ccc3Nc3c2cccc3)CC1	DB00363	Both	train	CN1(O)CCN(C2=Nc3cc(Cl)ccc3Nc3c2cccc3)CC1
Loxepine	Loxepine N-glucuronide	c1cc2c(cc1)Oc1c(cc(Cl)cc1)C(N1CCN(C)CC1)=N2	c1cc2c(cc1)Oc1c(cc(Cl)cc1)C(N1CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC1)=N2	Loxepine	MetXBioDB	train	c1cc2c(cc1)Oc1c(cc(Cl)cc1)C(N1CCN(C)(C3OC(C(=O)O)C(O)C(O)C3O)CC1)=N2
Azimilide		c1c(Cl)ccc(-c2ccc(C=NN3CC(=O)N(CCCCN4CCN(C)CC4)C3=O)o2)c1	c1c(Cl)ccc(-c2ccc(C=NN3CC(=O)N(CCCCN4CCNCC4)C3=O)o2)c1	Azimilide	MetXBioDB	train	c1c(Cl)ccc(-c2ccc(C=NN3CC(=O)N(CCCCN4CCNCC4)C3=O)o2)c1
Prochlorperazine	Prochlorperazine sulfoxide	c1cccc2c1Sc1c(cc(Cl)cc1)N2CCCN1CCN(C)CC1	c1cccc2c1[SH](O)c1c(cc(Cl)cc1)N2CCCN1CCN(C)CC1	DB00433	DrugBank	train	c1cccc2c1[SH](O)c1c(cc(Cl)cc1)N2CCCN1CCN(C)CC1
perazine		C(N1CCN(C)CC1)CCN1c2ccccc2Sc2c1cccc2	C(N1CCN(C)CC1)CCN1c2ccccc2[SH](O)c2c1cccc2	perazine	MetXBioDB	train	C(N1CCN(C)CC1)CCN1c2ccccc2[SH](O)c2c1cccc2
Entrectinib	ENB547	c1(F)cc(F)cc(Cc2cc3c(NC(=O)c4ccc(N5CCN(C)CC5)cc4NC4CCOCC4)nnc3cc2)c1	c1(F)cc(F)cc(Cc2cc3c(NC(=O)c4ccc(N5CCNCC5)cc4NC4CCOCC4)nnc3cc2)c1	DB11986	DrugBank	train	c1(F)cc(F)cc(Cc2cc3c(NC(=O)c4ccc(N5CCNCC5)cc4NC4CCOCC4)nnc3cc2)c1
ENB577b	ENB753	n1nc(NC(c2ccc(N3CCN(C)C(O)C3)cc2NC2CCOCC2)=O)c2c1ccc(Cc1cc(F)cc(F)c1)c2	n1nc(NC(c2ccc(N3CCN(C)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3)cc2NC2CCOCC2)=O)c2c1ccc(Cc1cc(F)cc(F)c1)c2	DB11986	DrugBank	train	n1nc(NC(c2ccc(N3CCN(C)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3)cc2NC2CCOCC2)=O)c2c1ccc(Cc1cc(F)cc(F)c1)c2
(R)-mianserin, 8-hydroxy	(R)-mianserin, 8-OH-N-desmethyl	C1N2c3c(ccc(O)c3)Cc3c(cccc3)C2CN(C)C1	C1N2c3c(ccc(O)c3)Cc3c(cccc3)C2CNC1	(R)-mianserin	MetXBioDB	train	C1N2c3c(ccc(O)c3)Cc3c(cccc3)C2CNC1
Mianserin	(R)-mianserin, 8-hydroxy	c1c2c(ccc1)Cc1c(cccc1)C1N2CCN(C)C1	c1c2c(ccc1O)Cc1c(cccc1)C1N2CCN(C)C1	DB06148	Both	train	c1c2c(ccc1O)Cc1c(cccc1)C1N2CCN(C)C1
Mirtazapine	N-desmethylmirtazapine	c12c(cccn1)Cc1c(cccc1)C1N2CCN(C)C1	c12c(cccn1)Cc1c(cccc1)C1N2CCNC1	DB00370	Both	train	c12c(cccn1)Cc1c(cccc1)C1N2CCNC1
Apomorphine	Isoapocodeine	c1c2c3c(cc1)CCN(C)C3Cc1c-2c(O)c(O)cc1	c1c2c3c(cc1)CCN(C)C3Cc1c-2c(OC)c(O)cc1	DB00714	DrugBank	train	c1c2c3c(cc1)CCN(C)C3Cc1c-2c(OC)c(O)cc1
Apomorphine	Apomorphine 11-glucuronide	c1cc2c3c(c1)CCN(C)C3Cc1c-2c(O)c(O)cc1	c1cc2c3c(c1)CCN(C)C3Cc1c-2c(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)cc1	DB00714	DrugBank	train	c1cc2c3c(c1)CCN(C)C3Cc1c-2c(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)cc1
Ranitidine	Ranitidine N-Oxide	c1cc(CSCCNC(NC)=CN(=O)O)oc1CN(C)C	c1cc(CSCCNC(NC)=CN(=O)O)oc1CN(C)(C)O	DB00863	DrugBank	train	c1cc(CSCCNC(NC)=CN(=O)O)oc1CN(C)(C)O
Nizatidine	N2-monodes-methylnizatidine	N(C)(Cc1nc(CSCCNC(=CN(=O)O)NC)cs1)C	N(C)Cc1nc(CSCCNC(=CN(=O)O)NC)cs1	DB00585	DrugBank	train	N(C)Cc1nc(CSCCNC(=CN(=O)O)NC)cs1
Methimazole Sulfenic Acid Metabolite (Open)	Methimazole Sulfinic Acid Metabolite (Open)	N=C(NC)SO	N=C(NC)S(O)=O	DB00763	DrugBank	train	N=C(NC)S(O)=O
schembl4081913		c1(CC(NC)=O)ccc2c(c1)n(C1CCN(CCc3ccccc3F)CC1)cc2	c1(CC(NC)=O)ccc2c(c1)n(C1CCN(C(Cc3ccccc3F)O)CC1)cc2	schembl4081913	MetXBioDB	train	c1(CC(NC)=O)ccc2c(c1)n(C1CCN(C(Cc3ccccc3F)O)CC1)cc2
Desmethyl cariprazine	Didesmethyl cariprazine	C(CC1CCC(NC(NC)=O)CC1)N1CCN(c2cccc(Cl)c2Cl)CC1	C(CC1CCC(NC(N)=O)CC1)N1CCN(c2cccc(Cl)c2Cl)CC1	DB06016	DrugBank	train	C(CC1CCC(NC(N)=O)CC1)N1CCN(c2cccc(Cl)c2Cl)CC1
Sorafenib	Sorafenib N-oxide	c1c(C(NC)=O)nccc1Oc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1	c1c(C(NC)=O)n(O)ccc1Oc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1	DB00398	DrugBank	train	c1c(C(NC)=O)n(O)ccc1Oc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1
Apalutamide	N-desmethyl apalutamide	c1c(N2C3(C(=O)N(c4cnc(C#N)c(C(F)(F)F)c4)C2=S)CCC3)cc(F)c(C(NC)=O)c1	c1c(N2C3(C(=O)N(c4cnc(C#N)c(C(F)(F)F)c4)C2=S)CCC3)cc(F)c(C(N)=O)c1	DB11901	DrugBank	train	c1c(N2C3(C(=O)N(c4cnc(C#N)c(C(F)(F)F)c4)C2=S)CCC3)cc(F)c(C(N)=O)c1
Pseudoephedrine	Norpseudoephedrine	c1cccc(C(C(C)NC)O)c1	c1cccc(C(C(C)N)O)c1	DB00852	DrugBank	train	c1cccc(C(C(C)N)O)c1
p-Methoxymethamphetamine, R-(-)-	HO-MA	c1(OC)ccc(CC(NC)C)cc1	c1(O)ccc(CC(NC)C)cc1	p-Methoxymethamphetamine, R-(-)-	MetXBioDB	train	c1(O)ccc(CC(NC)C)cc1
Metamfetamine	Norephedrine	C(NC)(C)Cc1ccccc1	C(N)(C)C(c1ccccc1)O	DB01577	DrugBank	train	C(N)(C)C(c1ccccc1)O
Desmethylsibutramine, (S)-	1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine	N(C(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C	NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1	Desmethylsibutramine, (S)-	MetXBioDB	train	NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1
4-Hydroxyketamine	4-Hydroxynorketamine	c1ccc(C2(NC)CC(O)CCC2=O)c(Cl)c1	c1ccc(C2(N)CC(O)CCC2=O)c(Cl)c1	DB01221	DrugBank	train	c1ccc(C2(N)CC(O)CCC2=O)c(Cl)c1
5-Hydroxyketamine	5-Hydroxynorketamine	C1(=O)C(NC)(c2ccccc2Cl)CCC(O)C1	C1(=O)C(N)(c2ccccc2Cl)CCC(O)C1	DB01221	DrugBank	train	C1(=O)C(N)(c2ccccc2Cl)CCC(O)C1
6-Hydroxyketamine	6-Hydroxynorketamine	OC1CCCC(NC)(c2ccccc2Cl)C1=O	OC1CCCC(N)(c2ccccc2Cl)C1=O	DB01221	DrugBank	train	OC1CCCC(N)(c2ccccc2Cl)C1=O
Ketamine	6-Hydroxyketamine	C1(=O)C(NC)(c2ccccc2Cl)CCCC1	C1(=O)C(NC)(c2ccccc2Cl)CCCC1O	DB01221	DrugBank	train	C1(=O)C(NC)(c2ccccc2Cl)CCCC1O
Frovatriptan	Hydroxylated N-acetyl desmethyl frovatriptan	n1c2c(c3cc(C(N)=O)ccc31)CC(NC)CC2	N1C2CCC(NC(C)=O)CC2c2cc(C(N)=O)cc(O)c21	DB00998	DrugBank	train	N1C2CCC(NC(C)=O)CC2c2cc(C(N)=O)cc(O)c21
schembl3207291		c12ccc(N3CC(NC)C(OC)C3)nc1n(-c1nccs1)cc(C(=O)O)c2=O	c12ccc(N3CC(NC)C(O)C3)nc1n(-c1nccs1)cc(C(=O)O)c2=O	schembl3207291	MetXBioDB	train	c12ccc(N3CC(NC)C(O)C3)nc1n(-c1nccs1)cc(C(=O)O)c2=O
Epinephrine	Epinephrine sulfate	c1(O)c(O)ccc(C(CNC)O)c1	c1(O)c(OS(=O)(=O)O)ccc(C(CNC)O)c1	DB00668	Both	train	c1(O)c(OS(=O)(=O)O)ccc(C(CNC)O)c1
Phenylephrine	m-hydroxymandelic acid	C(CNC)(O)c1cccc(O)c1	C(C(=O)O)(O)c1cccc(O)c1	DB00388	DrugBank	train	C(C(=O)O)(O)c1cccc(O)c1
N,O-Didesmethylvenlafaxine	N,O-didesmethylvenlafaxine glucuronide	c1cc(C(CNC)C2(O)CCCCC2)ccc1O	c1cc(C(CNC)C2(O)CCCCC2)ccc1OC1OC(C(=O)O)C(O)C(O)C1O	DB00285	DrugBank	train	c1cc(C(CNC)C2(O)CCCCC2)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
N-Desmethylvenlafaxine	N,O-Didesmethylvenlafaxine	C(NC)C(c1ccc(OC)cc1)C1(O)CCCCC1	C(NC)C(c1ccc(O)cc1)C1(O)CCCCC1	DB00285	DrugBank	train	C(NC)C(c1ccc(O)cc1)C1(O)CCCCC1
Fluoxetine	Fluoxetine glucuronide	C(c1ccc(OC(CCNC)c2ccccc2)cc1)(F)(F)F	C(c1ccc(OC(CCN(C)C2OC(C(=O)O)C(O)C(O)C2O)c2ccccc2)cc1)(F)(F)F	DB00472	Both	train	C(c1ccc(OC(CCN(C)C2OC(C(=O)O)C(O)C(O)C2O)c2ccccc2)cc1)(F)(F)F
4-hydroxy duloxetine	4-hydroxy duloxetine glucuronide	c1cc(OC(CCNC)c2cccs2)c2c(c1O)cccc2	c1cc(OC(CCNC)c2cccs2)c2c(c1OC1OC(C(=O)O)C(O)C(O)C1O)cccc2	DB00476	Both	train	c1cc(OC(CCNC)c2cccs2)c2c(c1OC1OC(C(=O)O)C(O)C(O)C1O)cccc2
4-hydroxyatomoxetine	4-hydroxyatomoxetine-O-glucuronide	c1cc(C(CCNC)Oc2ccc(O)cc2C)ccc1	c1cc(C(CCNC)Oc2ccc(O)cc2OC2OC(O)C(O)C(O)C2O)ccc1	DB00289	DrugBank	train	c1cc(C(CCNC)Oc2ccc(O)cc2OC2OC(O)C(O)C(O)C2O)ccc1
Catechol duloxetine	5-hydroxy, 6-methoxy duloxetine	c1(O)ccc2c(OC(CCNC)c3cccs3)cccc2c1O	c1(OC)ccc2c(OC(CCNC)c3cccs3)cccc2c1O	DB00476	DrugBank	train	c1(OC)ccc2c(OC(CCNC)c3cccs3)cccc2c1O
5-Hydroxy, 6-methoxy duloxetine		O(c1ccc2c(OC(CCNC)c3ccco3)cccc2c1O)C	O(c1ccc2c(OC(CCNC)c3ccco3)cccc2c1OS(=O)(=O)O)C	5-Hydroxy, 6-methoxy duloxetine	MetXBioDB	train	O(c1ccc2c(OC(CCNC)c3ccco3)cccc2c1OS(=O)(=O)O)C
5-hydroxy, 6-methoxy duloxetine	5-hydroxy, 6-methoxy duloxetine sulfate	C(CCNC)(Oc1cccc2c1ccc(OC)c2O)c1cccs1	C(CCNC)(Oc1cccc2c1ccc(OC)c2OS(=O)(=O)O)c1ccco1	DB00476	DrugBank	train	C(CCNC)(Oc1cccc2c1ccc(OC)c2OS(=O)(=O)O)c1ccco1
5-hydroxy duloxetine	Catechol duloxetine	c1ccc2c(OC(CCNC)c3cccs3)cccc2c1O	c1(O)ccc2c(OC(CCNC)c3cccs3)cccc2c1O	DB00476	DrugBank	train	c1(O)ccc2c(OC(CCNC)c3cccs3)cccc2c1O
6-hydroxy duloxetine	Catechol duloxetine	c12cccc(OC(CCNC)c3cccs3)c1ccc(O)c2	c12cccc(OC(CCNC)c3cccs3)c1ccc(O)c2O	DB00476	DrugBank	train	c12cccc(OC(CCNC)c3cccs3)c1ccc(O)c2O
Duloxetine	5-hydroxy duloxetine	N(C)CCC(Oc1cccc2c1cccc2)c1cccs1	N(C)CCC(Oc1cccc2c1cccc2O)c1cccs1	DB00476	Both	train	N(C)CCC(Oc1cccc2c1cccc2O)c1cccs1
Atomoxetine	4-hydroxyatomoxetine	c1c(OC(CCNC)c2ccccc2)c(C)ccc1	c1c(OC(CCNC)c2ccccc2)c(C)cc(O)c1	DB00289	Both	train	c1c(OC(CCNC)c2ccccc2)c(C)cc(O)c1
2-Hydroxymethyatomoxetine		c1c(C(CCNC)Oc2ccccc2CO)cccc1	c1c(C(CCNC)Oc2ccccc2COC2OC(C(=O)O)C(O)C(O)C2O)cccc1	2-Hydroxymethyatomoxetine	MetXBioDB	train	c1c(C(CCNC)Oc2ccccc2COC2OC(C(=O)O)C(O)C(O)C2O)cccc1
N-desmethylpheniramine	N-didesmethylpheniramine	c1c(C(CCNC)c2ccccc2)nccc1	c1c(C(CCN)c2ccccc2)nccc1	DB01620	DrugBank	train	c1c(C(CCN)c2ccccc2)nccc1
E-10-Hydroxynortriptyline	E-10-Hydroxydesmethylnortriptyline	c12c(cccc1)C(O)Cc1c(cccc1)C2=CCCNC	c12c(cccc1)C(O)Cc1c(cccc1)C2=CCCN	DB00321	DrugBank	train	c12c(cccc1)C(O)Cc1c(cccc1)C2=CCCN
Nortriptyline	E-10-Hydroxynortriptyline	c12c(cccc1)C(=CCCNC)c1ccccc1CC2	c12c(cccc1)C(=CCCNC)c1ccccc1CC2O	DB00321	Both	train	c12c(cccc1)C(=CCCNC)c1ccccc1CC2O
Hydroxydesmethyl doxepin	Hydroxydesmethyl doxepin glucuronide	c1cccc2c1COc1c(cc(O)cc1)C2=CCCNC	c1cccc2c1COc1c(cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)C2=CCCN(C)C	DB01142	DrugBank	train	c1cccc2c1COc1c(cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)C2=CCCN(C)C
N-desmethyldoxepin	Hydroxydesmethyl doxepin	c12ccccc1COc1c(cccc1)C2=CCCNC	c12ccccc1COc1c(cc(O)cc1)C2=CCCNC	DB01142	DrugBank	train	c12ccccc1COc1c(cc(O)cc1)C2=CCCNC
Northiaden	Northiaden S-oxide	c1cc2c(cc1)CSc1c(cccc1)C2=CCCNC	c1cc2c(cc1)C[SH](O)c1c(cccc1)C2=CCCNC	DB09167	DrugBank	train	c1cc2c(cc1)C[SH](O)c1c(cccc1)C2=CCCNC
Verapamil metabolite D-617	Verapamil metabolite D-620	C(C(c1ccc(OC)c(OC)c1)(C#N)CCCNC)(C)C	C(C(c1ccc(OC)c(OC)c1)(C#N)CCCN)(C)C	DB00661	Both	train	C(C(c1ccc(OC)c(OC)c1)(C#N)CCCN)(C)C
desmethylcitalopram	didemethylcitalopram	N(CCCC1(c2ccc(F)cc2)c2ccc(C#N)cc2CO1)C	NCCCC1(c2ccc(F)cc2)c2ccc(C#N)cc2CO1	DB00215	Both	train	NCCCC1(c2ccc(F)cc2)c2ccc(C#N)cc2CO1
Maprotiline	3-OH-maprotiline	N(C)CCCC12CCC(c3c1cccc3)c1c2cccc1	N(C)CCCC12CCC(c3c1cccc3)c1c2cc(O)cc1	DB00934	Both	train	N(C)CCCC12CCC(c3c1cccc3)c1c2cc(O)cc1
8-hydroxydesmethyl clomipramine	8-hyroxydesmethyl clomipramine glucuronide	C(CNC)CN1c2ccc(O)cc2CCc2c1cc(Cl)cc2	C(CNC)CN1c2ccc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2CCc2c1cc(Cl)cc2	DB01242	DrugBank	train	C(CNC)CN1c2ccc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2CCc2c1cc(Cl)cc2
