parent_id,parent_name,child_id,child_name,enzymes,parent_smiles,child_smiles
DBMET02858,"6β,11β,17α,20α,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XVI)",DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",,CC12C=CC(=O)CC1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,CC12C=CC(=O)CC1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
DB00655,Estrone,DBMET00332,4-hydroxyestrone,Cytochrome P450 3A4,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O
DB00655,Estrone,DBMET01659,2-OH-estrone,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2D6",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O
DB00655,Estrone,DBMET01660,4-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O
DB00655,Estrone,DBMET01661,6alpha-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)cc4C(O)CC3C1CCC2=O
DB00655,Estrone,DBMET01662,6beta-estrone,"Cytochrome P450 3A4, Cytochrome P450 3A5",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)cc4C(O)CC3C1CCC2=O
DB00655,Estrone,DBMET01665,16alpha-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O
DB00655,Estrone,DBMET01666,16beta-OH-estrone,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O
DB00655,Estrone,DBMET00248,2-hydroxyestrone,"Cytochrome P450 1A2, Cytochrome P450 3A4",CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O
DB00672,Chlorpropamide,DBMET01628,2-OH-chlorpropamide,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 1A2, Cytochrome P450 3A4",CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1O
DB00672,Chlorpropamide,DBMET01629,3-OH-chlorpropamide,Cytochrome P450 2D6,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1
DB00672,Chlorpropamide,DBMET00199,2-Hydroxychlorpropamide,"Cytochrome P450 2C9, Cytochrome P450 2C19",CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1O
DB00672,Chlorpropamide,DBMET00200,3-Hydroxychlorpropamide,,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1
DB00673,Aprepitant,DBMET01590,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde","Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2C19",CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB00673,Aprepitant,DBMET00349,"(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",Cytochrome P450 3A4,CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB00674,Galantamine,DBMET03138,O-desmethyl-galantamine,Cytochrome P450 2D6,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1
DB00674,Galantamine,DBMET03147,Sulfate conjugate of galantamine,,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,COc1ccc2c3c1OC1CC(OS(=O)(=O)O)C=CC31CCN(C)C2
DBMET03138,O-desmethyl-galantamine,DBMET03141,O-desmethyl-galantamine glucuronide,,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,CN1CCC23C=CC(O)CC2Oc2c(OC4C(O)C(O)C(O)C(O)C4C(=O)O)ccc(c23)C1
DBMET03150,Epigalantamine,DBMET03151,N-desmethyl-epigalantamine,,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1
DBMET03150,Epigalantamine,DBMET03153,Sulfate conjugate of epigalantamine,,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,COc1ccc2c3c1OC1CC(OS(=O)(=O)O)C=CC31CCN(C)C2
DBMET03150,Epigalantamine,DBMET03156,O-desmethyl-epigalantamine,,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1
DBMET03156,O-desmethyl-epigalantamine,DBMET03157,O-desmethyl-epigalantamine glucuronide,,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,CN1CCC23C=CC(O)CC2Oc2c(OC4C(O)C(O)C(O)C(O)C4C(=O)O)ccc(c23)C1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02702,Tamoxifen Glucuronides,"UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15",CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02700,4-endoxifen Sulfate,Sulfotransferase 2A1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET00737,4-hydroxytamoxifen sulfate,"Sulfotransferase 1A1, Sulfotransferase 1E1",CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02702,Tamoxifen Glucuronides,"UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 2B15",CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02700,4-endoxifen Sulfate,Sulfotransferase 2A1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET00737,4-hydroxytamoxifen sulfate,"Sulfotransferase 1A1, Sulfotransferase 1E1",CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02719,"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02719,"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02702,Tamoxifen Glucuronides,"UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15",CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02700,4-endoxifen Sulfate,Sulfotransferase 2A1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02719,"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,Cytochrome P450 2C9,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O
DB00682,Warfarin,DBMET00044,S-4'-Hydroxywarfarin,"Cytochrome P450 2C18, Cytochrome P450 2C19",CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET00045,R-4'-Hydroxywarfarin,"Cytochrome P450 2C18, Cytochrome P450 2C8, Cytochrome P450 2C19",CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET00046,R-6-Hydroxywarfarin,"Cytochrome P450 2C19, Cytochrome P450 1A2",CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O
DB00682,Warfarin,DBMET02560,R-10(R)-Hydroxywarfarin,Cytochrome P450 3A4,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET00047,R-10(S)-Hydroxywarfarin,Cytochrome P450 3A4,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET02558,(R)9-hydroxywarfarin,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(O)(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET02559,(S)9-hydroxywarfarin,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(O)(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET02561,R-Warfarin-R-Alcohol,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET02556,R-Warfarin-S-Alcohol,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET02562,S-Warfarin-R-Alcohol,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00682,Warfarin,DBMET02557,S-Warfarin-S-Alcohol,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
DBMET00047,R-10(S)-Hydroxywarfarin,DBMET02563,(E)-dehydrowarfarin,,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C=C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DBMET00047,R-10(S)-Hydroxywarfarin,DBMET02564,(Z)-dehydrowarfarin,,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C=C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DBMET02560,R-10(R)-Hydroxywarfarin,DBMET02563,(E)-dehydrowarfarin,,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C=C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DBMET02560,R-10(R)-Hydroxywarfarin,DBMET02564,(Z)-dehydrowarfarin,,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C=C(c1ccccc1)c1c(O)c2ccccc2oc1=O
DBMET03411,Deoxydaunorubicin aglycone,DBMET03406,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3
DBMET03406,Deoxydaunorubicinol aglycone,DBMET03406,Deoxydaunorubicinol aglycone,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3
DBMET03406,Deoxydaunorubicinol aglycone,DBMET03408,Deoxydaunorubicinol aglycone-13-O-β-glucuronide,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)OOC1OC(C(=O)O)C(O)C(O)C1O)CC3
DBMET03406,Deoxydaunorubicinol aglycone,DBMET03407,Demethyl deoxydaunorubicinol aglycone,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O
DBMET03406,Deoxydaunorubicinol aglycone,DBMET03407,Demethyl deoxydaunorubicinol aglycone,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O
DBMET03406,Deoxydaunorubicinol aglycone,DBMET03408,Deoxydaunorubicinol aglycone-13-O-β-glucuronide,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)OOC1OC(C(=O)O)C(O)C(O)C1O)CC3
DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03409,Demethyl deoxydaunorubicinol aglycone-4-O-sulfate,,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(OS(O)(O)O)c1C3=O
DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03410,Demethyl deoxydaunorubicinol aglycone-4-O-β-glucuronide,,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(OOC2OC(C(=O)O)C(O)C(O)C2O)c1C3=O
DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03409,Demethyl deoxydaunorubicinol aglycone-4-O-sulfate,,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(OS(O)(O)O)c1C3=O
DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03410,Demethyl deoxydaunorubicinol aglycone-4-O-β-glucuronide,,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(OOC2OC(C(=O)O)C(O)C(O)C2O)c1C3=O
DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,Cytochrome P450 2C9,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1
DB00717,Norethisterone,DBMET02891,5α-dihydronorethisterone,3-oxo-5-alpha-steroid 4-dehydrogenase,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C
DB00717,Norethisterone,DBMET02894,5β-dihydronorethisterone,Aldo-keto reductase family 1 member D1,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C
DBMET02891,5α-dihydronorethisterone,DBMET02892,"3α,5α-tetrahydronorethisterone",Aldo-keto reductase family 1 member C4,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(O)CCC4C3CCC21C
DBMET02891,5α-dihydronorethisterone,DBMET02893,"3β,5α-tetrahydronorethisterone",3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(O)CCC4C3CCC21C
DBMET02894,5β-dihydronorethisterone,DBMET02895,"3α,5β-tetrahydronorethisterone",Aldo-keto reductase family 1 member C4,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(O)CCC4C3CCC21C
DBMET02894,5β-dihydronorethisterone,DBMET02896,"3β,5β-tetrahydronorethisterone",3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(O)CCC4C3CCC21C
DB00727,Nitroglycerin,DBMET02594,"1,2-glyceryl dinitrate","Aldehyde dehydrogenase, mitochondrial",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
DB00727,Nitroglycerin,DBMET02598,"1,3-glyceryl dinitrate","Aldehyde dehydrogenase, mitochondrial",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
DB00731,Nateglinide,DBMET01830,2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,"Cytochrome P450 2C9, Cytochrome P450 3A4",CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
DB00731,Nateglinide,DBMET01831,2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,"Cytochrome P450 2C9, Cytochrome P450 3A4",CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)(O)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
DB00731,Nateglinide,DBMET01321,Nateglinide metabolite M2/M3,"Cytochrome P450 2C9, Cytochrome P450 3A4",CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
DB00731,Nateglinide,DBMET01323,Nateglinide metabolite M1,"Cytochrome P450 2C9, Cytochrome P450 3A4",CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)(O)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
DB00741,Hydrocortisone,DBMET02900,5-beta Tetrahydrocortisol,Aldo-keto reductase family 1 member D1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
DB00741,Hydrocortisone,DBMET02901,5-alpha Tetrahydrocortisol,3-oxo-5-alpha-steroid 4-dehydrogenase 2,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
DB00755,Tretinoin,DBMET00298,4-Hydroxyretinoic acid,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 2C18, Cytochrome P450 4A11, Cytochrome P450 1A1, Cytochrome P450 2B6",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O
DB00755,Tretinoin,DB00982,Isotretinoin,"Cytochrome P450 3A7, Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2A6",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
DB00755,Tretinoin,DB00523,Alitretinoin,"Cytochrome P450 2C9, Cytochrome P450 2C8, Cytochrome P450 3A4",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
DB00755,Tretinoin,DBMET00561,Retinoyl beta-glucuronide,UDP-glucuronosyltransferase 2B7,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O
DBMET00298,4-Hydroxyretinoic acid,DBMET00455,4-Oxoretinoic acid,"Cytochrome P450 3A7, Cytochrome P450 2C18, Cytochrome P450 4A11, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2A6, Cytochrome P450 26A1",CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O
DB00982,Isotretinoin,DBMET03635,13-cis-4-Oxoretinoic acid,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O
DB00982,Isotretinoin,DBMET03636,13-cis-Retinoyl-beta-glucuronide,UDP-glucuronosyltransferase 2B7,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O
DB00523,Alitretinoin,DBMET03638,9-cis-4-Oxoretinoic acid,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O
DB00773,Etoposide,DBMET00367,3'-demethyletoposide,Cytochrome P450 3A4,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O
DB00773,Etoposide,DBMET01264,Etoposide catechol,"Cytochrome P450 3A4, Cytochrome P450 3A5",COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O
DB00776,Oxcarbazepine,DBMET01020,(R)-MHD,"Aldo-keto reductase family 1 member C1, Aldo-keto reductase family 1 member C2, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member C4",NC(=O)N1c2ccccc2CC(=O)c2ccccc21,NC(=O)N1c2ccccc2CC(O)c2ccccc21
DB00776,Oxcarbazepine,DBMET02802,(S)-MHD,"Aldo-keto reductase family 1 member C1, Aldo-keto reductase family 1 member C2, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member C4, Carbonyl reductase [NADPH] 1, Carbonyl reductase [NADPH] 3",NC(=O)N1c2ccccc2CC(=O)c2ccccc21,NC(=O)N1c2ccccc2CC(O)c2ccccc21
DBMET02802,(S)-MHD,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine",,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21
DBMET02802,(S)-MHD,DBMET02804,"cis-10,11-dihydro-10,11-dihydroxycarbamazepine",,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21
DBMET01020,(R)-MHD,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine",,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21
DBMET01020,(R)-MHD,DBMET02804,"cis-10,11-dihydro-10,11-dihydroxycarbamazepine",,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21
DBMET01020,(R)-MHD,DBMET02805,(R)-MHD glucuronide metabolite,,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2CC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc21
DBMET02802,(S)-MHD,DBMET02806,(S)-MHD glucuronide metabolite,,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2CC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc21
DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,,O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1
DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,,O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1
