parent_name,child_name,parent_smiles,child_smiles,source,is_duplicate
linomide,"4-hydroxy-N-(4-hydroxyphenyl)-N,1-dimethyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccc(O)cc1,MetXBioDB,True
lisofylline,"lisofylline 4,5-diol",CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O,MetXBioDB,True
lisofylline,pentoxifylline,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,MetXBioDB,True
loperamide,N-Desmethyloperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,MetXBioDB,True
loratadine,,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,MetXBioDB,True
lovastatin,6'beta-Hydroxylovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(C)C(=O)OC1CC(C)(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,MetXBioDB,True
maprotiline,desmethylmaprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,NCCCC12CCC(c3ccccc31)c1ccccc12,MetXBioDB,True
maprotiline,3-OH-maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,CNCCCC12CCC(c3ccccc31)c1ccc(O)cc12,MetXBioDB,True
maprotiline,2-OH-maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,CNCCCC12CCC(c3ccccc31)c1cc(O)ccc12,MetXBioDB,True
mefenamic acid,3-hydroxymethyl mefenamic aci,Cc1cccc(Nc2ccccc2C(=O)O)c1C,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,MetXBioDB,True
melatonin,6-Hydroxymelatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,MetXBioDB,True
melatonin,N-Acetyl-5-hydroxytryptamine,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CC(=O)NCCc1c[nH]c2ccc(O)cc12,MetXBioDB,True
meloxicam,,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CN1C(C(=O)Nc2ncc(CO)s2)=C(O)c2ccccc2S1(=O)=O,MetXBioDB,True
midazolam,1'-Hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,MetXBioDB,True
midazolam,4-Hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,MetXBioDB,True
mifepristone,Monodemethylated mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(NC)cc3)CC21C,MetXBioDB,True
mifepristone,17alpha-hydroxymifepristone ,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,CN(C)c1ccc(C2CC3(C)C(CCC3(O)C#CCO)C3CCC4=CC(=O)CCC4=C23)cc1,MetXBioDB,True
montelukast,montelukast sulfoxide,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,CC(C)(O)c1ccccc1CCC(c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1)[S+]([O-])CC1(CC(=O)O)CC1,MetXBioDB,True
montelukast,21-Hydroxymontelukast,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,CC(C)(O)c1ccccc1C(O)CC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,MetXBioDB,True
montelukast,"[1Ã¢â‚¬Â({[(1R)Ã¢â‚¬Â1Ã¢â‚¬Â{3Ã¢â‚¬Â[(E)Ã¢â‚¬Â2Ã¢â‚¬Â(7Ã¢â‚¬ÂchloroquinolinÃ¢â‚¬Â2Ã¢â‚¬Âyl)ethenyl]phenyl}Ã¢â‚¬Â3Ã¢â‚¬Â[2Ã¢â‚¬Â(1,2Ã¢â‚¬ÂdihydroxypropanÃ¢â‚¬Â2Ã¢â‚¬Âyl)phenyl]propyl]sulfanyl}methyl)cyclopropyl]aceticacid",CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,CC(O)(CO)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,MetXBioDB,True
mycophenolic acid,6-O-desmethyl-MPA (DM-MPA),COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,CC(=CCc1c(O)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O,MetXBioDB,True
naproxen,Desmethylnaproxen ,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CC(C(=O)O)c1ccc2cc(O)ccc2c1,MetXBioDB,True
nefazodone,,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CC(O)c1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,MetXBioDB,True
nefazodone,,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cccc(N2CCNCC2)c1,MetXBioDB,True
nicotine,"(S)-Nicotine ÃŽâ€1Ã¢â‚¬Â²,5Ã¢â‚¬Â²-iminium ion",CN1CCCC1c1cccnc1,C[N+]1=CCCC1c1cccnc1,MetXBioDB,True
nicotine,2Ã¢â‚¬Â²-Hydroxynicotine,CN1CCCC1c1cccnc1,CN1CCCC1(O)c1cccnc1,MetXBioDB,True
nicotine,Nornicotine,CN1CCCC1c1cccnc1,c1cncc(C2CCCN2)c1,MetXBioDB,True
nifedipine,Oxidized nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1ccccc1[N+](=O)[O-],MetXBioDB,True
nortriptyline,E-10-OH-nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CC(O)c2ccccc21,MetXBioDB,True
nortriptyline,demethylnortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,MetXBioDB,True
olanzapine,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,MetXBioDB,True
olanzapine,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1,MetXBioDB,True
olanzapine,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,MetXBioDB,True
olopatadine,N-monodemethylolopatadine,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,CNCCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,MetXBioDB,True
oxycodone,oxymorphone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,MetXBioDB,True
oxycodone,noroxycodone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)NCCC314,MetXBioDB,True
perphenazine,N-Dealkylated perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Clc1ccc2c(c1)N(CCCN1CCNCC1)c1ccccc1S2,MetXBioDB,True
perphenazine,Perphenazine sulfoxide,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[O-][S+]1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,MetXBioDB,True
phenacetin,Acetaminophen,CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,MetXBioDB,True
phenacetin,N-OH-phenacetin,CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(N(O)C(C)=O)cc1,MetXBioDB,True
pilocarpine,3-hydroxypilocarpine,CCC1C(=O)OCC1Cc1cncn1C,CCC1(O)C(=O)OCC1Cc1cncn1C,MetXBioDB,True
piroxicam,5'-Hydroxypiroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O,MetXBioDB,True
progesterone,6beta-OH-progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CC(O)C4=CC(=O)CCC4(C)C3CCC12C,MetXBioDB,True
progesterone,21-OH-progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,MetXBioDB,True
promazine,Promazine 5-sulfoxide,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN(C)CCCN1c2ccccc2[S+]([O-])c2ccccc21,MetXBioDB,True
promazine,N-Desmethyl promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,CNCCCN1c2ccccc2Sc2ccccc21,MetXBioDB,True
propofol,4-OH-propofol,CC(C)c1cccc(C(C)C)c1O,CC(C)c1cc(O)cc(C(C)C)c1O,MetXBioDB,True
quazepam,2-Oxoquazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,MetXBioDB,True
quetiapine,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,[O-][S+]1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21,MetXBioDB,True
quetiapine,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1,MetXBioDB,True
quinidine,3-Hydroxyquinidine,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,MetXBioDB,True
quinidine,Quinidine-N-oxide,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1C[N+]2([O-])CCC1CC2C(O)c1ccnc2ccc(OC)cc12,MetXBioDB,True
(R)-mianserin,"(R)-mianserin, N-Desmethyl",CN1CCN2c3ccccc3Cc3ccccc3C2C1,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,MetXBioDB,True
(R)-mianserin,"(R)-mianserin, 8-hydroxy",CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,MetXBioDB,True
(R)-mianserin,"(R)-mianserin, N-oxide",CN1CCN2c3ccccc3Cc3ccccc3C2C1,C[N+]1([O-])CCN2c3ccccc3Cc3ccccc3C2C1,MetXBioDB,True
ranitidine,Desmethylranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CNCc1ccc(CSCCNC(=C[N+](=O)[O-])NC)o1,MetXBioDB,True
repaglinide,,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCC(O)C2)ccc1C(=O)O,MetXBioDB,True
repaglinide,,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N)ccc1C(=O)O,MetXBioDB,True
retinol,All-trans-retinal,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,MetXBioDB,True
risperidone,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,MetXBioDB,True
ropivacaine,3-OH-ropivacaine,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,CCCN1CCCCC1C(=O)Nc1c(C)ccc(O)c1C,MetXBioDB,True
ropivacaine,PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1NC(=O)C1CCCCN1,MetXBioDB,True
salmeterol,,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,OCc1cc(C(O)CNCCCCCCOCCCC(O)c2ccccc2)ccc1O,MetXBioDB,True
selegiline,Desmethylselegiline,C#CCN(C)C(C)Cc1ccccc1,C#CCNC(C)Cc1ccccc1,MetXBioDB,True
selegiline,Methamphetamine,C#CCN(C)C(C)Cc1ccccc1,CNC(C)Cc1ccccc1,MetXBioDB,True
sertraline,N-desmethylsertraline,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,MetXBioDB,True
simvastatin,6'-ÃŽÂ²-Hydroxysimvastatin ,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(C)(C)C(=O)OC1CC(C)(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,MetXBioDB,True
simvastatin,"3', 5'-Dihydrodiol",CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(C)(C)C(=O)OC1CC(C)C(O)C2=CC(O)C(C)C(CCC3CC(O)CC(=O)O3)C21,MetXBioDB,True
simvastatin,6'-exomethylene,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,C=C1C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C2C(OC(=O)C(C)(C)CC)C1,MetXBioDB,True
sulfamethoxazole,Sulfamethoxazole N4-hydroxylamine,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(NO)cc2)no1,MetXBioDB,True
tamoxifen,N-Desmethyltamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,MetXBioDB,True
tamoxifen,4-Hydroxytamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,MetXBioDB,True
tamoxifen,alpha-Hydroxytamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC(O)C(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,MetXBioDB,True
tamsulosin,,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccc(O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,MetXBioDB,True
tamsulosin,,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,MetXBioDB,True
tamsulosin,,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,COc1ccc(CC(C)NCCOc2ccccc2O)cc1S(N)(=O)=O,MetXBioDB,True
teniposide,Teniposide catechol ,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,MetXBioDB,True
terbinafine,N-Desmethylterbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CC(C)(C)C#CC=CCNCc1cccc2ccccc12,MetXBioDB,True
terbinafine,Hydroxyterbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CN(CC=CC#CC(C)(C)CO)Cc1cccc2ccccc12,MetXBioDB,True
terbinafine,1-Naphtaldehyde,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,O=Cc1cccc2ccccc12,MetXBioDB,True
testosterone,6ÃŽÂ²Hydroxytestosterone ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1C(O)CC1C2CCC2(C)C(O)CCC12,MetXBioDB,True
testosterone,2ÃŽÂ±-Hydroxytestosterone ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,MetXBioDB,True
testosterone,15ÃŽÂ±-Hydroxytestosterone ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12,MetXBioDB,True
testosterone,16ÃŽÂ±-Hydroxytestosterone ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,MetXBioDB,True
testosterone,Androstenedione ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,MetXBioDB,True
thiabendazole,5-hydroxythiabendazole ,c1ccc2[nH]c(-c3cscn3)nc2c1,Oc1ccc2nc(-c3cscn3)[nH]c2c1,MetXBioDB,True
ticlopidine,Thienodihydropyridinium,Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1,MetXBioDB,True
ticlopidine,Ticlopidine S-oxide,Clc1ccccc1CN1CCc2sccc2C1,[O-][s+]1ccc2c1CCN(Cc1ccccc1Cl)C2,MetXBioDB,True
ticrynafen,Tienilic acid-s-oxide,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,O=C(O)COc1ccc(C(=O)c2ccc[s+]2[O-])c(Cl)c1Cl,MetXBioDB,True
tolbutamide,4-Hydroxytolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1,MetXBioDB,True
tolterodine,N-Dealkylated tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,Cc1ccc(O)c(C(CCNC(C)C)c2ccccc2)c1,MetXBioDB,True
tolterodine,5-Hydroxymethyl tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,CC(C)N(CCC(c1ccccc1)c1cc(CO)ccc1O)C(C)C,MetXBioDB,True
toremifene,N-desmethyltoremifene,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,CNCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,MetXBioDB,True
tramadol,N-desmethyltramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(OC)c1,MetXBioDB,True
tramadol,O-desmethyl-tramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CN(C)CC1CCCCC1(O)c1cccc(O)c1,MetXBioDB,True
trazodone,m-CPP,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Clc1cccc(N2CCNCC2)c1,MetXBioDB,True
trazodone,p-Hydroxytrazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12,MetXBioDB,True
trazodone,Trazodone epoxide,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2n1C=CC1OC21,MetXBioDB,True
triazolam,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,MetXBioDB,True
triazolam,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2O,MetXBioDB,True
trimethadione,,CN1C(=O)OC(C)(C)C1=O,CC1(C)OC(=O)N=C1O,MetXBioDB,True
valdecoxib,"4Ã¢â‚¬Â[5Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬ÂphenylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,MetXBioDB,True
valdecoxib,"4Ã¢â‚¬Â[3Ã¢â‚¬Â(3Ã¢â‚¬Âhydroxyphenyl)Ã¢â‚¬Â5Ã¢â‚¬ÂmethylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,MetXBioDB,True
valproic acid,4-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CC(C)O)C(=O)O,MetXBioDB,True
valproic acid,5-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CCCO)C(=O)O,MetXBioDB,True
valproic acid,3-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(O)CC,MetXBioDB,True
valproic acid,4-ene-valproate,CCCC(CCC)C(=O)O,C=CCC(CCC)C(=O)O,MetXBioDB,True
valsartan,4-OH-valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,MetXBioDB,True
vicriviroc,N-Desalkylvicriviroc ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCNC(C)C2)CC1,MetXBioDB,True
vicriviroc,O-Desmethylvicriviroc ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(CO)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1,MetXBioDB,True
vicriviroc,Vicriviroc N-oxide ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)nc[n+]([O-])c3C)CC2)CC1C,MetXBioDB,True
voriconazole,Hydroxymethyl Voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,OCC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,MetXBioDB,True
voriconazole,Voriconazole N-Oxide,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,CC(c1nc[n+]([O-])cc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,MetXBioDB,True
DMXAA,6-Hydroxy-MXAA,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,MetXBioDB,True
DEET,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(CO)c1,MetXBioDB,True
Proguanil,4-Chlorophenylbiguanide,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,N=C(N)NC(=N)Nc1ccc(Cl)cc1,MetXBioDB,True
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2[S+]([O-])c2ccccc21)N(C)C,MetXBioDB,True
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,MetXBioDB,True
Bufuralol,4-Hydroxybufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1ccc(O)c2cc(C(O)CNC(C)(C)C)oc12,MetXBioDB,True
Bufuralol,6-Hydroxubufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1c(O)ccc2cc(C(O)CNC(C)(C)C)oc12,MetXBioDB,True
Bufuralol,1'2'-Ethenylbufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,C=Cc1cccc2cc(C(O)CNC(C)(C)C)oc12,MetXBioDB,True
Deltamethrin,4'-OH-deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccc(O)cc2)c1,MetXBioDB,True
Halothane ,Trifluoroacetyl chloride,FC(F)(F)C(Cl)Br,O=C(Cl)C(F)(F)F,MetXBioDB,True
delta-9-Tetrahydrocannabinol,11-OH-delata-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21,MetXBioDB,True
delta-9-Tetrahydrocannabinol,7-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1C(O)CC(C)=CC21,MetXBioDB,True
delta-9-Tetrahydrocannabinol,8-OH-delta-9-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(C)=CC21,MetXBioDB,True
S-Bioallethrin,,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)CO)C2(C)C)CC1=O,MetXBioDB,True
Artesunate,,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,MetXBioDB,True
