parent_smiles,parent_id,parent_name,child_id,child_name,enzymes,origin,child_smiles,source,tanimoto,set
NC(=O)N1c2ccccc2C=Cc2ccccc21,,carbamazepine,,9-Hydroxycarbamazepine ,CYP3A4; CYP2C8 ,carbamazepine,NC(=O)N1c2ccccc2C=Cc2c(O)cccc21,MetXBioDB,0.7666666666666667,train
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,DB00216,Eletriptan,DBMET00089,Eletriptan N-oxide,Prostaglandin G/H synthase 1,DB00216,C[N+]1([O-])CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,DrugBank,0.6461538461538462,train
COc1ccc(-c2cc(=S)ss2)cc1,DB13853,Anethole trithione,DBMET02057,4-Hydroxy-anethorithion (ATX),,DB13853,Oc1ccc(-c2cc(=S)ss2)cc1,DrugBank,0.5806451612903226,train
NC(=O)C(CCC(=O)O)NC(=O)c1ccccc1C(=O)O,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DB03091,Isoglutamine,,DB01041,NC(=O)C(N)CCC(=O)O,DrugBank,0.358974358974359,train
COc1cc(CCC(=O)C=C(O)CCc2ccc(O)c(OC)c2)ccc1O,,Tetrahydrocurcumin,,,UGT,Tetrahydrocurcumin,COc1cc(CCC(O)=CC(=O)CCc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(OC)c2)ccc1O,MetXBioDB,0.6666666666666666,train
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,,Carbosulfan,,carbofuran,CYP1A1; CYP1A2; CYP2A6; CYP2B6; CYP2C8; CYP2C19; CYP3A4,Carbosulfan,CNC(=O)Oc1cccc2c1OC(C)(C)C2,MetXBioDB,0.5555555555555556,train
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,DB09020,Bisacodyl,DBMET03353,Bis-(p-hydroxyphenyl)-pyridyl-2-methane,,DB09020,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,DrugBank,0.5675675675675675,train
NC(=O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,,"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",,rac-RPR 127025,CYP1A2;CYP2C8;CYP2C9;CYP3A4,"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",NC(=O)c1c(Cl)c(-c2cccnc2)n2c1C(O)CCC2,MetXBioDB,0.6481481481481481,train
CCCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,DB13946,Testosterone undecanoate,DBMET03459,Dihydrotestosterone undecanoate,3-oxo-5-alpha-steroid 4-dehydrogenase 2,DB13946,CCCCCCCCCCC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,DrugBank,0.6153846153846154,train
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,,methaqualone,,hydroxy-methaqualone,CYP3A4,methaqualone,Cc1cc(O)ccc1-n1c(C)nc2ccccc2c1=O,MetXBioDB,0.7368421052631579,train
CC(=O)NCCNCCNCCN,DBMET01456,N1-acetyltriethylenetetramine,DBMET01457,"N1, N10-diacetyltriethylenetetramine",Diamine acetyltransferase 1,DB06824,CC(=O)NCCNCCNCCNC(C)=O,DrugBank,0.7619047619047619,train
CCCCCC(O)C=CC=CCCCCCCCC(=O)O,,13-hydroxyoctadecadienoic acid,,,UGT,13-hydroxyoctadecadienoic acid,CCCCCC(O)C=CC=CCCCCCCCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.5740740740740741,train
CNC(C)Cc1ccccc1,DB01577,Metamfetamine,DBMET00733,4-hydroxyamphetamine,,DB01577,CC(N)Cc1ccc(O)cc1,DrugBank,0.3125,train
CCOP(=S)(OCC)SCCSCC,,Disulfoton,,Disulfoton sulfoxide,CYP1A2; CYP2B6; CYP2C9; CYP2C18; CYP2C19; CYP2D6; CYP3A4,Disulfoton,CCOP(=S)(OCC)SCC[S+]([O-])CC,MetXBioDB,0.5151515151515151,train
CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,DBMET03047,Arbidol M8 metabolite,DBMET03062,Arbidol M16 metabolite,,DB13609,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12,DrugBank,0.7846153846153846,train
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,DB00968,Methyldopa,DBMET03313,Alpha-methyldopa-mono-O-sulfate,Sulfotransferase,DB00968,CC(N)(Cc1ccc(O)c(OS(=O)(=O)O)c1)C(=O)O,DrugBank,0.6341463414634146,train
CCn1nnc(C2=CCCN(C)C2)n1,,Alvameline,,,CYP2D6,Alvameline,CN1CCC=C(c2nn[nH]n2)C1,MetXBioDB,0.55,train
CCCCCCCCCCCCCC(=O)O,,tetradecanoic acid,,,CYP2E1;CYP4A11,tetradecanoic acid,CC(O)CCCCCCCCCCCC(=O)O,MetXBioDB,0.52,train
CCOc1cc2oc(=O)ccc2cc1O,,3-OH-7-ethoxycourmarin,,3-OH-7-ethoxycourmarin O-glucuronide,UGT,3-OH-7-ethoxycourmarin,CCOc1cc2oc(=O)ccc2cc1OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.5192307692307693,train
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DB00186,Lorazepam,DBMET00648,Lorazepam glucuronide,,DB00186,O=C(O)C1OC(OC2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,DrugBank,0.3768115942028985,train
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,HEXACHLOROBENZENE,,Pentachlorophenol,CYP3A4,HEXACHLOROBENZENE,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,MetXBioDB,0.5,train
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,,17ÃŽÂ²-OH-progesterone,,17Beta-21-dihydroxyprogesterone,CYP2D4; CYP2D6,17ÃŽÂ²-OH-progesterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,MetXBioDB,0.7755102040816326,train
CC1(C=O)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,DBMET03000,Amoxicillin M4 Metabolite,DBMET03001,Amoxicillin M5 Metabolite,,DB01060,CC1(C(=O)O)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,DrugBank,0.7543859649122807,train
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,gepirone,,,CYP3A4,gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1O,MetXBioDB,0.5555555555555556,train
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,,Flavopiridol,,,UGT1A9,Flavopiridol,CN1CCC(c2c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,MetXBioDB,0.6805555555555556,train
CC12CC(O)C(C1)C(C)(C)C2=O,,fenchone metabo4,,,UGT,fenchone metabo4,CC12CC(OC3OC(C(=O)O)C(O)C(O)C3O)C(C1)C(C)(C)C2=O,MetXBioDB,0.4186046511627907,train
OC1=Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,,efavirenz,,8-OH-efavirenz,CYP2B6; CYP1A2; CYP3A4,efavirenz,OC1=Nc2c(O)cc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,MetXBioDB,0.6923076923076923,train
CCC(CO)(c1ccccc1)N(C)C,DBMET01505,2-dimethylamino-2-phenylbutan-1-ol,DBMET01506,2-methylamino-2-phenylbutan-1-ol ,,DB09089,CCC(CO)(NC)c1ccccc1,DrugBank,0.4705882352941176,train
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,,Rupatadine,,,CYP3A4,Rupatadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,MetXBioDB,0.559322033898305,train
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,,Phloretin,,"Phloretin, 2p-OH-glucuronide",UGT1A9,Phloretin,O=CC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O,MetXBioDB,0.5098039215686274,train
CC12CCCCCC(Cc3ccc(O)cc31)C2N,,Dezocine,,,UGT,Dezocine,CC12CCCCCC(Cc3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc31)C2N,MetXBioDB,0.5245901639344263,train
O=c1cc(-c2ccccc2)oc2cccc(O)c12,,5-Hydroxyflavone,,,UGT1A9,5-Hydroxyflavone,O=C(O)C1OC(Oc2cccc3oc(-c4ccccc4)cc(=O)c23)C(O)C(O)C1O,MetXBioDB,0.5,train
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,Kaempferol,,,UGT1A9,Kaempferol,O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,MetXBioDB,0.5283018867924528,train
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,,Loxepine,,Loxepine N-glucuronide,UGT1A3,Loxepine,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,MetXBioDB,0.5555555555555556,train
CN1C(=C(O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,,tenoxicam,,5'-Hydroxytenoxicam,CYP2C9,tenoxicam,CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2sccc2S1(=O)=O,MetXBioDB,0.7307692307692307,train
Cc1[nH]c(C=C2C(O)=Nc3ccccc32)c(C)c1CCC(=O)O,,TSU-68,,TSU-68 metabolite 3,CYP1A1; CYP1A2; CYP2C8,TSU-68,Cc1[nH]c(C=C2C(O)=Nc3cc(O)ccc32)c(C)c1CCC(=O)O,MetXBioDB,0.7692307692307693,train
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,DB01211,Clarithromycin,DBMET00356,14-hydroxyclarithromycin,Cytochrome P450 3A4,DB01211,COC1(C)CC(OC2C(C)C(=O)OC(C(C)O)C(C)(O)C(O)C(C)C(=O)C(C)CC(C)(OC)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,Both,0.8076923076923077,train
CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,DB00768,Olopatadine,DBMET00970,Olopatadine N-oxide,"Flavin-containing monooxygenase 1, Flavin-containing monooxygenase 3",DB00768,C[N+](C)([O-])CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,DrugBank,0.7321428571428571,train
O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)CC2)C(=O)N(C2CCC(O)CC2)C1O,DBMET03602,Daprodustat M2 metabolite,DBMET03603,Daprodustat M13 metabolite,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB11682,O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)C(O)C2)C(=O)N(C2CCC(O)CC2)C1O,DrugBank,0.8478260869565217,train
Nc1ccc(S(=O)(=O)c2ccc(N(O)SSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc2)cc1,DBMET01045,Dapsone mercaptal intermediate,DBMET01046,Dapsone GSH conjugate,,DB00250,Nc1ccc(S(=O)(=O)c2ccc(N[S+]([O-])SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc2)cc1,DrugBank,0.6857142857142857,train
CC(c1cc2ccccc2s1)N(O)C(N)=O,DB00744,Zileuton,DBMET00139,Zileuton sulfoxide,Cytochrome P450 3A4,DB00744,CC(c1cc2ccccc2[s+]1[O-])N(O)C(N)=O,Both,0.4893617021276595,train
CNCCC=C1c2ccccc2CC(O)c2ccccc21,DBMET00052,E-10-Hydroxynortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,,DB00321,NCCC=C1c2ccccc2CC(O)c2ccccc21,DrugBank,0.6904761904761905,train
COc1cccc(-c2oc3ccccc3c(=O)c2O)c1,,3-Hydroxy-3p-methoxyflavone,,,UGT1A9,3-Hydroxy-3p-methoxyflavone,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1,MetXBioDB,0.5789473684210527,train
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,,bromocriptine,,,CYP3A4,bromocriptine,CC(C)CC1C(=O)N2C(O)CCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,MetXBioDB,0.8279569892473119,train
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,DB01190,Clindamycin,DBMET02981,N-desmethylclindamycin,Cytochrome P450 3A4,DB01190,CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,Both,0.6612903225806451,train
CC(=O)CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02884,Acalabrutinib M24 Metabolite,,DB11703,CCCC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,DrugBank,0.8472222222222222,train
Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,,Cyanidin,,"2,4,6-Trihydroxybenzaldehyde",Unspecified gut bacterial enzyme,Cyanidin,O=Cc1c(O)cc(O)cc1O,MetXBioDB,0.2432432432432432,train
CC(C)(C)NC(=O)C1CCC2C3CCC4N=C(O)C=CC4(C)C3CCC12C,,finasteride,,,CYP3A4,finasteride,CC(C)(CO)NC(=O)C1CCC2C3CCC4N=C(O)C=CC4(C)C3CCC12C,MetXBioDB,0.8214285714285714,train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,DB14669,Betamethasone phosphate,DB00443,Betamethasone,,DB14669,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,DrugBank,0.7692307692307693,train
CC(C)(N)Cc1ccccc1,DB00191,Phentermine,DBMET02228,N-hydroxyphentermine,,DB12532,CC(C)(Cc1ccccc1)NO,DrugBank,0.5185185185185185,train
NCC(CC(=O)O)c1ccc(Cl)cc1,DB00181,Baclofen,DBMET02215,β-(p-chlorophenyl)-4-hydroxybutyric acid,,DB00181,C=C(CC(=O)O)c1ccc(Cl)cc1,DrugBank,0.3783783783783784,train
CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DBMET00455,4-Oxoretinoic acid,DBMET03632,4-Oxoretinoic acid glucuronide,UDP-glucuronosyltransferase 2B7,DB00755,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(CO)C(O)C(O)C1O,DrugBank,0.5873015873015873,train
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DB01174,Phenobarbital,DBMET00111,p-Hydroxyphenobarbital,"Cytochrome P450 2C9, Cytochrome P450 2C19",DB01174,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,DrugBank,0.6774193548387096,train
Oc1cnc2c(c1)CCc1cc(Cl)ccc1C2=C1CCNCC1,DBMET02787,3-hydroxydesloratadine,DBMET02792,3-hydroxydesloratadine glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B15",DB00455,O=C(O)C1OC(Oc2cnc3c(c2)CCc2cc(Cl)ccc2C3=C2CCNCC2)C(O)C(O)C1O,DrugBank,0.546875,train
COc1ccc(CC2CCC(=O)O2)cc1O,,"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl",,,UGT,"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl",COc1ccc(CC2CCC(=O)O2)cc1OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.5789473684210527,train
O=c1[nH]c(=O)n(C2OC(COP(=O)(O)O)C(O)C2O)cc1F,DBMET03586,5-fluorouridine monophosphate (5-FUMP),DBMET03589,5-fluorouridine diphosphate (5-FUDP),UMP-CMP kinase,DB00322,O=c1[nH]c(=O)n(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)cc1F,DrugBank,0.8367346938775511,train
CC(C)(C)c1ccc(O)cc1,,4-tert-Butylphenol,,,UGT1A9,4-tert-Butylphenol,CC(C)(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,MetXBioDB,0.282051282051282,train
CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O,,schembl237672,,"AMHC (3-[2-(N,N-diethyl-Nmethylammonium)ethyl]-7-hydroxy-4-methylcoumarin)",CYP1A2;CYP2D6;CYP2B6,schembl237672,CC[N+](C)(CC)CCc1c(O)oc2cc(=O)ccc-2c1C,MetXBioDB,0.4385964912280701,train
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C(O)CC4(C)C3CCC21C,,Medroxyprogesterone Acetate (M4),,M-1,CYP3A4;,Medroxyprogesterone Acetate (M4),CC(=O)OC1(C(C)=O)CCC2C3CC(C)(O)C4=CC(=O)C(O)CC4(C)C3CCC21C,MetXBioDB,0.711864406779661,train
Cc1cccc(Nc2ccccc2C(=O)O)c1C,DB00784,Mefenamic acid,DBMET01702,3-hydroxymethyl mefenamic aci,Cytochrome P450 2C9,DB00784,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,Both,0.6756756756756757,train
OC1C(O)C(O)C(O)C(O)C1O,DB13178,Inositol,DBMET00488,Glucuronic acid,,DB13178,O=C(O)C1OC(O)C(O)C(O)C1O,DrugBank,0.2631578947368421,train
CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C(N)O1,DBMET01965,DM-6705,DBMET01968,DM-6704,Cytochrome P450 3A4,DB11637,CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CNC(=O)O1,DrugBank,0.6615384615384615,train
COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,,unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,,,CYP2C9;CYP2C19;CYP2D6;CYP3A4,unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,COC(=O)C12CC3CC(CCO)C1N(CCc1c2[nH]c2ccccc12)C3,MetXBioDB,0.8548387096774194,train
ICCCc1ccccc1,,1-iodo-3-phenylpropane,,3-phenylpropyl-glutathione,GST,1-iodo-3-phenylpropane,NC(CCC(=O)NC(CSCCCc1ccccc1)C(=O)NCC(=O)O)C(=O)O,MetXBioDB,0.2363636363636363,train
C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,DB00118,Ademetionine,DBMET00514,S-Adenosylhomocysteine,,DB00118,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,DrugBank,0.582089552238806,train
C=Cc1ccccc1,,styrene,,"Styrene 7,8-oxide",CYP2E1,styrene,c1ccc(C2CO2)cc1,MetXBioDB,0.24,train
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,DB04725,Licofelone,DBMET01313,Licofelone metabolite M4,"Cytochrome P450 2J2, Cytochrome P450 3A4, Cytochrome P450 2C8, Cytochrome P450 2C19, Cytochrome P450 2D6",DB04725,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,Both,0.851063829787234,train
CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,,O-Desmethylgalantamine,,,UGT,galantamine,CN1CCC23C=CC(O)CC2Oc2c(OC4OC(C(=O)O)C(O)C(O)C4O)ccc(c23)C1,MetXBioDB,0.6153846153846154,train
CCCCCCCCCCCCCCCC(=O)O,,palmitic acid,,,CYP2E1;CYP4A11,palmitic acid,CC(O)CCCCCCCCCCCCCC(=O)O,MetXBioDB,0.52,train
Cc1cccc(C(C)c2cnc[nH]2)c1C,,Dexmedetomidine,,,UGT2B20; UGT1A4,Dexmedetomidine,Cc1cccc(C(C)c2cn(C3OC(C(=O)O)C(O)C(O)C3O)cn2)c1C,MetXBioDB,0.2950819672131147,train
O=[N+]([O-])c1ccc(CCBr)cc1,,4-nitrophenethyl bromide,,4-nitrophenethyl-glutathione,GST,4-nitrophenethyl bromide,NC(CCC(=O)NC(CSCCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,MetXBioDB,0.3,train
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,,granisetron,,7-Hydroxygranisetron,CYP1A1,granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3cccc(O)c13)C2,MetXBioDB,0.7254901960784313,train
CN(C)NN=C1N=CN=C1C(N)=O,,dacarbazine,,MTIC,CYP1A2;CYP2E1,dacarbazine,CNNN=C1N=CN=C1C(N)=O,MetXBioDB,0.6388888888888888,train
CN1CC2Cc3ccc(O)c4c3C3(C1)C2C=CC(O)C3O4,,morphine,,Normorphine,CYP2C8;CYP3A4,codeine,Oc1ccc2c3c1OC1C(O)C=CC4C(CNCC341)C2,MetXBioDB,0.6296296296296297,train
Nc1ccc(O)c(C(=O)O)c1,DB00244,Mesalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),Arylamine N-acetyltransferase 1,DB00795,CC(=O)Nc1ccc(O)c(C(=O)O)c1,Both,0.5,train
COCCc1ccc(OCC(O)CNC(C)C)cc1,DB00264,Metoprolol,DBMET01562,Deisopropylmetoprolol,Cytochrome P450 2C19,DB00264,COCCc1ccc(OCC(O)CN)cc1,Both,0.6585365853658537,train
CNCCN1C(=O)C(OC(C)=O)C(c2ccc(OC)cc2)Sc2ccccc21,DBMET03220,N-monodesmethyl diltiazem,DBMET03221,"N,O-didesmethyl diltiazem",Cytochrome P450 2D6,DB00343,CNCCN1C(=O)C(OC(C)=O)C(c2ccc(O)cc2)Sc2ccccc21,DrugBank,0.8392857142857143,train
CC(=O)Oc1ccccc1C(=O)O,DB00945,Acetylsalicylic acid,DBMET02420,Gentisic acid,Cytochrome P450 2C9,DB00945,O=C(O)c1cc(O)ccc1O,DrugBank,0.2941176470588235,train
COc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,,"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",,Estradiol,CYP2C19(major);CYP2C9;CYP1A2;CYP3A4,"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,MetXBioDB,0.7446808510638298,train
[O-][s+]1ccc2c1CCN(Cc1ccccc1Cl)C2,DBMET00094,Ticlopidine S-oxide,DBMET01207,Ticlopidine S-oxide dimer,,DB00208,[O-][S+]1C2=C(CN(Cc3ccccc3Cl)CC2)C2C1C1C3=C(CCN(Cc4ccccc4Cl)C3)C2[S+]1[O-],DrugBank,0.4821428571428571,train
CCC(Cc1ccc2c(c1)OCO2)NC,,"(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine",,,CYP1A2;CYP2B6;CYP2C19;CYP2D6;CYP3A4,"(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine",CCC(Cc1ccc(O)c(O)c1)NC,MetXBioDB,0.5384615384615384,train
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,,(r)-trimipramine,,,CYP2D6,(r)-trimipramine,CC(CN(C)C)CN1c2ccccc2CCc2cc(O)ccc21,MetXBioDB,0.775,train
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,DB01586,Ursodeoxycholic acid,DBMET03598,Lithocholic acid,,DB01586,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,DrugBank,0.75,train
CCn1c(=O)c2c(nc(C=Cc3ccc(O)c(OC)c3)n2C)n(CC)c1=O,DBMET02750,4'-O-monodesmethyl istradefylline (M1),DBMET02751,M1 Sulfate Conjugate (M4),,DB11757,CCn1c(=O)c2c(nc(C=Cc3ccc(OS(=O)(=O)O)c(OC)c3)n2C)n(CC)c1=O,DrugBank,0.7457627118644068,train
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,DB01024,Mycophenolic acid,DBMET00917,Mycophenolic acid-7-O-glucuronide,"UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A7, UDP-glucuronosyltransferase 1A1",DB00688,COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2,Both,0.65625,train
COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1ccccc1[N+](=O)[O-],DBMET02975,"2,6-dimethyl-4-(2-nitrophenyl)-5-methoxycarbonyl-pyridine-3-carboxylic acid",DBMET02976,2-hydroxymethyl-pyridine carboxylic acid,,DB01115,CC1=C(C(=O)O)CC=CN1,DrugBank,0.2037037037037037,train
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,,eupatilin,,Jaceosidine,CYP1A2;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP2E1,eupatilin,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O,MetXBioDB,0.8636363636363636,train
CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,DB12265,Fexinidazole,DBMET03402,Fexinidazole sulfoxide metabolite (M1),"Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5, Flavin-containing monooxygenase 3, Cytochrome P450 2D6",DB12265,Cn1c([N+](=O)[O-])cnc1COc1ccc([S+](C)[O-])cc1,DrugBank,0.717391304347826,train
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,Diazinon,,Diazoxon,CYP1A2; CYP2A6; CYP2B6; CYP2C8; CYP2C9; CYP2C19; CYP2D6; CYP3A4,Diazinon,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,MetXBioDB,0.7,train
CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,,tegaserod,,,CYP1A2;CYP2D6,tegaserod,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(O)cc12,MetXBioDB,0.7592592592592593,train
CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,DB14973,Abrocitinib,DBMET03431,Abrocitinib M4 metabolite,"Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2B6",DB14973,CCCS(=O)(=O)NC1CC(N(C)c2ncnc3c2CC(=O)N3)C1,DrugBank,0.5862068965517241,train
