parent_name,parent_smiles,child_name,child_smiles,origin,set,source
N-(2-formyl-3-chlorophenyl) anthranilic acid,O=Cc1c(Cl)cccc1Nc1ccccc1C(=O)OC1OC(O)C(O)C(O)C1O,N-(2-formyl-3-chlorophenyl) anthranilic acid,O=Cc1c(Cl)cccc1Nc1ccccc1C(=O)OC1OC(O)C(O)C(O)C1O,DB09216,train,Parent-Parent Augmented
(+)-isothujone,CC1C(=O)CC2(C(C)C)CC12,(+)-isothujone,CC1C(=O)CC2(C(C)C)CC12,(+)-isothujone,train,Parent-Parent Augmented
Candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DB00796,train,Parent-Parent Augmented
Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,DB00499,train,Parent-Parent Augmented
Encainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,Encainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,DB01228,train,Parent-Parent Augmented
3-methoxy-4-hydroxyacetaldehyde,COc1cc(CC=O)ccc1O,3-methoxy-4-hydroxyacetaldehyde,COc1cc(CC=O)ccc1O,DB01235,train,Parent-Parent Augmented
CTK0G1203,CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C,CTK0G1203,CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C,CTK0G1203,train,Parent-Parent Augmented
Fluvoxamine,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,Fluvoxamine,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,DB00176,train,Parent-Parent Augmented
Dihydrogenistein,O=C1c2c(O)cc(O)cc2OCC1c1ccc(O)cc1,Dihydrogenistein,O=C1c2c(O)cc(O)cc2OCC1c1ccc(O)cc1,Genistein,train,Parent-Parent Augmented
Hydroxyfarnesol,CC(=CCCC(C)=CCCC(C)=CCO)CO,Hydroxyfarnesol,CC(=CCCC(C)=CCCC(C)=CCO)CO,Hydroxyfarnesol,train,Parent-Parent Augmented
4-Hydroxyaripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c(Cl)c4Cl)CC3)cc2N1,4-Hydroxyaripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c(Cl)c4Cl)CC3)cc2N1,DB01238,train,Parent-Parent Augmented
CDMHHC,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCC(=O)O)O2,CDMHHC,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCC(=O)O)O2,DB11251,train,Parent-Parent Augmented
8-hydroxyefavirenz,OC1=Nc2c(O)cc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,8-hydroxyefavirenz,OC1=Nc2c(O)cc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,8-hydroxyefavirenz,train,Parent-Parent Augmented
Florbetapir F-18,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1,Florbetapir F-18,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1,DB09149,train,Parent-Parent Augmented
"VCH-1,2-epoxide",C1=CCC(C2CO2)CC1,"VCH-1,2-epoxide",C1=CCC(C2CO2)CC1,4-VINYLCYCLOHEXENE,train,Parent-Parent Augmented
Carboxycelecoxib,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,Carboxycelecoxib,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,DB00482,train,Parent-Parent Augmented
2-Oxoticlopidine,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1,2-Oxoticlopidine,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1,DB00208,train,Parent-Parent Augmented
Benzo[a]pyrene,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,Benzo[a]pyrene,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,Benzo[a]pyrene,train,Parent-Parent Augmented
fenchone metabo2,CC1(C)C(=O)C2(C)CCC1C2O,fenchone metabo2,CC1(C)C(=O)C2(C)CCC1C2O,fenchone metabo2,train,Parent-Parent Augmented
Butanediol mononitrate,O=[N+]([O-])OCCCCO,Butanediol mononitrate,O=[N+]([O-])OCCCCO,DB11660,train,Parent-Parent Augmented
Aprepitant,CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Aprepitant,CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,DB00673,train,Parent-Parent Augmented
Ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,Ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,DB00332,train,Parent-Parent Augmented
Benzoyl peroxide,O=C(OOC(=O)c1ccccc1)c1ccccc1,Benzoyl peroxide,O=C(OOC(=O)c1ccccc1)c1ccccc1,DB09096,train,Parent-Parent Augmented
1-methoxy-3-indolylmethyl-alcohol,COn1cc(CO)c2ccccc21,1-methoxy-3-indolylmethyl-alcohol,COn1cc(CO)c2ccccc21,1-methoxy-3-indolylmethyl-alcohol,train,Parent-Parent Augmented
Irbesartan derivative M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Irbesartan derivative M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,train,Parent-Parent Augmented
Dehydro-aripiprazole unnamed epoxide metabolite,O=c1[nH]c2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2c2c1O2,Dehydro-aripiprazole unnamed epoxide metabolite,O=c1[nH]c2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2c2c1O2,DB01238,train,Parent-Parent Augmented
O-Desmethylnaproxen,CC(C(=O)O)c1ccc2cc(O)ccc2c1,O-Desmethylnaproxen,CC(C(=O)O)c1ccc2cc(O)ccc2c1,DB00788,train,Parent-Parent Augmented
5-Hydroxyvalproic acid,CCCC(CCCO)C(=O)O,5-Hydroxyvalproic acid,CCCC(CCCO)C(=O)O,DB00313,train,Parent-Parent Augmented
torasemide,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,torasemide,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,torasemide,train,Parent-Parent Augmented
Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DB01068,train,Parent-Parent Augmented
cevimeline,CC1OC2(CS1)CN1CCC2CC1,cevimeline,CC1OC2(CS1)CN1CCC2CC1,cevimeline,train,Parent-Parent Augmented
Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,DB00349,train,Parent-Parent Augmented
N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine,CC(=O)N(O)c1ncc(-c2ccccc2)cc1C,N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine,CC(=O)N(O)c1ncc(-c2ccccc2)cc1C,N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine,train,Parent-Parent Augmented
Amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,Amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,DB00543,train,Parent-Parent Augmented
Saxagliptin,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,Saxagliptin,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,DB06335,train,Parent-Parent Augmented
M9 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)C(O)C1,M9 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)C(O)C1,DB01026,train,Parent-Parent Augmented
levobupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,levobupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,levobupivacaine,train,Parent-Parent Augmented
Tamsulosin M-2 Metabolite,CCOc1cc(O)ccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Tamsulosin M-2 Metabolite,CCOc1cc(O)ccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DB00706,train,Parent-Parent Augmented
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,tacrine,train,Parent-Parent Augmented
Benzocaine,CCOC(=O)c1ccc(N)cc1,Benzocaine,CCOC(=O)c1ccc(N)cc1,DB01086,train,Parent-Parent Augmented
3-Hydroxy-4p-methoxyflavone,COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,3-Hydroxy-4p-methoxyflavone,COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,3-Hydroxy-4p-methoxyflavone,train,Parent-Parent Augmented
"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",train,Parent-Parent Augmented
2-hydroxydesmethyl clomipramine,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,2-hydroxydesmethyl clomipramine,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DB01242,train,Parent-Parent Augmented
5-Glucuronyloxy dexlansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2[nH]1,5-Glucuronyloxy dexlansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2[nH]1,DB05351,train,Parent-Parent Augmented
Glasdegib,CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1,Glasdegib,CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1,DB11978,train,Parent-Parent Augmented
Mobocertinib,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,Mobocertinib,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DB16390,train,Parent-Parent Augmented
2-phenylphenol,Oc1ccccc1-c1ccccc1,2-phenylphenol,Oc1ccccc1-c1ccccc1,2-phenylphenol,train,Parent-Parent Augmented
4-Ethoxyphenol,CCOc1ccc(O)cc1,4-Ethoxyphenol,CCOc1ccc(O)cc1,4-Ethoxyphenol,train,Parent-Parent Augmented
6-methoxy-2-naphthylacetic acid,COc1ccc2cc(CC(=O)O)ccc2c1,6-methoxy-2-naphthylacetic acid,COc1ccc2cc(CC(=O)O)ccc2c1,DB00461,train,Parent-Parent Augmented
Scutellarein,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,Scutellarein,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,Scutellarein,train,Parent-Parent Augmented
N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,N-acetyl-N-hydroxy-3-aminobenzanthrone,train,Parent-Parent Augmented
Coenzyme M,O=S(=O)(O)CCS,Coenzyme M,O=S(=O)(O)CCS,DB09110,train,Parent-Parent Augmented
Eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,Eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,DB09039,train,Parent-Parent Augmented
Clascoterone,CCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,Clascoterone,CCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,DB12499,train,Parent-Parent Augmented
N-desmethylbenztropine,c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,N-desmethylbenztropine,c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,DB00245,train,Parent-Parent Augmented
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"1,2,4-trichlorobenzene",train,Parent-Parent Augmented
16-alpha hydroxyestrone,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O,16-alpha hydroxyestrone,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O,DB01420,train,Parent-Parent Augmented
Indole-3-acetic-acid,O=C(O)Cc1c[nH]c2ccccc12,Indole-3-acetic-acid,O=C(O)Cc1c[nH]c2ccccc12,Indole-3-acetic-acid,train,Parent-Parent Augmented
Lansoprazole,Cc1cc(OCC(F)(F)F)c(C)c(C[S+]([O-])c2nc3ccccc3[nH]2)n1,Lansoprazole,Cc1cc(OCC(F)(F)F)c(C)c(C[S+]([O-])c2nc3ccccc3[nH]2)n1,Lansoprazole,train,Parent-Parent Augmented
Maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,Maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,DB06234,train,Parent-Parent Augmented
Taurine,NCCS(=O)(=O)O,Taurine,NCCS(=O)(=O)O,DB01956,train,Parent-Parent Augmented
Butyrfentanyl,CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,Butyrfentanyl,CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,DB09173,train,Parent-Parent Augmented
Thalifendine,COc1ccc2cc3n(cc-2c1=O)CCc1cc2c(cc1-3)OCO2,Thalifendine,COc1ccc2cc3n(cc-2c1=O)CCc1cc2c(cc1-3)OCO2,Thalifendine,train,Parent-Parent Augmented
Levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O,Levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O,DB01235,train,Parent-Parent Augmented
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,aceclofenac,train,Parent-Parent Augmented
3-Hydroxyibuprofen,CC(CO)Cc1ccc(C(C)C(=O)O)cc1,3-Hydroxyibuprofen,CC(CO)Cc1ccc(C(C)C(=O)O)cc1,DB01050,train,Parent-Parent Augmented
Ivosidenib M39 metabolite,O=C(O)C(Nc1cncc(F)c1)c1ccccc1Cl,Ivosidenib M39 metabolite,O=C(O)C(Nc1cncc(F)c1)c1ccccc1Cl,DB14568,train,Parent-Parent Augmented
clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,clotiazepam,train,Parent-Parent Augmented
Meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,DB00737,train,Parent-Parent Augmented
"benzeneethanol, 2-[(2,6-dichlorophenyl)amino]- (reduced_diclofenac)",OCCc1ccccc1Nc1c(Cl)cccc1Cl,"benzeneethanol, 2-[(2,6-dichlorophenyl)amino]- (reduced_diclofenac)",OCCc1ccccc1Nc1c(Cl)cccc1Cl,"benzeneethanol, 2-[(2,6-dichlorophenyl)amino]- (reduced_diclofenac)",train,Parent-Parent Augmented
Demethoxycurcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,Demethoxycurcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,Demethoxycurcumin,train,Parent-Parent Augmented
nnal,CN(CCC(O)C(=O)c1cccnc1)N=O,nnal,CN(CCC(O)C(=O)c1cccnc1)N=O,nnal,train,Parent-Parent Augmented
Milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,Milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,DB04896,train,Parent-Parent Augmented
GS-56650,CC(C)OC(=O)C(C)NP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O,GS-56650,CC(C)OC(=O)C(C)NP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O,DB08934,train,Parent-Parent Augmented
Tegafur,O=c1nc(O)c(F)cn1C1CCCO1,Tegafur,O=c1nc(O)c(F)cn1C1CCCO1,Tegafur,train,Parent-Parent Augmented
"N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole",Cc1cccn2c1nc1ccc(NO)nc12,"N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole",Cc1cccn2c1nc1ccc(NO)nc12,"N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole",train,Parent-Parent Augmented
ropinirole,CCCN(CCC)CCc1cccc2c1CC(O)=N2,ropinirole,CCCN(CCC)CCc1cccc2c1CC(O)=N2,ropinirole,train,Parent-Parent Augmented
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,DB00477,train,Parent-Parent Augmented
Indacaterol,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3nc(O)ccc13)C2,Indacaterol,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3nc(O)ccc13)C2,Indacaterol,train,Parent-Parent Augmented
Orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,Orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,DB00816,train,Parent-Parent Augmented
tert-amyl methyl ether,CCC(C)(C)OC,tert-amyl methyl ether,CCC(C)(C)OC,tert-amyl methyl ether,train,Parent-Parent Augmented
ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,ac1mip3e,train,Parent-Parent Augmented
Methyl-4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,Methyl-4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,Methyl-4-hydroxybenzoate,train,Parent-Parent Augmented
n-(2-phenylethyl)indomethacin amide,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,n-(2-phenylethyl)indomethacin amide,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,n-(2-phenylethyl)indomethacin amide,train,Parent-Parent Augmented
Midodrine,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,Midodrine,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,DB00211,train,Parent-Parent Augmented
FYX-051,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,FYX-051,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,FYX-051,train,Parent-Parent Augmented
Cortisone,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,Cortisone,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB00741,train,Parent-Parent Augmented
5-OH-gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,5-OH-gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,DB12184,train,Parent-Parent Augmented
Alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,DB00404,train,Parent-Parent Augmented
timolol,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,timolol,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,timolol,train,Parent-Parent Augmented
Androstenedione,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,Androstenedione,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,DB01420,train,Parent-Parent Augmented
Dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,Dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,DB00514,train,Parent-Parent Augmented
Aripiprazole unnamed metabolite 7,O=C1CCc2cc(O)c(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Aripiprazole unnamed metabolite 7,O=C1CCc2cc(O)c(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,DB01238,train,Parent-Parent Augmented
Rabeprazole,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,Rabeprazole,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,DB01129,train,Parent-Parent Augmented
Amoxicillin M3 Metabolite,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,Amoxicillin M3 Metabolite,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,DB01060,train,Parent-Parent Augmented
Tizanidine M6,Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,Tizanidine M6,Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,Tizanidine M6,train,Parent-Parent Augmented
α-D-galactose,OCC1OC(O)C(O)C(O)C1O,α-D-galactose,OCC1OC(O)C(O)C(O)C1O,DB09301,train,Parent-Parent Augmented
hexamethylphosphoramide,CN(C)P(=O)(N(C)C)N(C)C,hexamethylphosphoramide,CN(C)P(=O)(N(C)C)N(C)C,hexamethylphosphoramide,train,Parent-Parent Augmented
Valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,DB00580,train,Parent-Parent Augmented
Oxycodone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,Oxycodone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,DB00497,train,Parent-Parent Augmented
4-Oxo-9-cis-retinoic acid,CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)O,4-Oxo-9-cis-retinoic acid,CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)O,4-Oxo-9-cis-retinoic acid,train,Parent-Parent Augmented
Erlotinib M14,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,Erlotinib M14,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,Erlotinib M14,train,Parent-Parent Augmented
Pioglitazone metabolite M-II,CCc1ccc(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Pioglitazone metabolite M-II,CCc1ccc(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,DB01132,train,Parent-Parent Augmented
5-fluorodeoxyuridine triphosphate (5-FdUTP),O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,5-fluorodeoxyuridine triphosphate (5-FdUTP),O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,DB00322,train,Parent-Parent Augmented
Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,DB01236,train,Parent-Parent Augmented
Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,DB00222,train,Parent-Parent Augmented
2-n-Propyl-4-oxopentanoic acid,CCCC(CC(C)=O)C(=O)O,2-n-Propyl-4-oxopentanoic acid,CCCC(CC(C)=O)C(=O)O,DB00313,train,Parent-Parent Augmented
Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,DB00433,train,Parent-Parent Augmented
Antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,Antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,DB01435,train,Parent-Parent Augmented
6-Hydroxy-7-methoxyl-4-phenylcoumarin,COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O,6-Hydroxy-7-methoxyl-4-phenylcoumarin,COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O,6-Hydroxy-7-methoxyl-4-phenylcoumarin,train,Parent-Parent Augmented
Isoprenaline,CC(C)NCC(O)c1ccc(O)c(O)c1,Isoprenaline,CC(C)NCC(O)c1ccc(O)c(O)c1,DB01064,train,Parent-Parent Augmented
Glycitein,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,Glycitein,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,Glycitein,train,Parent-Parent Augmented
Aminoflavone M-II,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-II,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-II,train,Parent-Parent Augmented
"4,4'-methylenebis(2-chloroaniline)",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,"4,4'-methylenebis(2-chloroaniline)",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,"4,4'-methylenebis(2-chloroaniline)",train,Parent-Parent Augmented
Sulfinpyrazone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,Sulfinpyrazone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,DB01138,train,Parent-Parent Augmented
CMBHC,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)C(=O)O)O2,CMBHC,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)C(=O)O)O2,DB11251,train,Parent-Parent Augmented
