parent_name,parent_smiles,child_name,child_smiles,origin,tanimoto
sertindole,OC1=NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1,sertindole,0.5737704918032787
sertraline,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,N-desmethylsertraline,NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,0.625
sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,N-Desmethyl sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc([SH](=O)=O)ccc3OCC)nc12,sildenafil,0.6716417910447762
simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,6'-ÃŽÂ²-Hydroxysimvastatin ,CCC(C)(C)C(=O)OC1CC(C)(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,simvastatin,0.7352941176470589
simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,"3', 5'-Dihydrodiol",CCC(C)(C)C(=O)OC1CC(C)C(O)C2=CC(O)C(C)C(CCC3CC(O)CC(=O)O3)C21,simvastatin,0.6521739130434783
simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,6'-exomethylene,C=C1C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C2C(OC(=O)C(C)(C)CC)C1,simvastatin,0.7575757575757576
sparteine,C1CCN2CC3CC(CN4CCCCC34)C2C1,,OC12CCCCN1CC1CC2CN2CCCCC12,sparteine,0.5
sparteine,C1CCN2CC3CC(CN4CCCCC34)C2C1,,OC1CCCC2C3CC(CN12)C1CCCCN1C3,sparteine,0.6666666666666666
sparteine,C1CCN2CC3CC(CN4CCCCC34)C2C1,,OC1CCCN2CC3CC(CN4CCCCC34)C12,sparteine,0.6896551724137931
styrene,C=Cc1ccccc1,"Styrene 7,8-oxide",c1ccc(C2CO2)cc1,styrene,0.24
sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,,O=S(=O)(Nc1ncccn1)c1ccc(NO)cc1,sulfadiazine,0.6470588235294118
sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Sulfamethoxazole N4-hydroxylamine,Cc1cc(NS(=O)(=O)c2ccc(NO)cc2)no1,sulfamethoxazole,0.6923076923076923
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,N4-hydroxylamine,N=c1c2c([nH]c3ccccc13)CCCC2O,tacrine,0.5641025641025641
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,4- Hydroxytacrine,Nc1c2c(nc3ccccc13)C(O)CCC2,tacrine,0.2653061224489796
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,2-Hydroxytacrine,N=c1c2c([nH]c3ccccc13)CCC(O)C2,tacrine,0.5897435897435898
tacrine,N=c1c2c([nH]c3ccccc13)CCCC2,7-Hydroxytacrine,Nc1c2c(nc3c(O)cccc13)CCCC2,tacrine,0.2826086956521739
tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,QUERCETIN,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,tamarixetin,0.7209302325581395
tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,N-Desmethyltamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,tamoxifen,0.6829268292682927
tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-Hydroxytamoxifen,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,tamoxifen,0.8974358974358975
tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4'-Hydroxytamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccc(O)cc1,tamoxifen,0.8974358974358975
tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,alpha-Hydroxytamoxifen,CC(O)C(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,tamoxifen,0.6363636363636364
tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,3-Hydroxytamoxifen,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,tamoxifen,0.813953488372093
tamsulosin,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,CCOc1ccc(O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,tamsulosin,0.8214285714285714
tamsulosin,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,tamsulosin,0.7962962962962963
tamsulosin,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,COc1ccc(CC(C)NCCOc2ccccc2O)cc1S(N)(=O)=O,tamsulosin,0.8301886792452831
tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,tangeretin,0.7692307692307693
tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)c(OC)c3o2)cc1,tangeretin,0.7560975609756098
tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,,CNS(=O)(=O)CCNC(=O)N(CCCl)N=O,tauromustine,0.7
tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,,CN(C)S(=O)(=O)CCNC(=O)NCCCl,tauromustine,0.5641025641025641
tecalcet,COc1cccc(C(C)NCCCc2ccccc2Cl)c1,,CC(NCCCc1ccccc1Cl)c1cccc(O)c1,tecalcet,0.7021276595744681
tegaserod,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(O)cc12,tegaserod,0.7592592592592593
teniposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,Teniposide catechol ,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,teniposide,0.9487179487179487
tenoxicam,CN1C(=C(O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,5'-Hydroxytenoxicam,CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2sccc2S1(=O)=O,tenoxicam,0.7307692307692307
tentoxin,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N(C)C1=O,,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N=C1O,tentoxin,0.7213114754098361
terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,N-Desmethylterbinafine,CC(C)(C)C#CC=CCNCc1cccc2ccccc12,terbinafine,0.5957446808510638
terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,Hydroxyterbinafine,CN(CC=CC#CC(C)(C)CO)Cc1cccc2ccccc12,terbinafine,0.7777777777777778
terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1-Naphtaldehyde,O=Cc1cccc2ccccc12,terbinafine,0.2608695652173913
terbuthylazine,CCN=c1nc(Cl)nc(NC(C)(C)C)[nH]1,,CC(O)N=c1nc(Cl)nc(NC(C)(C)C)[nH]1,terbuthylazine,0.6
terbuthylazine,CCN=c1nc(Cl)nc(NC(C)(C)C)[nH]1,,CCN=c1nc(Cl)nc(NC(C)(C)CO)[nH]1,terbuthylazine,0.7368421052631579
territrem a,COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc2c1OCO2,,COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(CO)C=CC(=O)C42C)O3)cc2c1OCO2,territrem a,0.835820895522388
tert-amyl methyl ether,CCC(C)(C)OC,tert-amyl alcohol,CCC(C)(C)O,tert-amyl methyl ether,0.35294117647058826
tert-butyl ethyl ether (ETBE),CCOC(C)(C)C,Tert-butanol,CC(C)(C)O,tert-butyl ethyl ether (ETBE),0.2
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,6ÃŽÂ²Hydroxytestosterone ,CC12CCC(=O)C=C1C(O)CC1C2CCC2(C)C(O)CCC12,testosterone,0.6666666666666666
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,2ÃŽÂ±-Hydroxytestosterone ,CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,testosterone,0.7021276595744681
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,15ÃŽÂ±-Hydroxytestosterone ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12,testosterone,0.7021276595744681
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,16ÃŽÂ±-Hydroxytestosterone ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,testosterone,0.7333333333333333
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,Androstenedione ,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,testosterone,0.6590909090909091
tetradecanoic acid,CCCCCCCCCCCCCC(=O)O,,CC(O)CCCCCCCCCCCC(=O)O,tetradecanoic acid,0.52
tetranor-(+)-s-145,O=C(O)CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,,O=C(O)CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1,tetranor-(+)-s-145,0.7333333333333333
tetranor-(+)-s-145,O=C(O)CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,,O=C(O)CCC1C2CC(CC2O)C1NS(=O)(=O)c1ccccc1,tetranor-(+)-s-145,0.75
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,,Cn1cnc2nc(O)nc(O)c21,theobromine,0.4857142857142857
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,,Cn1c(=O)nc(O)c2nc[nH]c21,theobromine,0.4358974358974359
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,,Cn1c(O)nc2c1c(O)nc(=O)n2C,theobromine,0.59375
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,"1,3-Dimethyluric acid",Cn1c(=O)c2nc(O)[nH]c2n(C)c1=O,theophylline,0.4722222222222222
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,1-Methylxanthine ,Cn1c(O)nc2[nH]cnc2c1=O,theophylline,0.4864864864864865
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,3-Methylxanthine ,Cn1c(=O)nc(O)c2nc[nH]c21,theophylline,0.5277777777777778
thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,5-hydroxythiabendazole ,Oc1ccc2nc(-c3cscn3)[nH]c2c1,thiabendazole,0.7027027027027027
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,Thienodihydropyridinium,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1,ticlopidine,0.36538461538461536
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,Ticlopidine S-oxide,[O-][s+]1ccc2c1CCN(Cc1ccccc1Cl)C2,ticlopidine,0.5434782608695652
ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Tienilic acid-s-oxide,O=C(O)COc1ccc(C(=O)c2ccc[s+]2[O-])c(Cl)c1Cl,ticrynafen,0.56
ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,"Thiophene-4,5-epoxide",O=C(O)COc1ccc(C(=O)C2=CC3OC3S2)c(Cl)c1Cl,ticrynafen,0.5576923076923077
timolol,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,,CC(C)(C)NCC(O)COc1nsnc1N1CCOC(O)C1,timolol,0.7358490566037735
tirilazad,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,tirilazad,0.8051948051948052
tirilazad,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCC(O)C3)n2)CC1,tirilazad,0.8860759493670886
tirilazad,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCC(O)C3)nc(N3CCCC3)n2)CC1,tirilazad,0.8987341772151899
tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,4-Hydroxytolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1,tolbutamide,0.7435897435897436
tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,N-Dealkylated tolterodine,Cc1ccc(O)c(C(CCNC(C)C)c2ccccc2)c1,tolterodine,0.6363636363636364
tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,5-Hydroxymethyl tolterodine,CC(C)N(CCC(c1ccccc1)c1cc(CO)ccc1O)C(C)C,tolterodine,0.7380952380952381
torasemide,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,"N-[(4-{[3-(hydroxymethyl)phenyl]imino}-1,4-dihydropyridin-3-yl)sulfonyl]propane-2-carbamimidic acid",CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,torasemide,0.7678571428571429
toremifene,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,N-desmethyltoremifene,CNCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,toremifene,0.7045454545454546
tozasertib,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,,Cc1cc(=Nc2cc(N3CC[N+](C)([O-])CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,tozasertib,0.8235294117647058
tozasertib,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,,Cc1cc(=Nc2cc(N3CCNCC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,tozasertib,0.8461538461538461
tpa-023,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)CO,tpa-023,0.8387096774193549
tpa-023,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,,CC(C)(C)c1cc2nnc(-c3ccccc3F)n2nc1OCc1nc[nH]n1,tpa-023,0.65625
tramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,N-desmethyltramadol,CNCC1CCCCC1(O)c1cccc(OC)c1,tramadol,0.7555555555555555
tramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,O-desmethyl-tramadol,CN(C)CC1CCCCC1(O)c1cccc(O)c1,tramadol,0.7272727272727273
traxoprodil,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,,CC(C(O)c1ccc(O)c(O)c1)N1CCC(O)(c2ccccc2)CC1,traxoprodil,0.75
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,m-CPP,Clc1cccc(N2CCNCC2)c1,trazodone,0.40384615384615385
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,p-Hydroxytrazodone,O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12,trazodone,0.75
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Trazodone epoxide,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2n1C=CC1OC21,trazodone,0.5625
triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,triazolam,0.7058823529411765
triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2O,triazolam,0.5925925925925926
trihydroxycoprostane,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,CC(CCCC(C)(C)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,trihydroxycoprostane,0.8
trimethadione,CN1C(=O)OC(C)(C)C1=O,,CC1(C)OC(=O)N=C1O,trimethadione,0.3
tropisetron,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccc(O)cc13)C2,tropisetron,0.7291666666666666
tropisetron,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,,CN1C2CCC1CC(OC(=O)c1c[nH]c3cc(O)ccc13)C2,tropisetron,0.7291666666666666
tropisetron,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,tropisetron,0.6739130434782609
tyramine,NCCc1ccc(O)cc1,,NCCc1ccc(O)c(O)c1,tyramine,0.56
MK-429,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3)C1=O,MK-429,0.8082191780821918
MK-429,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NC(O)CC3)C1=O,MK-429,0.6296296296296297
MK-429,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3O)C1=O,MK-429,0.5952380952380952
(R)-(+)-Rebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,8-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2c(O)cccc12)C(=O)O)c1ccc(Cl)cc1,(R)-(+)-Rebamipide,0.7843137254901961
(R)-(+)-Rebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,6-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2ccc(O)cc12)C(=O)O)c1ccc(Cl)cc1,(R)-(+)-Rebamipide,0.8367346938775511
"p-Methoxymethamphetamine, R-(-)-",CNC(C)Cc1ccc(OC)cc1,HO-MA,CNC(C)Cc1ccc(O)cc1,"p-Methoxymethamphetamine, R-(-)-",0.6
(S)-Methylenedioxyethylamphetamine,CCNC(C)Cc1ccc2c(c1)OCO2,"3,4-methylenedioxyamphetamine",CC(N)Cc1ccc2c(c1)OCO2,(S)-Methylenedioxyethylamphetamine,0.6216216216216216
(S)-Methylenedioxyethylamphetamine,CCNC(C)Cc1ccc2c(c1)OCO2,"N-methyl-3,4-methylenedioxyamphetamine",CCNC(C)Cc1ccc(O)c(O)c1,(S)-Methylenedioxyethylamphetamine,0.5384615384615384
unii-3es85mm31y,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,,CCCOc1ccc(S(=O)(=O)N2CCNCC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,unii-3es85mm31y,0.8552631578947368
Fenproporex,CC(Cc1ccccc1)NCCC#N,amphetamine,CC(N)Cc1ccccc1,Fenproporex,0.4117647058823529
RPR-106541,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1,,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2([S+](C)[O-])O1,RPR-106541,0.7397260273972602
"Desmethylsibutramine, (S)-",CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,"Desmethylsibutramine, (S)-",0.631578947368421
unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,,CCC(OC(C)=O)C(CC(C)N)(c1ccccc1)c1ccccc1,unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n,0.7209302325581395
"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",COc1ccc(C(=O)C(C)N2CCCC2)cc1,,CC(C(=O)c1ccc(O)cc1)N1CCCC1,"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",0.6857142857142857
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,,CC1(O)COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,0.6140350877192983
unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,,COC(=O)C12CC3CC(CCO)C1N(CCc1c2[nH]c2ccccc12)C3,unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,0.8548387096774194
(S)-Sibutramine,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,(S)-Sibutramine,0.6
R-Tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,hydroxymethyl-tolperisone,CC(CN1CCCCC1)C(=O)c1ccc(CO)cc1,R-Tolperisone,0.7368421052631579
CP-195543,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1)C2O,M1 and M2,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(C(O)c1ccccc1)C2O,CP-195543,0.6935483870967742
CP-195543,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1)C2O,M3,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1O)C2O,CP-195543,0.8103448275862069
(R)-Bunitrolol,CC(C)(C)NCC(O)COc1ccccc1C#N,,CC(C)(C)NCC(O)COc1ccc(O)cc1C#N,(R)-Bunitrolol,0.7111111111111111
v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,CCNc1ncn(Cc2ccc(OC)c(OC3CCC(O)C3)c2)c2nc(C(C)C)nc1-2,v11294,0.8333333333333334
v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)(C)O)nc1-2,v11294,0.7611940298507462
v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,COc1ccc(Cn2cnc(N)c3nc(C(C)C)nc2-3)cc1OC1CCCC1,v11294,0.7538461538461538
valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,"4Ã¢â‚¬Â[5Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬ÂphenylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,valdecoxib,0.6590909090909091
valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,"4Ã¢â‚¬Â[3Ã¢â‚¬Â(3Ã¢â‚¬Âhydroxyphenyl)Ã¢â‚¬Â5Ã¢â‚¬ÂmethylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,valdecoxib,0.7272727272727273
valproic acid,CCCC(CCC)C(=O)O,4-Hydroxyvalproate,CCCC(CC(C)O)C(=O)O,valproic acid,0.6521739130434783
valproic acid,CCCC(CCC)C(=O)O,5-Hydroxyvalproate,CCCC(CCCO)C(=O)O,valproic acid,0.7619047619047619
valproic acid,CCCC(CCC)C(=O)O,3-Hydroxyvalproate,CCCC(C(=O)O)C(O)CC,valproic acid,0.48
valproic acid,CCCC(CCC)C(=O)O,4-ene-valproate,C=CCC(CCC)C(=O)O,valproic acid,0.625
valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,4-OH-valsartan,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,valsartan,0.8
vanoxerine,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,,Oc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,vanoxerine,0.7727272727272727
vanoxerine,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,,OC(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,vanoxerine,0.6382978723404256
vicriviroc,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,N-Desalkylvicriviroc ,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCNC(C)C2)CC1,vicriviroc,0.4861111111111111
