parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source,tanimoto,set
DB00421,Spironolactone,DBMET02483,7-alpha-thiomethylspironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,CSC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,DB00421,DrugBank Augmented,0.7857142857142857,train
DB00425,Zolpidem,DBMET01241,Zolpidem carboxylic acid derivative (M2),Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc(-c2nc3ccc(C(=O)O)cn3c2CC(=O)N(C)C)cc1,DB00425,DrugBank Augmented,0.8,train
DB00425,Zolpidem,DBMET01242,Zolpidem carboxylic acid derivative (M1),Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(-c3ccc(C(=O)O)cc3)c(CC(=O)N(C)C)n2c1,DB00425,DrugBank Augmented,0.8636363636363636,train
DB00441,Gemcitabine,DBMET00694,"2′,2′-difluorodeoxyuridine monophosphate",Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2(F)F)c(=O)[nH]1,DB00441,DrugBank Augmented,0.4406779661016949,train
DB00441,Gemcitabine,DBMET00858,Gemcitabine diphosphate,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2(F)F)c(=O)n1,DB00441,DrugBank Augmented,0.6666666666666666,train
DB00444,Teniposide,DBMET01263,Teniposide o-quinone derivative,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COC1=CC(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)=CC(=O)C1=O,DB00444,DrugBank Augmented,0.7386363636363636,train
DB00458,Imipramine,DBMET00680,2-hydroxy-imipramine glucuronide,CN(C)CCCN1c2ccccc2CCc2ccccc21,CN(C)CCCN1c2ccccc2CCc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21,DB00458,DrugBank Augmented,0.5,train
DB00458,Imipramine,DBMET01961,10-hydroxydidemethylimipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,NCCCN1c2ccccc2CC(O)c2ccccc21,DB00458,DrugBank Augmented,0.391304347826087,train
DB01151,Desipramine,DBMET01956,2-hydroxydesipramine glucuronide,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21,DB01151,DrugBank Augmented,0.5087719298245614,train
DB00461,Nabumetone,DBMET02530,reduced 3-hydroxy-nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CC(O)C(C)O)ccc2c1,DB00461,DrugBank Augmented,0.5,train
DB00461,Nabumetone,DBMET02534,O-desmethyl-3-hydroxy-nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(=O)C(O)Cc1ccc2cc(O)ccc2c1,DB00461,DrugBank Augmented,0.3636363636363636,train
DB00461,Nabumetone,DBMET02536,4-(6-Methoxy-2-naphthyl)- butan-2-ol glucuronide,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CCC(C)OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,DB00461,DrugBank Augmented,0.4363636363636363,train
DB00461,Nabumetone,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(O)CCc1ccc2cc(O)ccc2c1,DB00461,DrugBank Augmented,0.3488372093023256,train
DB00461,Nabumetone,DBMET02545,4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(=O)CCc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,DB00461,DrugBank Augmented,0.5306122448979592,train
DB00461,Nabumetone,DBMET00764,6-methoxy-2-naphthylacetic acid,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CC(=O)O)ccc2c1,DB00461,DrugBank Augmented,0.6111111111111112,train
DB00470,Dronabinol,DBMET01220,"8,11-Dihydroxy-delta-9-THC",CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21,DB00470,DrugBank Augmented,0.6440677966101694,train
DB00470,Dronabinol,DBMET01221,11-Nor-9-carboxy-delta-9-THC,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21,DB00470,DrugBank Augmented,0.75,train
DB00470,Dronabinol,DBMET03560,11-Hydroxy-delta-9-THC-glucuronide,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(COC3OC(C(=O)O)C(O)C(O)C3O)=CC21,DB00470,DrugBank Augmented,0.5833333333333334,train
DB00472,Fluoxetine,DBMET01363,Norfluoxetine alcohol,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,OCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,DB00472,DrugBank Augmented,0.7,train
DB00472,Fluoxetine,DBMET00198,4-Trifluoromethylphenol,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Oc1ccc(C(F)(F)F)cc1,DB00472,DrugBank Augmented,0.275,train
DB00472,Fluoxetine,DBMET00964,Norfluoxetine glucuronide,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(O)C1OC(ONCCC(Oc2ccc(C(F)(F)F)cc2)c2ccccc2)C(O)C(O)C1O,DB00472,DrugBank Augmented,0.5535714285714286,train
DB00476,Duloxetine,DBMET00731,4-hydroxy duloxetine glucuronide,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc12)c1cccs1,DB00476,DrugBank Augmented,0.5409836065573771,train
DB00476,Duloxetine,DBMET02506,Catechol duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1cccc2c(O)c(O)ccc12)c1cccs1,DB00476,DrugBank Augmented,0.7083333333333334,train
DB00482,Celecoxib,DBMET00810,Carboxycelecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,DB00482,DrugBank Augmented,0.7608695652173914,train
DB00497,Oxycodone,DBMET02514,alpha-oxymorphol,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,DB00497,DrugBank Augmented,0.5,train
DB00497,Oxycodone,DBMET00424,noroxymorphone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB00497,DrugBank Augmented,0.484375,train
DB00497,Oxycodone,DBMET00425,alpha-noroxycodol,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)NCCC314,DB00497,DrugBank Augmented,0.4202898550724637,train
DB00502,Haloperidol,DBMET01211,Haloperidol reduced pyridinium ion derivative,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1,DB00502,DrugBank Augmented,0.2622950819672131,train
DB00502,Haloperidol,DBMET01212,Haloperidol pyridinium ion derivative,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,DB00502,DrugBank Augmented,0.4363636363636363,train
DB00531,Cyclophosphamide,DBMET01076,4-Ketocyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,O=C1CCOP(=O)(N(CCCl)CCCl)N1,DB00531,DrugBank Augmented,0.5405405405405406,train
DB00533,Rofecoxib,DBMET01292,cis-Dihydrorofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2COC(=O)C2c2ccccc2)cc1,DB00533,DrugBank Augmented,0.4565217391304347,train
DB00533,Rofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,DB00533,DrugBank Augmented,0.32,train
DB00533,Rofecoxib,DBMET01294,5-Hydroxyrofecoxib O-glucuronide,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2OC2OC(C(=O)O)C(O)C(O)C2O)cc1,DB00533,DrugBank Augmented,0.4137931034482758,train
DB00549,Zafirlukast,DBMET01251,Zafirlukast metabolite M2,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(C)=O)cc12,DB00549,DrugBank Augmented,0.7837837837837838,train
DB00549,Zafirlukast,DBMET01254,Zafirlukast metabolite M8,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)OC3CCCC3)cc12,DB00549,DrugBank Augmented,0.7625,train
DB00559,Bosentan,DBMET01237,Bosentan metabolite Ro 64-1056,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(CO)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,DB00559,DrugBank Augmented,0.7878787878787878,train
DB00564,Carbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine",NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2cc(O)c(O)cc21,DB00564,DrugBank Augmented,0.7419354838709677,train
DB00564,Carbamazepine,DBMET00681,2-hydroxycarbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,DB00564,DrugBank Augmented,0.7419354838709677,train
DB00564,Carbamazepine,DBMET00806,"10,11-Dihydroxycarbamazepine",NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21,DB00564,DrugBank Augmented,0.5666666666666667,train
DB00574,Fenfluramine,DBMET03178,1-(3-trifluoromethyl-phenyl)-propan-2-one,CCNC(C)Cc1cccc(C(F)(F)F)c1,CC(=O)Cc1cccc(C(F)(F)F)c1,DB00574,DrugBank Augmented,0.4634146341463415,train
DB00574,Fenfluramine,DBMET03179,N-hydroxynorfenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,CC(Cc1cccc(C(F)(F)F)c1)NO,DB00574,DrugBank Augmented,0.7027027027027027,train
DB00580,Valdecoxib,DBMET01340,Valdecoxib metabolite M7,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)O)cc1,DB00580,DrugBank Augmented,0.5909090909090909,train
DB00580,Valdecoxib,DBMET01342,Valdecoxib metabolite M5,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,O=S(=O)(NO)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,DB00580,DrugBank Augmented,0.48,train
DB00580,Valdecoxib,DBMET01346,Valdecoxib metabolite M4,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C(=O)O)cc1,DB00580,DrugBank Augmented,0.6744186046511628,train
DB00580,Valdecoxib,DBMET01347,Valdecoxib metabolite M3,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3cccc(O)c3)noc2CO)cc1,DB00580,DrugBank Augmented,0.5,train
DB00582,Voriconazole,DBMET01184,4-Hydroxyvoriconazole 4-O-glucuronide,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,O=C(O)C1OC(OCC(c2ncncc2F)C(O)(Cn2cncn2)c2ccc(F)cc2F)C(O)C(O)C1O,DB00582,DrugBank Augmented,0.581081081081081,train
DB00582,Voriconazole,DBMET01185,"UK-51,060",CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,O=C(Cn1cncn1)c1ccc(F)cc1F,DB00582,DrugBank Augmented,0.4,train
DB00586,Diclofenac,DBMET02608,"3',4'-hydroxy diclofenac",O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)c(O)c1Cl,DB00586,DrugBank Augmented,0.625,train
DB00586,Diclofenac,DBMET02611,4'-hydroxy-3'-glutathione conjugated diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSc1c(O)cc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.373134328358209,train
DB00586,Diclofenac,DBMET02612,4'-hydroxy-2'-glutathione conjugated monoclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSc1cc(O)cc(Cl)c1Nc1ccccc1CC(=O)O)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.3846153846153846,train
DB00586,Diclofenac,DBMET02614,"5,N-dihydroxy diclofenac",O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1cc(O)ccc1N(O)c1c(Cl)cccc1Cl,DB00586,DrugBank Augmented,0.4,train
DB00586,Diclofenac,DBMET01258,"4',5-Dihydroxydiclofenac",O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,DB00586,DrugBank Augmented,0.5384615384615384,train
DB00586,Diclofenac,DBMET02615,5-hydroxy-4-glutathione conjugated diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSc1cc(Nc2c(Cl)cccc2Cl)c(CC(=O)O)cc1O)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.3846153846153846,train
DB00586,Diclofenac,DBMET02616,5-hydroxy-6-glutathione conjugated diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSc1c(O)ccc(Nc2c(Cl)cccc2Cl)c1CC(=O)O)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.3676470588235294,train
DB00586,Diclofenac,DBMET02618,"2-(2,6-dichlorophenylamino)-benzyl-S-thioether glutathione",O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSCC1C=CC=CC1=Nc1c(Cl)cccc1Cl)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.2236842105263158,train
DB00586,Diclofenac,DBMET02620,2'-hydroxy-3'-glutathione conjugated diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSC1C=CC(Cl)=C(Nc2ccccc2CC(=O)O)C1(O)Cl)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.2972972972972973,train
DB00586,Diclofenac,DBMET02621,,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSC1C(Nc2ccccc2CC(=O)O)=C(Cl)C=CC1O)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.3098591549295774,train
DB00586,Diclofenac,DBMET02623,2'-(glutathion-S-yl)-deschloro-diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSc1cccc(Cl)c1Nc1ccccc1CC(=O)O)C(=O)NCC(=O)O)C(=O)O,DB00586,DrugBank Augmented,0.4666666666666667,train
DB00598,Labetalol,DBMET02672,Labetalol Phenolic Glucuronide Metabolite (V),CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)NCC(O)c1ccc(O)c(C(N)=O)c1,DB00598,DrugBank Augmented,0.6268656716417911,train
DB00598,Labetalol,DBMET02674,Labetalol C1' Glucuronidated Metabolite (VII),CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(OC1OC(C(=O)O)C(O)C(O)C1O)c1cc(O)c(O)c(C(N)=O)c1,DB00598,DrugBank Augmented,0.5,train
DB00598,Labetalol,DBMET02675,Labetalol C3 Glucuronidated Metabolite (VIII),CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c(C(N)=O)c1,DB00598,DrugBank Augmented,0.5571428571428572,train
DB00598,Labetalol,DBMET02676,Labetalol Theoretical Metabolite (IX),CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)n1ccc2cc(O)c(O)c(C(N)=O)c21,DB00598,DrugBank Augmented,0.40625,train
DB00603,Medroxyprogesterone acetate,DBMET02813,"1,2-dehydromedroxyprogesterone acetate (M-5)",CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3CCC21C,DB00603,DrugBank Augmented,0.6724137931034483,train
DB00608,Chloroquine,DBMET03063,N-bidesethylchloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CC(CCCN)Nc1ccnc2cc(Cl)ccc12,DB00608,DrugBank Augmented,0.7291666666666666,train
DB01420,Testosterone propionate,DBMET00574,5a-Dihydrotestosterone sulfate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12,DB01420,DrugBank Augmented,0.3582089552238806,train
DB01420,Testosterone propionate,DBMET02832,5-alpha androstanediol,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented,0.2539682539682539,train
DB01420,Testosterone propionate,DBMET02831,5-alpha androsterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,DB01420,DrugBank Augmented,0.328125,train
DB15566,Prednisolone acetate,DBMET02862,"17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)",CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented,0.2682926829268293,train
DB15566,Prednisolone acetate,DBMET02852,"6α,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-X)",CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented,0.4246575342465753,train
DB15566,Prednisolone acetate,DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)CC1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented,0.4507042253521127,train
DB00661,Verapamil,DBMET01234,Verapamil metabolite D-620,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,DB00661,DrugBank Augmented,0.6470588235294118,train
DB00661,Verapamil,DBMET01235,Verapamil metabolite PR-25,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CNCCCC(C#N)(c1ccc(O)c(OC)c1)C(C)C,DB00661,DrugBank Augmented,0.5,train
DB00661,Verapamil,DBMET01236,Verapamil metabolite D-715 (PR-22),COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(C(C#N)(CCCNCCc2ccc(OC)c(OC)c2)C(C)C)cc1O,DB00661,DrugBank Augmented,0.6065573770491803,train
DB00669,Sumatriptan,DBMET02584,Sumatriptan Metabolite Ester Glucuronide of GR49336,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2c1,DB00669,DrugBank Augmented,0.4923076923076923,train
DB00672,Chlorpropamide,DBMET00977,4-Chlorobenzenesulfonamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,NS(=O)(=O)c1ccc(Cl)cc1,DB00672,DrugBank Augmented,0.3513513513513513,train
DB00675,Tamoxifen,DBMET02699,N-desmethyltamoxifen Sulfate,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)S(=O)(=O)O)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.7272727272727273,train
DB00675,Tamoxifen,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.6222222222222222,train
DB00675,Tamoxifen,DBMET02705,α-hydroxytamoxifen Glucuronide,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.4590163934426229,train
DB00675,Tamoxifen,DBMET02704,α-tamoxifen Sulfate,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC(OS(=O)(=O)O)C(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.5490196078431373,train
DB00675,Tamoxifen,DBMET00737,4-hydroxytamoxifen sulfate,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.7954545454545454,train
DB00675,Tamoxifen,DBMET02702,Tamoxifen Glucuronides,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.4666666666666667,train
DB00675,Tamoxifen,DBMET02714,"N,N-didesmethyltamoxifen",CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,DB00675,DrugBank Augmented,0.7,train
DB00678,Losartan,DBMET00303,Losartan carboxylic acid,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DB00678,DrugBank Augmented,0.582089552238806,train
DB00682,Warfarin,DBMET02563,(E)-dehydrowarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C=C(c1ccccc1)c1c(O)c2ccccc2oc1=O,DB00682,DrugBank Augmented,0.4705882352941176,train
DB00706,Tamsulosin,DBMET02493,Tamsulosin M-2-Glu Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)ccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DB00706,DrugBank Augmented,0.6301369863013698,train
DB00706,Tamsulosin,DBMET02494,Tamsulosin M-4-Glu Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccccc1OCCNC(C)Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(S(N)(=O)=O)c1,DB00706,DrugBank Augmented,0.6521739130434783,train
DB00706,Tamsulosin,DBMET02495,Tamsulosin M-1-Glu Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,COc1ccc(CC(C)NCCOc2ccccc2OC2OC(C(=O)O)C(O)C(O)C2O)cc1S(N)(=O)=O,DB00706,DrugBank Augmented,0.6521739130434783,train
DB00706,Tamsulosin,DBMET02496,Tamsulosin M-1-Sul Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,COc1ccc(CC(C)NCCOc2ccccc2OS(=O)(=O)O)cc1S(N)(=O)=O,DB00706,DrugBank Augmented,0.8035714285714286,train
DB00706,Tamsulosin,DBMET02497,Tamsulosin M-3-Glu Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DB00706,DrugBank Augmented,0.6301369863013698,train
DB00706,Tamsulosin,DBMET02498,Tamsulosin M-3-Sul Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccc(OS(=O)(=O)O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DB00706,DrugBank Augmented,0.7666666666666667,train
DB00717,Norethisterone,DBMET02892,"3α,5α-tetrahydronorethisterone",C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(O)CCC4C3CCC21C,DB00717,DrugBank Augmented,0.4642857142857143,train
DB00744,Zileuton,DBMET01255,Dehydroxyzileuton sulfoxide,CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(NC(N)=O)c1cc2ccccc2[s+]1[O-],DB00744,DrugBank Augmented,0.3018867924528302,train
