parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,set
DBMET03074,Dehydroascorbate,DBMET03075,"2,3-dikeogulonic acid",O=C1OC(C(O)CO)C(=O)C1=O,O=C(O)C(=O)C(=O)C(O)C(O)CO,train
DB02638,Terlipressin,DB14642,Lypressin,NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,train
DBMET00313,morphine,DB06409,Morphine glucuronide,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,train
DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DBMET03446,alpha-aminoglutarimide,O=C1CCC(NC(=O)c2ccccc2C(=O)O)C(=O)N1,NC1CCC(=O)NC1=O,train
DB00423,Methocarbamol,DBMET02500,"3-(4-hydroxy-2-methoxyphenoxy)-1,2-propanediol-1-carbamate",COc1ccccc1OCC(O)COC(N)=O,COc1cc(O)ccc1OCC(O)COC(N)=O,train
DB00184,Nicotine,DBMET00526,Norcotinine,CN1CCCC1c1cccnc1,O=C1CCC(c2cccnc2)N1,train
DB01261,Sitagliptin,DBMET02432,Sitagliptin Unnamed Metabolite,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(O)NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,train
DB13872,Lormetazepam,DBMET01529,Lormetazepam glucuronide,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,CN1C(=O)C(OC2OC(C(=O)O)C(O)C(O)C2O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,train
DBMET01436,Benzoyloxyl radical,DB09157,Carbon dioxide,O=C(O)c1ccccc1,O=C=O,train
DB01577,Metamfetamine,DBMET00735,4-hydroxymethamphetamine,CNC(C)Cc1ccccc1,CNC(C)Cc1ccc(O)cc1,train
DB04871,Lorcaserin,DBMET00927,N-carbamoyl glucuronide lorcaserin,CC1CNCCc2ccc(Cl)cc21,CC1CN(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CCc2ccc(Cl)cc21,train
DBMET03496,MYK-2210,DBMET03498,MYK-2210 glucuronide,CC(Nc1cc(=O)n(C(C)C)c(=O)[nH]1)c1ccc(O)cc1,CC(Nc1cc(=O)n(C(C)C)c(=O)[nH]1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,train
DB01161,Chloroprocaine,DBMET01430,diethylaminoethanol,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CCN(CC)CCO,train
DB06480,Prucalopride,DBMET02200,Prucalopride N-glucuronide,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,COCCCN1CCC(NC(=O)c2cc(Cl)c(NOC3OC(C(=O)O)C(O)C(O)C3O)c3c2OCC3)CC1,train
DB01017,Minocycline,DBMET03011,9-hydroxyminocycline,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,train
DB05109,Trabectedin,DBMET01137,Trabectedin metabolite M16e,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(=O)C3Cc5cc(CC(=O)O)c(OC)c(O)c5C(C21)N3C)OCO4,train
DB00682,Warfarin,DBMET02562,S-Warfarin-R-Alcohol,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,train
DBMET03217,Lonafarnib metabolite M1,DBMET03218,Lonafarnib metabolite M2,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O,NC(=O)N1C=CC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,train
DB01050,Ibuprofen,DBMET00668,1-hydroxyibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C(=O)O)c1ccc(C(O)C(C)C)cc1,train
DB01183,Naloxone,DBMET00424,noroxymorphone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,train
DB09085,Tetracaine,DBMET01429,para-aminobenzoic acid,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,Nc1ccc(C(=O)O)cc1,train
DB13609,Umifenovir,DBMET03041,Arbidol M10 metabolite,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12,train
DB13941,Piperaquine,DBMET01946,M3 (piperaquine),Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,OC1CN(c2ccnc3cc(Cl)ccc23)CCN1CCCN1CCN(c2ccnc3cc(Cl)ccc23)CC1,train
DB00778,Roxithromycin,DBMET00828,descladinose roxithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,train
DB11689,Selumetinib,DBMET03100,M14 (AZ12791138),Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21,train
DBMET00065,2-ene-Valproic acid,DBMET00062,3-Hydroxyvalproic acid,CCC=C(CCC)C(=O)O,CCCC(C(=O)O)C(O)CC,train
DBMET01492,m-Iodohippuric acid,DBMET01493,Radioiodide 123,O=C(O)CNC(=O)c1cccc(I)c1,I,train
DB00190,Carbidopa,DBMET00698,3-(3-hydroxyphenyl)-2-methyllactic acid,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(O)(Cc1cccc(O)c1)C(=O)O,train
DBMET02676,Labetalol Theoretical Metabolite (IX),DBMET02678,Labetalol Glucuronide Metabolite (XI),CC(CCc1ccccc1)n1ccc2cc(O)c(O)c(C(N)=O)c21,CC(CCc1ccccc1)n1ccc2cc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(C(N)=O)c21,train
DBMET02775,Quinapril Metabolite PD109488,DBMET02776,Quinapril Metabolite PD113413,CCOC(=O)C(CCc1ccccc1)N1C(=O)C2Cc3ccccc3CN2C(=O)C1C,CC1C(=O)N2Cc3ccccc3CC2C(=O)N1C(CCc1ccccc1)C(=O)O,train
DBMET03332,Mirabegron M16 metabolite,DBMET03333,Mirabegron M5 metabolite,Nc1ccc(CCNCC(O)c2ccccc2)cc1,Nc1ccc(CCNCC(O)c2ccccc2)cc1,train
DB00863,Ranitidine,DBMET01735,Desmethylranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CNCc1ccc(CSCCNC(=C[N+](=O)[O-])NC)o1,train
DB11703,Acalabrutinib,DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,train
DB00922,Levosimendan,DBMET00973,OR-1855,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,CC1CC(=O)NN=C1c1ccc(N)cc1,train
DB00598,Labetalol,DBMET02669,Labetalol Benzyl Glucuronide Metabolite (II),CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(O)c(C(N)=O)c1,train
DB09229,Aranidipine,DBMET01949,Aranidipine M-1,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)O)C1c1ccccc1[N+](=O)[O-],train
DB09089,Trimebutine,DBMET01505,2-dimethylamino-2-phenylbutan-1-ol,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,CCC(CO)(c1ccccc1)N(C)C,train
DB09166,Etizolam,DBMET01525,alpha-hydroxyetizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,Cc1nnc2n1-c1sc(C(C)O)cc1C(c1ccccc1Cl)=NC2,train
DB00374,Treprostinil,DBMET03506,Treprostinil metabolite HU2,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,O=C(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,train
DB01161,Chloroprocaine,DBMET03556,2-chloro-p-aminobenzoic acid,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,Nc1ccc(C(=O)O)c(Cl)c1,train
DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02884,Acalabrutinib M24 Metabolite,CC(=O)CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CCCC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,train
DB00583,Levocarnitine,DBMET00513,Trimethylamine N-oxide,C[N+](C)(C)CC(O)CC(=O)[O-],C[N+](C)(C)[O-],train
DB13178,Inositol,DBMET00488,Glucuronic acid,OC1C(O)C(O)C(O)C(O)C1O,O=C(O)C1OC(O)C(O)C(O)C1O,train
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02879,Acalabrutinib M16 Metabolite,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)NCCCC(O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,train
DB11703,Acalabrutinib,DBMET02881,Acalabrutinib M2 Metabolite,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12,train
DB09194,Etoperidone,DBMET02179,Etoperidone M6,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,CCc1nn(CCC[N+]2([O-])CC[N+]([O-])(c3cccc(Cl)c3)CC2)c(=O)n1CC,train
DBMET03267,5-(3-methyltriazen-1-yl) imidazole-4-carboxamide (MTIC),DBMET03268,5-aminoimidazole-4-carboxamide (AIC),Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1nnc2c(C(N)=O)ncn2c1=O,train
DB11195,Xylitol,DB03947,D-Xylulose,OCC(O)C(O)C(O)CO,O=C(CO)C(O)C(O)CO,train
DBMET02684,6-β-hydromorphol,DBMET02724,6-β-hydromorphol glucuronide conjugate 1,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)CCC3C1C5,train
DB00614,Furazolidone,DBMET00639,beta-Hydroxyethylhydrazine,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,CC=CCCC=CCCC(=O)OC,train
DB00175,Pravastatin,DBMET02479,Desacylpravastatin,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC1C=Cc2cc(O)ccc2C1CCC(O)CC(O)CC(=O)O,train
DB13941,Piperaquine,DBMET01943,M1 (piperaquine),Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,O=C(O)CCN1CCN(c2ccnc3cc(Cl)ccc23)CC1,train
DB01155,Gemifloxacin,DBMET00922,N-acetyl gemifloxacin,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1NC(C)=O,train
DB01060,Amoxicillin,DBMET03003,Amoxicillin M7 Metabolite,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O,train
DB12406,Lisofylline,DBMET03231,"M3, Pentoxifylline internal diol",CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O,train
DB11145,Oxyquinoline,DBMET02060,Sulfate Conjugate (Oxyquinoline),Oc1cccc2cccnc12,OS(O)(O)Oc1cccc2cccnc12,train
DB00875,Flupentixol,DBMET03258,Flupentixol sulfoxide,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[O-][S+]1c2ccccc2C(=CCCN2CCN(CCO)CC2)c2cc(C(F)(F)F)ccc21,train
DB12406,Lisofylline,DBMET03230,"M2, Pentoxifylline external diol",CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)n(CCCCC(O)CO)c(=O)n2C,train
DBMET02403,M10 (GW694301X),DBMET03674,M26 fluticasone furoate,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)O,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)O,train
DB16956,L-Acetylleucine,DB00149,Leucine,CC(=O)NC(CC(C)C)C(=O)O,CC(C)CC(N)C(=O)O,train
DBMET03717,Momelotinib M5 metabolite,DBMET03718,Momelotinib M16 metabolite,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N(CC(=O)O)CC(=O)O)cc3)n2)cc1,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(NCCO)cc3)n2)cc1,train
DBMET01338,Valdecoxib metabolite M2,DBMET01340,Valdecoxib metabolite M7,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)NO)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)O)cc1,train
DB11986,Entrectinib,DBMET02742,ENB477,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,CN1CCN(c2ccc(C(=O)NC3N=Nc4ccc(Cc5cc(F)cc(F)c5)cc43)c(N)c2)CC1,train
DBMET02750,4'-O-monodesmethyl istradefylline (M1),DBMET02751,M1 Sulfate Conjugate (M4),CCn1c(=O)c2c(nc(C=Cc3ccc(O)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(C=Cc3ccc(OS(=O)(=O)O)c(OC)c3)n2C)n(CC)c1=O,train
DBMET02065,Reduced Metabolite (Atosiban),DBMET02066,Large Fragment Metabolite (Atosiban),CCOc1ccc(CC(NC(=O)CCS)C(=O)NC(C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CS)C(=O)N2CCCC2C(=O)NC(CCCN)C(=O)NCC(N)=O)C(C)O)C(C)CC)cc1,CCOc1ccc(CC(NC(=O)CCS)C(=O)NC(C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CS)C(=O)N2CCCC2C(=O)O)C(C)O)C(C)CC)cc1,train
DB00690,Flurazepam,DBMET00933,Norflurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,train
DB06769,Bendamustine,DBMET01423,monohydroxy-bendamustine (bendamustine metabolite HP1),Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Cn1c(CCCC(=O)O)nc2cc(N(CCO)CCCl)ccc21,train
DB09194,Etoperidone,DBMET02168,Etoperidone M20,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,CCc1n[nH]c(=O)[nH]1,train
DBMET02389,Linagliptin CD1790,DBMET02390,Linagliptin M490(1),CC#CCn1c(N2CCCC(O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,Cc1nc(Cn2c(=O)c3c(nc(N4CCCC(O)C4)n3CC#CCO)n(C)c2=O)nc2ccccc12,train
DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate,Cc1cccc(C)c1N,Cc1cccc(C(=O)O)c1N,train
DB09194,Etoperidone,DB12110,m-Chlorophenylpiperazine,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,train
DB00714,Apomorphine,DBMET03132,Apomorphine 11-glucuronide,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,train
DBMET02830,5-alpha androstanedione,DBMET02831,5-alpha androsterone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,train
DB00246,Ziprasidone,DBMET02996,dihydro-ziprasidone-sulfone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,N[S+]([O-])c1ccccc1C(=O)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,train
DBMET03195,Remoxipride Metabolite NCM 001,DBMET03196,Remoxipride Metabolite NCM 009,CCN1C(=O)CCC1(O)CNC(=O)c1c(OC)ccc(Br)c1OC,COc1ccc(Br)c(OC)c1C(=O)NCC1(O)CCC(=O)N1,train
DB00332,Ipratropium,DB09269,Phenylacetic acid,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,O=C(O)Cc1ccccc1,train
DBMET02993,S-Methyl-dihydro-ziprasidone,DBMET02994,S-Methyl-dihydro-ziprasidone-sulfoxide,CSc1ccccc1C(=N)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,C[S+]([O-])c1ccccc1C(=N)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,train
DB00590,Doxazosin,DBMET02604,"Hydroxylated metabolite, Doxazosin",COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,train
DB00190,Carbidopa,DBMET00699,3-(3-hydroxyphenyl)-2-methylpropionic acid,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1cccc(O)c1)C(=O)O,train
DB09119,Eslicarbazepine acetate,DBMET01408,Eslicarbazepine [(S)-licarbazepine],CC(=O)OC1Cc2ccccc2N(C(N)=O)c2ccccc21,NC(=O)N1c2ccccc2CC(O)c2ccccc21,train
DB00332,Ipratropium,DBMET00945,N-isopropylnortropium methobromide,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,C=C(C(=O)OC1CC2CCC(C1)[N+]2(C)C(C)C)c1ccccc1,train
DB16200,Iptacopan,DBMET03746,M2 iptacopan,CCOC1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)C(c2ccc(C(=O)O)cc2)C1,COc1cc(C)c2[nH]ccc2c1CN1CCC(O)CC1c1ccc(C(=O)O)cc1,train
DB08814,Triflusal,DBMET00686,2-hydroxy-4-trifluoromethyl benzoic acid,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,O=C(O)c1ccc(C(F)(F)F)cc1O,train
DB13952,Estradiol acetate,DB00783,Estradiol,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,train
DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline",Cc1cccc(C)c1N,Cc1cc(O)cc(C)c1N,train
DB02546,Vorinostat,DBMET00726,4-anilino-4-oxobutanoic acid,O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(O)CCC(=O)Nc1ccccc1,train
DB00806,Pentoxifylline,DBMET03232,"M4, Pentoxifylline C-5 carboxylic acid",CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)n(CCCCC(=O)O)c(=O)n2C,train
DB12473,Taurolidine,DBMET03765,Hydroxymethyl taurultam,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,O=S1(=O)CCN(CO)CN1,train
DB00619,Imatinib,DBMET03529,M28.8 imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3=O)cc2)cc1Nc1nccc(-c2cccnc2)n1,train
DB13783,Acemetacin,DBMET01880,O-demethylated acemetacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1c(CC(=O)OCC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,train
DB01017,Minocycline,DBMET03012,Minocycline M3 Metabolite,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,train
DBMET03787,Ixazomib M5 metabolite,DBMET03783,Ixazomib M6 metabolite,CC(C)CC(O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,CC(C)CC(=O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,train
DB06605,Apixaban,DBMET02426,Apixaban M2 metabolite,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,NC(=O)c1nn(-c2ccc(O)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,train
DBMET02662,Ketoconazole ketone hydroxyl intermediate,DBMET02664,M5 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,train
DB13169,Nandrolone,DBMET03358,19-Norandrosterone,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,CC12CCC3C4CCC(O)CC4CCC3C1CCC2=O,train
DBMET01116,2-phthalimidoglutaramic acid,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,NC(=O)CCC(C(=O)O)N1C(=O)c2ccccc2C1=O,NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,train
DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,DBMET02545,4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide,CC(=O)CCc1ccc2cc(O)ccc2c1,CC(=O)CCc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,train
DB00627,Niacin,DBMET02630,Nicotinuric Acid,O=C(O)c1cccnc1,O=C(O)CNC(=O)c1cccnc1,train
DB04456,Arsenous acid,DBMET02872,Arsenic acid,O[As](O)O,O=[As](O)(O)O,train
DB00458,Imipramine,DBMET01959,Didemethylimipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,NCCCN1c2ccccc2CCc2ccccc21,train
DB01022,Phylloquinone,DBMET03366,Vitamin K 7 Carbon Metabolite,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCC(=O)O,train
DB02901,Stanolone,DBMET00592,11-Oxo-androsterone glucuronide,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,CC12CC(=O)C3C(CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O,train
DB00776,Oxcarbazepine,DBMET02808,Oxcarbazepine glucuronide metabolite,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,NC(=O)N1c2ccccc2C=C(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc21,train
DB00477,Chlorpromazine,DBMET00928,N-dedimethylchlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,train
DB00648,Mitotane,DBMET03760,Mitotane β-hydroxylated metabolite,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,OC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,train
DB00959,Methylprednisolone,DBMET02926,Methylprednisolone M4 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1=CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,train
DB00211,Midodrine,DBMET00829,desglymidodrine,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,COc1ccc(OC)c(C(O)CN)c1,train
DB00461,Nabumetone,DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CCC(C)O)ccc2c1,train
DBMET03073,Biocytin,DB00121,Biotin,NC(CCCCCNOC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)O,O=C(O)CCCCC1SCC2NC(=O)NC21,train
DBMET02182,Etoperidone M12,DBMET02184,Etoperidone M13,CCc1nn(CCC(=O)O)c(=O)n1CC,CCc1nn(CCC(=O)OC)c(=O)n1CC,train
DB00920,Ketotifen,DBMET00930,10-alpha-hydroxyl Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CN1CCC(=C2c3ccccc3CC(O)c3sccc32)CC1,train
DB01069,Promethazine,DBMET02973,Desmethylpromethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,train
DB01012,Cinacalcet,DBMET00869,hydroxy-hydrocinnamic acid,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,O=C(O)CCc1cccc(O)c1,train
