parent_name,child_name,parent_smiles,child_smiles,origin,source,set,tanimoto
Catechol duloxetine,"5-hydroxy, 6-methoxy duloxetine","[LogP_[4.0, 5.0)]CNCCC(Oc1cccc2c(O)c(O)ccc12)c1cccs1",CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1cccs1,DB00476,DrugBank,train,0.8
Carboxycelecoxib,Celecoxib glucuronide,"[LogP_[2.0, 3.0)]NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1",NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1,DB00482,DrugBank,train,0.6129032258064516
Haloperidol reduced pyridinium ion derivative,Haloperidol pyridinium ion derivative,"[LogP_[4.0, 5.0)]OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1",O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,DB00502,DrugBank,train,0.2280701754385964
Aldophosphamide,Carboxyphosphamide,"[LogP_[1.0, 2.0)]NP(=O)(OCCC=O)N(CCCl)CCCl",NP(=O)(OCCC(=O)O)N(CCCl)CCCl,DB00531,DrugBank,train,0.5833333333333334
Aldophosphamide,Alcophosphamide,"[LogP_[1.0, 2.0)]NP(=O)(OCCC=O)N(CCCl)CCCl",NP(=O)(OCCCO)N(CCCl)CCCl,DB00531,DrugBank,train,0.6
Aldophosphamide,Phosphoramide Mustard,"[LogP_[1.0, 2.0)]NP(=O)(OCCC=O)N(CCCl)CCCl",NP(=O)(O)N(CCCl)CCCl,DB00531,DrugBank,train,0.4242424242424242
Zafirlukast metabolite M2,Zafirlukast metabolite M4,"[LogP_[4.0, 5.0)]COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(C)=O)cc12",COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(C)=O)cc12,DB00549,DrugBank,train,0.8382352941176471
Zafirlukast metabolite M8,Zafirlukast metabolite M3,"[LogP_[5.0, 6.0)]COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)OC3CCCC3)cc12",COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(C)=O)cc12,DB00549,DrugBank,train,0.7945205479452054
2-hydroxycarbamazepine,2-hydroxyiminostilbene,"[LogP_[3.0, 4.0)]NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21",Oc1ccc2c(c1)C=Cc1ccccc1N2,DB00564,DrugBank,train,0.4
1-(3-trifluoromethyl-phenyl)-propan-2-one,1-(3-trifluoromethyl-phenyl)-propan-2-ol,"[LogP_[2.0, 3.0)]CC(=O)Cc1cccc(C(F)(F)F)c1",CC(O)Cc1cccc(C(F)(F)F)c1,DB00574,DrugBank,train,0.5555555555555556
1-(3-trifluoromethyl-phenyl)-propan-2-one,"1-(3-trifluoromethyl-phenyl)-propan-1,2-diol","[LogP_[2.0, 3.0)]CC(=O)Cc1cccc(C(F)(F)F)c1",CC(O)C(O)c1cccc(C(F)(F)F)c1,DB00574,DrugBank,train,0.4102564102564102
"UK-51,060","UK-215,364","[LogP_[1.0, 2.0)]O=C(Cn1cncn1)c1ccc(F)cc1F",OC(Cn1cncn1)c1ccc(F)cc1F,DB00582,DrugBank,train,0.5217391304347826
"3',4'-hydroxy diclofenac",3'-hydroxy-4'-methoxy diclofenac,"[LogP_[3.0, 4.0)]O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)c(O)c1Cl",O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DB00586,DrugBank,train,0.625
Labetalol Theoretical Metabolite (IX),Labetalol Glucuronide Metabolite (X),"[LogP_[3.0, 4.0)]CC(CCc1ccccc1)n1ccc2cc(O)c(O)c(C(N)=O)c21",CC(CCc1ccccc1)n1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)c(O)c(C(N)=O)c21,DB00598,DrugBank,train,0.6119402985074627
Labetalol Theoretical Metabolite (IX),Labetalol Glucuronide Metabolite (XI),"[LogP_[3.0, 4.0)]CC(CCc1ccccc1)n1ccc2cc(O)c(O)c(C(N)=O)c21",CC(CCc1ccccc1)n1ccc2cc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(C(N)=O)c21,DB00598,DrugBank,train,0.6119402985074627
N-bidesethylchloroquine,7-chloro-4-aminoquinoline,"[LogP_[3.0, 4.0)]CC(CCCN)Nc1ccnc2cc(Cl)ccc12",Nc1ccnc2cc(Cl)ccc12,DB00608,DrugBank,train,0.4545454545454545
"6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)","6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)","[LogP_[0.0, 1.0)]CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO",CC12C=CC(=O)CC1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank,train,0.6229508196721312
4-hydroxytamoxifen sulfate,Endoxifen (4-hydroxy-N-desmethyltamoxifen),"[LogP_[5.0, 6.0)]CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1",CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,DB00675,DrugBank,train,0.5185185185185185
Endoxifen (4-hydroxy-N-desmethyltamoxifen),Tamoxifen Glucuronides,"[LogP_[5.0, 6.0)]CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1",CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,DB00675,Both,train,0.5964912280701754
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-endoxifen Sulfate,"[LogP_[5.0, 6.0)]CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1",CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,DB00675,Both,train,0.723404255319149
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-hydroxytamoxifen sulfate,"[LogP_[5.0, 6.0)]CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1",CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,DB00675,DrugBank,train,0.5185185185185185
"N,N-didesmethyltamoxifen",Tamoxifen Metabolite Y,"[LogP_[5.0, 6.0)]CCC(=C(c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1",CCC(=C(c1ccccc1)c1ccc(OCCO)cc1)c1ccccc1,DB00675,DrugBank,train,0.7567567567567568
Endoxifen (4-hydroxy-N-desmethyltamoxifen),"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)","[LogP_[5.0, 6.0)]CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1",CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,DB00675,DrugBank,train,0.7441860465116279
Deoxydaunorubicinol aglycone,Deoxydaunorubicinol aglycone-13-O-β-glucuronide,"[LogP_[1.0, 2.0)]COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3",COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)OOC1OC(C(=O)O)C(O)C(O)C1O)CC3,DB00694,DrugBank,train,0.6231884057971014
Deoxydaunorubicinol aglycone,Demethyl deoxydaunorubicinol aglycone,"[LogP_[1.0, 2.0)]COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3",CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,DB00694,DrugBank,train,0.78
Adefovir monophosphate,Adefovir Diphosphate,"[LogP_[-1.0, 0.0)]Nc1ncnc2c1ncn2CCOCP(=O)(O)OP(=O)(O)O",Nc1ncnc2c1ncn2CCOCP(=O)(O)OP(=O)(O)OP(=O)(O)O,DB00718,DrugBank,train,0.9130434782608696
4-Oxoretinoic acid,4-Oxoretinoic acid glucuronide,"[LogP_[4.0, 5.0)]CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O",CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(CO)C(O)C(O)C1O,DB00755,DrugBank,train,0.5873015873015873
15-keto-PGE0,"13,14-dihydro-PGE1","[LogP_[3.0, 4.0)]CCCCCC(=O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O",CCCCCC(O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O,DB00770,DrugBank,train,0.7142857142857143
16-alpha hydroxyestrone,17-Epiestriol,"[LogP_[2.0, 3.0)]CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O",CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,DB01420,DrugBank,train,0.6530612244897959
Indapamide metabolite M4,Indapamide metabolite M2,"[LogP_[1.0, 2.0)]CC1C(=O)c2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1",CC1C(=O)c2cc(O)ccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,DrugBank,train,0.7777777777777778
Indapamide metabolite M3,Indapamide metabolite M2,"[LogP_[2.0, 3.0)]Cc1cc2cc(O)ccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1",CC1C(=O)c2cc(O)ccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,DrugBank,train,0.5483870967741935
3-Carbamoyl-2-phenylpropionaldehyde,Atropaldehyde,"[LogP_[1.0, 2.0)]NC(=O)OCC(C=O)c1ccccc1",C=C(C=O)c1ccccc1,DB00949,DrugBank,train,0.2702702702702703
3-Carbamoyl-2-phenylpropionaldehyde,3-Carbamoyl-2-phenylpropionic acid,"[LogP_[1.0, 2.0)]NC(=O)OCC(C=O)c1ccccc1",NC(=O)OCC(C(=O)O)c1ccccc1,DB00949,DrugBank,train,0.5882352941176471
"N,N-Didesmethyldiphenhydramine",Diphenylmethoxyacetic acid,"[LogP_[2.0, 3.0)]NCCOC(c1ccccc1)c1ccccc1",O=C(O)COC(c1ccccc1)c1ccccc1,DB00985,DrugBank,train,0.5
6-Thiosine 5'-monophosphate,6-methylthiosine 5'-monophosphate,"[LogP_[-2.0, -1.0)]O=P(O)(O)OCC1OC(n2cnc3c(S)nc(O)nc32)C(O)C1O",CSc1nc(O)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,DB00993,DrugBank,train,0.7321428571428571
6-Thiosine 5'-monophosphate,6-thioxanthylic acid,"[LogP_[-2.0, -1.0)]O=P(O)(O)OCC1OC(n2cnc3c(S)nc(O)nc32)C(O)C1O",O=P(O)(O)C(O)C1OC(n2cnc3c(S)nc(O)nc32)C(O)C1O,DB00993,DrugBank,train,0.6491228070175439
Doxorubicinol deoxaglycone,4-O-demethyl deoxaglycone doxorubicinol,"[LogP_[0.0, 1.0)]COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3",O=C1c2cccc(O)c2C(=O)c2c(O)c3c(c(O)c21)CC(O)(C(O)CO)CC3,DB00997,DrugBank,train,0.7735849056603774
"4,4'-methanol-bisbenzonitrile",Letrozole carbinol glucuronide metabolite,"[LogP_[2.0, 3.0)]N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1",N#Cc1ccc(C(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(C#N)cc2)cc1,DB01006,DrugBank,train,0.3488372093023256
M10 (Ketoconazole),M15 (Ketoconazole),"[LogP_[4.0, 5.0)]CC(=O)NCCNc1ccc(OCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1",Nc1ccc(OCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,DB01026,DrugBank,train,0.7123287671232876
Ketoconazole ketone intermediate,Ketoconazole ketone hydroxyl intermediate,"[LogP_[3.0, 4.0)]CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NCC4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1",CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DB01026,DrugBank,train,0.7215189873417721
Ketoconazole dihydroxyl intermediate,M5' (Ketoconazole),"[LogP_[2.0, 3.0)]CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NC(O)C4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1",CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NC(=O)C4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DB01026,DrugBank,train,0.7702702702702703
Ketoconazole dihydroxyl intermediate,M3 (Ketoconazole),"[LogP_[2.0, 3.0)]CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NC(O)C4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1",CC(=O)N1CCN(c2ccc(OCC3COC(CNC=N)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DB01026,DrugBank,train,0.726027397260274
Irbesartan derivative M1,Irbesartan derivative M2,"[LogP_[2.0, 3.0)]CC(O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1",CC(=O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,DrugBank,train,0.8
Irbesartan derivative M6,Irbesartan derivative M2,"[LogP_[3.0, 4.0)]CC(=O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1",CC(=O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,DrugBank,train,0.7910447761194029
2-(o-carboxybenzamido)glutaramic acid,L-Glutamine,"[LogP_[-1.0, 0.0)]NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O",NC(=O)CCC(N)C(=O)O,DB01041,DrugBank,train,0.358974358974359
2-(o-carboxybenzamido)glutaramic acid,Phthalic Acid,"[LogP_[-1.0, 0.0)]NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O",O=C(O)c1ccccc1C(=O)O,DB01041,DrugBank,train,0.4117647058823529
4-(o-carboxybenzamido)glutaramic acid,Isoglutamine,"[LogP_[-1.0, 0.0)]NC(=O)C(CCC(=O)O)NC(=O)c1ccccc1C(=O)O",NC(=O)C(N)CCC(=O)O,DB01041,DrugBank,train,0.358974358974359
4-(o-carboxybenzamido)glutaramic acid,Phthalic Acid,"[LogP_[-1.0, 0.0)]NC(=O)C(CCC(=O)O)NC(=O)c1ccccc1C(=O)O",O=C(O)c1ccccc1C(=O)O,DB01041,DrugBank,train,0.4117647058823529
2-(o-carboxybenzamido)glutaramic acid,2-(o-carboxybenzamido)glutaric acid,"[LogP_[-1.0, 0.0)]NC(=O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O",O=C(O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,DB01041,DrugBank,train,0.7837837837837838
2-phthalimidoglutaric acid,2-(o-carboxybenzamido)glutaric acid,"[LogP_[0.0, 1.0)]O=C(O)CCC(C(=O)O)N1C(=O)c2ccccc2C1=O",O=C(O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,DB01041,DrugBank,train,0.4090909090909091
4-(o-carboxybenzamido)glutaramic acid,2-(o-carboxybenzamido)glutaric acid,"[LogP_[-1.0, 0.0)]NC(=O)C(CCC(=O)O)NC(=O)c1ccccc1C(=O)O",O=C(O)CCC(NC(=O)c1ccccc1C(=O)O)C(=O)O,DB01041,DrugBank,train,0.7837837837837838
Amoxicillin M4 Metabolite,Amoxicillin M5 Metabolite,"[LogP_[-1.0, 0.0)]CC1(C=O)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O",CC1(C(=O)O)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,DB01060,DrugBank,train,0.7543859649122807
7-acetamido-clonazepam,3-hydroxy-7-acetamido-clonazepam,"[LogP_[3.0, 4.0)]CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2",CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=NC(O)C(=O)N2,DB01068,DrugBank,train,0.6545454545454545
"N,N-Didesmethyldiphenhydramine",N-Acetyl-N-desmethyldiphenhydramine,"[LogP_[2.0, 3.0)]NCCOC(c1ccccc1)c1ccccc1",CC(=O)NCCOC(c1ccccc1)c1ccccc1,DB00985,DrugBank,train,0.4857142857142857
5’-Deoxy-5-fluorouridine (5'DFUR),5-fluorouracil,"[LogP_[-2.0, -1.0)]CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O",O=c1[nH]cc(F)c(=O)[nH]1,DB01101,DrugBank,train,0.2558139534883721
5-fluorodeoxyuridine (5-FUdR),5-fluorodeoxyuridine monophosphate (5-FdUMP),"[LogP_[-2.0, -1.0)]O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F",O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F,DB00322,DrugBank,train,0.7083333333333334
5-fluorouridine monophosphate (5-FUMP),5-fluorouridine diphosphate (5-FUDP),"[LogP_[-3.0, -2.0)]O=c1[nH]c(=O)n(C2OC(COP(=O)(O)O)C(O)C2O)cc1F",O=c1[nH]c(=O)n(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)cc1F,DB00322,DrugBank,train,0.8367346938775511
5-fluouridine (5-FUR),5-fluorouridine monophosphate (5-FUMP),"[LogP_[-3.0, -2.0)]O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F",O=c1[nH]c(=O)n(C2OC(COP(=O)(O)O)C(O)C2O)cc1F,DB00322,DrugBank,train,0.6808510638297872
Hydroxydesmethyl doxepin,Hydroxydesmethyl doxepin glucuronide,"[LogP_[3.0, 4.0)]CNCCC=C1c2ccccc2COc2ccc(O)cc21",CN(C)CCC=C1c2ccccc2COc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc21,DB01142,DrugBank,train,0.4428571428571428
"S,S-Hydroxybupropion","S,S-Hydroxybupropion glucuronide","[LogP_[2.0, 3.0)]CC1NC(C)(C)COC1(O)c1cccc(Cl)c1",CC1NC(C)(C)COC1(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(Cl)c1,DB01156,DrugBank,train,0.5423728813559322
aldoifosfamide,Alcoifosfamide,"[LogP_[1.0, 2.0)]O=CCCOP(=O)(NCCCl)NCCCl",O=P(NCCCl)(NCCCl)OCCCO,DB12902,DrugBank,train,0.5757575757575758
aldoifosfamide,Carboxylifosfamide,"[LogP_[1.0, 2.0)]O=CCCOP(=O)(NCCCl)NCCCl",O=C(O)CCOP(=O)(NCCCl)NCCCl,DB12902,DrugBank,train,0.5588235294117647
aldoifosfamide,Isophosphamide mustard,"[LogP_[1.0, 2.0)]O=CCCOP(=O)(NCCCl)NCCCl",O=P(O)(NCCCl)NCCCl,DB12902,DrugBank,train,0.3870967741935484
16alpha-butyrloxyprednisolone,16-alpha-hydroxyprednisolone,"[LogP_[1.0, 2.0)]CCCC(=O)OC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO",CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC(O)C2(O)C(=O)CO,DB01222,DrugBank,train,0.7301587301587301
"3,4-dihydroxyphenylacetic acid (DOPAC)",Homovanillic acid,"[LogP_[0.0, 1.0)]O=C(O)Cc1ccc(O)c(O)c1",COc1cc(CC(=O)O)ccc1O,DB01235,DrugBank,train,0.6129032258064516
3-methoxy-4-hydroxyacetaldehyde,Homovanillic acid,"[LogP_[1.0, 2.0)]COc1cc(CC=O)ccc1O",COc1cc(CC(=O)O)ccc1O,DB01235,DrugBank,train,0.6176470588235294
2-hydroxydesmethyl clomipramine,2-hydroxydesmethyl clomipramine glucuronide,"[LogP_[3.0, 4.0)]CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21",CNCCCN1c2cc(Cl)c(O)cc2CCc2c(OC3OC(C(=O)O)C(O)C(O)C3O)cccc21,DB01242,DrugBank,train,0.5352112676056338
8-hydroxydesmethyl clomipramine,8-hyroxydesmethyl clomipramine glucuronide,"[LogP_[3.0, 4.0)]CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21",CNCCCN1c2cc(Cl)ccc2CCc2c1ccc(O)c2OC1OC(C(=O)O)C(O)C(O)C1O,DB01242,DrugBank,train,0.5142857142857142
5-aza-2'-deoxycytidine-diphosphate,5-aza-2'-deoxycytidine-triphosphate,"[LogP_[-2.0, -1.0)]Nc1ncn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1",Nc1ncn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,DB01262,DrugBank,train,0.9583333333333334
3-methyl-s-triazolophthalazine,9-hydroxy-methyltriazolophthalazine,"[LogP_[1.0, 2.0)]Cc1nnc2c3ccccc3cnn12",Cc1nnc2c3ccc(O)cc3cnn12,DB01275,DrugBank,train,0.6216216216216216
3-methyl-s-triazolophthalazine,3-hydroxy-methyltriazolophthalazine,"[LogP_[1.0, 2.0)]Cc1nnc2c3ccccc3cnn12",OCc1nnc2c3ccccc3cnn12,DB01275,DrugBank,train,0.5945945945945946
ara-GMP,ara-GTP,"[LogP_[-3.0, -2.0)]Nc1nc2c(n[c]n2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1",Nc1nc2c(n[c]n2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,DB01280,DrugBank,train,0.8448275862068966
5-Carboxylumiracoxib (M11),Lumiracoxib metabolite M15,"[LogP_[3.0, 4.0)]O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl",O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cccc1Cl,DB01283,DrugBank,train,0.396551724137931
Lumiracoxib metabolite M25,Lumiracoxib metabolite M25 glucuronide (M20),"[LogP_[3.0, 4.0)]Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl",Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1Cl,DB01283,Both,train,0.5538461538461539
Lumiracoxib metabolite M9,4'-Hydroxy-5-carboxylumiracoxib (M5),"[LogP_[3.0, 4.0)]O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl",O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl,DB01283,DrugBank,train,0.723404255319149
5-Carboxylumiracoxib (M11),4'-Hydroxy-5-carboxylumiracoxib (M5),"[LogP_[3.0, 4.0)]O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl",O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl,DB01283,DrugBank,train,0.717391304347826
3'-Oxohexobarbital,Hexobarbital glutathione conjugate derivative,"[LogP_[0.0, 1.0)]CN1C(=O)NC(=O)C(C)(C2=CC(=O)CCC2)C1=O",CN1C(=O)NC(=O)C(C)(C2(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C2)C1=O,DB01355,DrugBank,train,0.2597402597402597
4-amino-antipyrine (AA),4-acetyl-amino-antipyrine (AAA),"[LogP_[1.0, 2.0)]Cc1c(N)c(=O)n(-c2ccccc2)n1C",CC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,DB04817,DrugBank,train,0.5526315789473685
Phenol-dronedarone,Phenol-dronedarone glucuronide,"[LogP_[4.0, 5.0)]CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(O)cc1",CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OC2C(O)C(O)C(O)C(O)C2C(=O)O)cc1,DB04855,DrugBank,train,0.6666666666666666
"Deaminated N,N′-didebutyl-dronedarone","Deaminated N,N′-didebutyl-dronedarone glucuronide","[LogP_[4.0, 5.0)]CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCO)cc1",CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCOC2C(O)C(O)C(O)C(O)C2C(=O)O)cc1,DB04855,DrugBank,train,0.7285714285714285
M7-B (Odanacatib),M7-A (Odanacatib),"[LogP_[3.0, 4.0)]CC(F)(C=O)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1",CC1(F)CC(C(=O)NC2(C#N)CC2)N(C(c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)C(F)(F)F)C1O,DB06670,DrugBank,train,0.4871794871794871
Dabigatran M630,Dabigatran M602,"[LogP_[4.0, 5.0)]Cn1c(CNc2ccc(C(=N)NC(=O)OCCCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21",Cn1c(CNc2ccc(C(=N)NC(=O)OCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DB06695,DrugBank,train,0.945945945945946
Dabigatran M369,Dabigatran M325,"[LogP_[1.0, 2.0)]Cn1c(C(=O)O)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21",Cn1cnc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DB14726,DrugBank,train,0.7192982456140351
Dabigatran M354,Dabigatran M396,"[LogP_[1.0, 2.0)]Cn1c(CN)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21",CC(=O)NCc1nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc2n1C,DB14726,DrugBank,train,0.8
Chloramphenicol 1-acetate,"Chloramphenicol 1,3-diacetate","[LogP_[1.0, 2.0)]CC(=O)OC(c1ccc([N+](=O)[O-])cc1)C(CO)NC(=O)C(Cl)Cl",CC(=O)OCC(NC(=O)C(Cl)Cl)C(OC(C)=O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank,train,0.7916666666666666
Pitavastatin lactone,M3 pitavastatin,"[LogP_[4.0, 5.0)]O=C1CC(O)CC(C=Cc2c(C3CC3)nc3ccccc3c2-c2ccc(F)cc2)O1",O=C(O)CC(O)CC(=O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,DB08860,DrugBank,train,0.5652173913043478
Linagliptin CD1790,Linagliptin M490(1),"[LogP_[1.0, 2.0)]CC#CCn1c(N2CCCC(O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C",Cc1nc(Cn2c(=O)c3c(nc(N4CCCC(O)C4)n3CC#CCO)n(C)c2=O)nc2ccccc12,DB08882,DrugBank,train,0.8732394366197183
