parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles
DB05016,Ataluren,DBMET01532,ataluren-O-1β-acyl glucuronide,UDP-glucuronosyltransferase 1A9,DB05016,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(Oc1c(O)c(O)c(O)c(O)c1CO)c1cccc(-c2noc(-c3ccccc3F)n2)c1
DB05087,Ganaxolone,DBMET03442,16-OH ganaxolone,Cytochrome P450 3A4,DB05087,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1C(O)C[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
DB05109,Trabectedin,DBMET01133,Trabectedin metabolite M8a,,DB05109,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(CC(=O)O)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4
DB05109,,DBMET01134,Trabectedin metabolite M8b (ET-729),,DB05109,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@@H]2N[C@@H](Cc3cc(C)c(OC)c(O)c32)[C@@H]1O)OCO4
DB05109,Trabectedin,DBMET01135,Trabectedin metabolite M9,,DB05109,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c(O)c(O)c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C
DB05109,Trabectedin,DBMET01136,Trabectedin metabolite 16c,,DB05109,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3[C@@H]4SC[C@]5(NCCc6cc(O)c(O)cc65)C(=O)OC[C@@H](c5c6c(c(C)c(OC(C)=O)c54)OCO6)N3[C@@H](O)[C@H](C2)N1C
DB05109,Trabectedin,DBMET01137,Trabectedin metabolite M16e,,DB05109,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1C(=O)[C@@H]3Cc5cc(CC(=O)O)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4
DB05271,Rotigotine,DBMET00941,N-despropyl-rotigotine,,DB05271,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,Oc1cccc2c1CCC(NCCc1cccs1)C2
DB05271,Rotigotine,DBMET00943,N-desthienylethyl-rotigotine,,DB05271,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,CCCNC1CCc2c(O)cccc2C1
DB05289,Tarenflurbil,DBMET01566,4-OH-S-flurbiprofen,Cytochrome P450 2C9,DB05289,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,C[C@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1
DB05294,Vandetanib,DBMET00935,N-desmethyl vandetanib,,DB05294,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCNCC1
DB05351,Dexlansoprazole,DBMET01494,5-Hydroxy dexlansoprazole,Cytochrome P450 2C19,DB05351,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2cc(O)ccc2[nH]1
DB05351,Dexlansoprazole,DBMET03753,Dexlansoprazole sulfone,Cytochrome P450 3A4,DB05351,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1CS(=O)(=O)c1nc2ccccc2[nH]1
DB05351,Dexlansoprazole,DBMET03755,4-Sulfonyloxy dexlansoprazole,,DB05351,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2c(OS(=O)(=O)O)cccc2[nH]1
DB05351,Dexlansoprazole,DBMET03751,5-Glucuronyloxy dexlansoprazole,,DB05351,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2[nH]1
DB05521,Telaprevir,DBMET00993,Pyrazinoic acid,,DB05521,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,O=C(O)c1cnccn1
DB05676,Apremilast,DBMET01392,O-desmethyl Apremilast,"Cytochrome P450 3A4, Cytochrome P450 2A6, Cytochrome P450 1A2",DB05676,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(N=C(C)O)c3C2=O)ccc1O
DB05812,Abiraterone,DBMET00788,Abiraterone sulfate,"Cytochrome P450 3A4, Sulfotransferase 2A1",DB05812,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12
DB05812,Abiraterone,DBMET00951,N-oxide abiraterone sulfate,Sulfotransferase 2A1,DB05812,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3ccc[n+]([O-])c3)=CC[C@@H]12
DB06016,Cariprazine,DBMET03491,Desmethyl cariprazine,"Cytochrome P450 3A4, Cytochrome P450 2D6",DB06016,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CNC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
DB06016,Cariprazine,DBMET03492,Didesmethyl cariprazine,"Cytochrome P450 3A4, Cytochrome P450 2D6",DB06016,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,NC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
DB06148,Mianserin,DBMET01732,"(R)-mianserin, N-Desmethyl","Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 2B6",DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1,c1ccc2c(c1)Cc1ccccc1N1CCNC[C@@H]21
DB06148,Mianserin,DBMET01733,"(R)-mianserin, 8-hydroxy","Cytochrome P450 2D6, Cytochrome P450 3A4",DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3cc(O)ccc3Cc3ccccc3[C@@H]2C1
DB06148,Mianserin,DBMET01734,"(R)-mianserin, N-oxide",Cytochrome P450 3A4,DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1,C[N+]1([O-])CCN2c3ccccc3Cc3ccccc3[C@@H]2C1
DB06148,Mianserin,DBMET01824,8-Hydroxymianserin,"Cytochrome P450 2D6, Cytochrome P450 2B6, Cytochrome P450 3A4",DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccc(O)cc3Cc3ccccc3C2C1
DB06148,Mianserin,DBMET01825,Desmethylmianserin,"Cytochrome P450 2B6, Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 1A2",DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1,c1ccc2c(c1)Cc1ccccc1N1CCNCC21
DB06148,Mianserin,DBMET01826,Mianserin N-oxide,"Cytochrome P450 3A4, Cytochrome P450 1A2",DB06148,CN1CCN2c3ccccc3Cc3ccccc3C2C1,C[N+]1([O-])CCN2c3ccccc3Cc3ccccc3C2C1
DB06154,Pentaerythritol tetranitrate,DBMET01482,Ammonia,Pentaerythritol tetranitrate reductase,DB06154,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],N
DB06176,Romidepsin,DBMET01414,Romidepsin (active),,DB06176,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,CC=C1N=C(O)[C@@H](CS)N=C(O)[C@@H](C(C)C)CC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)N=C1O
DB06201,Rufinamide,DBMET00814,CGP-47292,,DB06201,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1
DB06202,Lasofoxifene,DBMET01444,7-hydroxy-lasofoxifene (7-OHLAS),"Cytochrome P450 3A5, Cytochrome P450 2D6",DB06202,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,Oc1cc2c(cc1O)[C@@H](c1ccc(OCCN3CCCC3)cc1)[C@@H](c1ccccc1)CC2
DB06202,Lasofoxifene,DBMET01445,5-hydroxy-lasofoxifene (5-OHLAS),"Cytochrome P450 3A4, Cytochrome P450 3A5",DB06202,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,Oc1ccc2c(c1O)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
DB06204,Tapentadol,DBMET03692,Hydroxy tapentadol,Cytochrome P450 2D6,DB06204,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,CC[C@@H](c1cc(O)cc(O)c1)[C@@H](C)CN(C)C
DB06204,Tapentadol,DBMET03695,Tapentadol sulfonate,Sulfotransferase,DB06204,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,CC[C@@H](c1cccc(S(=O)(=O)O)c1)[C@@H](C)CN(C)C
DB06204,Tapentadol,DBMET03696,Tapentadol glucuronide,UDP-glucuronosyltransferase 1A9,DB06204,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,CC[C@@H](c1cccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1)[C@@H](C)CN(C)C
DB06204,Tapentadol,DBMET00934,N-Desmethyl tapentadol,"Cytochrome P450 2C9, Cytochrome P450 2C19",DB06204,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,CC[C@@H](c1cccc(O)c1)[C@@H](C)CNC
DB06207,Silodosin,DBMET03293,Silodosin glucuronide,UDP-glucuronosyltransferase 2B7,DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)CC2)NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03294,KMD-3293,"Aldo-keto reductase family 1 member A1, Aldehyde dehydrogenase, mitochondrial",DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCC(=O)O)CC2)NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03295,KMD-3241,"Aldo-keto reductase family 1 member A1, Aldehyde dehydrogenase, mitochondrial",DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@H](Cc1cc(C(N)=O)c2c(ccn2CCCO)c1)NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03298,KMD-3289,,DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@H](Cc1cc2c(c(C(N)=O)c1)NCC2)NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03299,Silodosin N-dealkylated metabolite,,DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03300,Silodosin sulfated metabolite,,DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCOS(=O)(=O)O)CC2)NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03301,Silodosin gluosylated metabolite,,DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCOC1OC(CO)C(O)C(O)C1O)CC2)NCCOc1ccccc1OCC(F)(F)F
DB06207,Silodosin,DBMET03302,Silodosin hydroxylated metabolite,,DB06207,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,C[C@@H](NCCOc1ccccc1OCC(F)(F)F)C(O)c1cc2c(c(C(N)=O)c1)N(CCCO)CC2
DB06209,Prasugrel,DBMET00099,R-95913,Cholinesterase,DB06209,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,O=C(C1CC1)C(c1ccccc1F)N1CCc2sc(O)cc2C1
DB06211,Doripenem,DBMET01407,doripenem-M1,Dipeptidase 1,DB06211,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,C[C@@H](O)[C@@H](C(=O)O)[C@@H]1NC(C(=O)O)C(S[C@@H]2CN[C@H](CNS(N)(=O)=O)C2)[C@@H]1C
DB06217,Vernakalant,DBMET01446,RSD1385,Cytochrome P450 2D6,DB06217,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
DB06218,Lacosamide,DBMET00965,O-Desmethyl lacosamide,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB06218,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,CC(=O)N[C@H](CO)C(=O)NCc1ccccc1
DB06230,Nalmefene,DBMET01858,Nalmefene 3-O-glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A8",DB06230,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
DB06230,Nalmefene,DBMET01859,Nalmefene 3-O-sulfate,,DB06230,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(OS(=O)(=O)O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
DB06230,Nalmefene,DBMET01860,Nornalmefene,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB06230,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5
DB06234,Maribavir,DBMET03427,VP 44469,"Cytochrome P450 3A4, Cytochrome P450 1A2",DB06234,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
DB06235,Vadimezan,DBMET01775,6-Hydroxy-MXAA,Cytochrome P450 1A2,DB06235,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12
DB06237,Avanafil,DBMET03270,Avanafil metabolite M4,Cytochrome P450 3A4,DB06237,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,COc1ccc(CNc2nc(N3CC(O)C[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
DB06263,Amrubicin,DBMET02166,Amrubicin Met A,"NADPH--cytochrome P450 reductase, Quinone oxidoreductase",DB06263,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,CC(=O)[C@@]1(N)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O
DB06263,Amrubicin,DBMET02010,amrubicinol,Carbonyl reductase [NADPH] 3,DB06263,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,CC(O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](OC2CCC(O)C(O)O2)C1)C(=O)c1ccccc1C3=O
DB06267,Udenafil,DBMET00421,N-desalkyludenafil,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB06267,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,CCCOc1ccc(S(N)(=O)=O)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
DB06282,Levocetirizine,DBMET02642,Levocetirizine N-oxide Metabolite (M3),,DB06282,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCC[N+]1(O)CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
DB06282,Levocetirizine,DBMET02644,Levocetirizine O-dealkylated Metabolite (M6),,DB06282,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)CN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
DB06282,Levocetirizine,DBMET02645,Levocetirizine Taurine Conjugated Metabolite (M8),,DB06282,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1)NCCS(=O)(=O)O
DB06282,Levocetirizine,DBMET02646,Levocetirizine N-dealkylated and Aromatic Hydroxylated Metabolite (M9),,DB06282,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,Oc1ccc([C@@H](O)c2ccc(Cl)cc2)cc1
DB06292,Dapagliflozin,DBMET01372,Dapagliflozin 3-O-glucuronide,UDP-glucuronosyltransferase 1A9,DB06292,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)ccc2Cl)cc1
DB06292,Dapagliflozin,DBMET02424,"Dapagliflozin BMS-511926, M8 metabolite",,DB06292,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
DB06292,Dapagliflozin,DBMET02425,"Dapagliflozin BMS-639432, M12 metabolite",,DB06292,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CCOc1ccc(C(O)c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
DB06335,Saxagliptin,DBMET00459,5-hydroxy saxagliptin,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB06335,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@H]1C[C@H]2C[C@H]2N1C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2
DB06403,Ambrisentan,DBMET01405,Ambrisentan glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A3",DB06403,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
DB06403,Ambrisentan,DBMET00460,4-hydroxymethyl ambrisentan,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 3A5",DB06403,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(CO)n1)C(=O)O
DB06419,Cethromycin,DBMET03134,N-desmethyl cethromycin,,DB06419,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C
DB06419,Cethromycin,DBMET03136,10-hydroxy cethromycin,,DB06419,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@@]21C
DB06448,Lonafarnib,DBMET03217,Lonafarnib metabolite M1,,DB06448,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O
DB06480,Prucalopride,DBMET02197,Desmethyl prucalopride,Cytochrome P450 3A4,DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Nc1c(Cl)cc(C(=O)NC2CCN(CCCO)CC2)c2c1CCO2
DB06480,Prucalopride,DBMET02199,Prucalopride hydroxylamine,,DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,COCCCN1CCC(NC(=O)c2cc(Cl)c(NO)c3c2OCC3)CC1
DB06480,Prucalopride,DBMET02200,Prucalopride N-glucuronide,,DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,COCCCN1CCC(NC(=O)c2cc(Cl)c(NOC3OC(C(=O)O)C(O)C(O)C3O)c3c2OCC3)CC1
DB06480,Prucalopride,DBMET02201,Prucalopride N-oxide,,DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,COCCC[N+]1([O-])CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
DB06480,Prucalopride,DBMET02202,Hydroxy prucalopride,,DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,COCCCN1CCC(NC(=O)c2c(O)c(Cl)c(N)c3c2OCC3)CC1
DB06480,Prucalopride,DBMET02203,N-desalkyl prucalopride,,DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Nc1c(Cl)cc(C(=O)NC2CCNCC2)c2c1CCO2
DB06590,Ceftaroline fosamil,DBMET00812,ceftaroline,,DB06590,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,CCO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nc(=NP(=O)(O)O)s[nH]1
DB06595,Midostaurin,DBMET01440,CGP 52421,Cytochrome P450 3A4,DB06595,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O
DB06595,Midostaurin,DBMET01441,CGP 62221,Cytochrome P450 3A4,DB06595,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CN(C(=O)c1ccccc1)[C@@H]1C[C@H]2O[C@@](C)([C@@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
DB06605,Apixaban,DBMET02426,Apixaban M2 metabolite,,DB06605,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,NC(=O)c1nn(-c2ccc(O)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O
