parent_name,child_name,parent_smiles,child_smiles,source
Estrone,6beta-estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](O)C[C@H]3[C@@H]1CCC2=O,DrugBank
Estrone,7alpha-OH-estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](O)C3[C@@H]1CCC2=O,DrugBank
Estrone,15alpha-OH-estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CCC3[C@@H]1[C@@H](O)CC2=O,DrugBank
Estrone,16alpha-OH-estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CCC3[C@@H]1C[C@@H](O)C2=O,DrugBank
Estrone,16beta-OH-estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CCC3[C@@H]1C[C@H](O)C2=O,DrugBank
Estrone,2-hydroxyestrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,DrugBank
Trazodone,m-chlorophenylpiperazine (m-CPP) ,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Clc1cccc(N2CCNCC2)c1,DrugBank
Trazodone,triazolopyridinone epoxide,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2n1C=CC1OC21,DrugBank
Trazodone,4'-hydroxytrazodone ,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12,DrugBank
Verapamil,O-Desmethylverapamil (D-702),COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1O,DrugBank
Verapamil,Verapamil metabolite D-617,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,DrugBank
Verapamil,Norverapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,DrugBank
Verapamil,O-Desmethylverapamil (D-703),COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1cc(C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O,DrugBank
O-Desmethylverapamil (D-702),Verapamil metabolite D-620,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1O,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,DrugBank
Verapamil metabolite D-617,Verapamil metabolite D-620,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,DrugBank
Verapamil metabolite D-617,Verapamil metabolite PR-25,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,CNCCCC(C#N)(c1ccc(O)c(OC)c1)C(C)C,DrugBank
Norverapamil,Verapamil metabolite D-715 (PR-22),COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(C(C#N)(CCCNCCc2ccc(OC)c(OC)c2)C(C)C)cc1O,DrugBank
Norverapamil,Verapamil metabolite D-620,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,DrugBank
Epinephrine,Epinephrine sulfate,CNC[C@H](O)c1ccc(O)c(O)c1,CNC[C@H](O)c1ccc(OS(=O)(=O)O)c(O)c1,DrugBank
Epinephrine,Epinephrine glucuronide,CNC[C@H](O)c1ccc(O)c(O)c1,CNC[C@H](O)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,DrugBank
Sumatriptan,Sumatriptan Metabolite GR49336,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CC(=O)O)c2c1,DrugBank
Sumatriptan,Sumatriptan Metabolite GR34633,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CN(C)CCc1c[nH]c2ccc(CS(N)(=O)=O)cc12,DrugBank
Sumatriptan Metabolite GR49336,Sumatriptan Metabolite Ester Glucuronide of GR49336,CNS(=O)(=O)Cc1ccc2[nH]cc(CC(=O)O)c2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CC(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2c1,DrugBank
Chlorpropamide,2-OH-chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1O,DrugBank
Chlorpropamide,3-OH-chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)c(O)c1,DrugBank
Chlorpropamide,2-Hydroxychlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1O,DrugBank
Chlorpropamide,3-Hydroxychlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)c(O)c1,DrugBank
Chlorpropamide,4-Chlorobenzenesulfonylurea,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,DrugBank
4-Chlorobenzenesulfonylurea,4-Chlorobenzenesulfonamide,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,NS(=O)(=O)c1ccc(Cl)cc1,DrugBank
Aprepitant,"(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=Cc1n[nH]c(=O)[nH]1,DrugBank
Aprepitant,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde",C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,DrugBank
Aprepitant,"1-[3,5-bis(trifluoromethyl)phenyl]ethanone",C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,DrugBank
Aprepitant,"5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one",C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=c1[nH]nc(CN2CCO[C@H](O)[C@@H]2c2ccc(F)cc2)[nH]1,DrugBank
Aprepitant,"(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,DrugBank
Galantamine,O-desmethyl-galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,DrugBank
Galantamine,Galantamine N-oxide,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](C)([O-])C2,DrugBank
Galantamine,Galantamine glucuronide,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](OC4C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4C(=O)O)C=C[C@@]31CCN(C)C2,DrugBank
Galantamine,N-desmethyl-galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,DrugBank
Galantamine,Sulfate conjugate of galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](OS(=O)(=O)O)C=C[C@@]31CCN(C)C2,DrugBank
Galantamine,Galantaminone,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCN(C)C2,DrugBank
Galantaminone,O-desmethyl-galantaminone,COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCN(C)C2,CN1CC[C@@]23C=CC(=O)C[C@@H]2Oc2c(O)ccc(c23)C1,DrugBank
Galantaminone,Epigalantamine,COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2,DrugBank
O-desmethyl-galantamine,O-desmethyl-galantamine glucuronide,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(OC4C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4C(=O)O)ccc(c23)C1,DrugBank
O-desmethyl-galantamine,Sulfate conjugate of O-desmethyl-galantamine,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(OS(=O)(=O)O)ccc(c23)C1,DrugBank
Epigalantamine,N-desmethyl-epigalantamine,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2,CN1CC[C@@]23C=C[C@@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,DrugBank
Epigalantamine,Sulfate conjugate of epigalantamine,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@H](OS(=O)(=O)O)C=C[C@@]31CCN(C)C2,DrugBank
Epigalantamine,O-desmethyl-epigalantamine,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2,CN1CC[C@@]23C=C[C@@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,DrugBank
O-desmethyl-epigalantamine,O-desmethyl-epigalantamine glucuronide,CN1CC[C@@]23C=C[C@@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,CN1CC[C@@]23C=C[C@@H](O)C[C@@H]2Oc2c(OC4C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4C(=O)O)ccc(c23)C1,DrugBank
Tamoxifen,N-Desmethyltamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,DrugBank
Tamoxifen,α-hydroxytamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DrugBank
Tamoxifen,Tamoxifen N-oxide,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1,DrugBank
Tamoxifen,4-Hydroxytamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DrugBank
N-Desmethyltamoxifen,N-desmethyltamoxifen Sulfate,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)S(=O)(=O)[O-])cc1)c1ccccc1,DrugBank
N-Desmethyltamoxifen,Endoxifen (4-hydroxy-N-desmethyltamoxifen),CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,DrugBank
α-hydroxytamoxifen,α-hydroxytamoxifen Glucuronide,CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DrugBank
α-hydroxytamoxifen,α-tamoxifen Sulfate,CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC(OS(=O)(=O)[O-])/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DrugBank
4-Hydroxytamoxifen,Endoxifen (4-hydroxy-N-desmethyltamoxifen),CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,DrugBank
4-Hydroxytamoxifen,4-hydroxytamoxifen sulfate,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,DrugBank
4-Hydroxytamoxifen,Tamoxifen Glucuronides,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,DrugBank
N-Desmethyltamoxifen,"N,N-didesmethyltamoxifen",CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,DrugBank
4-hydroxytamoxifen sulfate,Endoxifen (4-hydroxy-N-desmethyltamoxifen),CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),Tamoxifen Glucuronides,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-endoxifen Sulfate,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)[O-])cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-hydroxytamoxifen sulfate,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),Tamoxifen Glucuronides,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-endoxifen Sulfate,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)[O-])cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-hydroxytamoxifen sulfate,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,DrugBank
"N,N-didesmethyltamoxifen",Tamoxifen Metabolite Y,CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCO)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),Tamoxifen Glucuronides,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),4-endoxifen Sulfate,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)[O-])cc1)c1ccccc1,DrugBank
Tamoxifen Metabolite Y,Tamoxifen Metabolite E,CC/C(=C(\c1ccccc1)c1ccc(OCCO)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccccc1,DrugBank
Endoxifen (4-hydroxy-N-desmethyltamoxifen),"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,DrugBank
Tamoxifen Metabolite E,Tamoxifen Metabolite E Glucuronide,CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,DrugBank
Losartan,Losartan carboxaldehyde,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DrugBank
Losartan,Losartan N2-glucuronide,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn([C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1,DrugBank
Losartan,Losartan carboxylic acid,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DrugBank
Losartan carboxaldehyde,Losartan carboxylic acid,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DrugBank
Thioridazine,Thioridazine 2-sulfoxide,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,DrugBank
Thioridazine,N-desmethylthioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CSc1ccc2c(c1)N(CCC1CCCCN1)c1ccccc1S2,DrugBank
Thioridazine,Thioridazine 5-sulfoxide,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2=O,DrugBank
Warfarin,S-7-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,DrugBank
Warfarin,S-6-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,DrugBank
Warfarin,S-4'-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,R-4'-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,R-6-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,DrugBank
Warfarin,R-10(R)-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)[C@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,R-10(S)-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)[C@@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,R-8-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)c2cccc(O)c2oc1=O,DrugBank
Warfarin,R-7-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccc(O)cc2oc1=O,DrugBank
Warfarin,(R)9-hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@@](O)(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,(S)9-hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@](O)(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,R-Warfarin-R-Alcohol,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)[C@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,R-Warfarin-S-Alcohol,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,C[C@H](O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,S-Warfarin-R-Alcohol,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)[C@H](O)[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Warfarin,S-Warfarin-S-Alcohol,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,C[C@H](O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
R-10(S)-Hydroxywarfarin,(E)-dehydrowarfarin,CC(=O)[C@@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)/C=C(\c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
R-10(S)-Hydroxywarfarin,(Z)-dehydrowarfarin,CC(=O)[C@@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)/C=C(/c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
R-10(R)-Hydroxywarfarin,(E)-dehydrowarfarin,CC(=O)[C@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)/C=C(\c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
R-10(R)-Hydroxywarfarin,(Z)-dehydrowarfarin,CC(=O)[C@H](O)[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)/C=C(/c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank
Midazolam,Midazolam-N-glucuronide,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1n2c(c[n+]1C1OC(C(=O)O)C(O)C(O)C1O)CN=C(c1ccccc1F)c1cc(Cl)ccc1-2,DrugBank
Midazolam,1-hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DrugBank
Midazolam,4-hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,DrugBank
1-hydroxymidazolam,"1,4-dihydroxymidazolam",OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,DrugBank
4-hydroxymidazolam,"1,4-dihydroxymidazolam",Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,DrugBank
1-hydroxymidazolam,1-hydroxymidazolam-O-glucuronide,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,O=C(O)C1OC(OCc2ncc3n2-c2ccc(Cl)cc2C(c2ccccc2F)=NC3)C(O)C(O)C1O,DrugBank
1-hydroxymidazolam,1-hydroxymidazolam-N-glucuronide,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,O=C(O)C1OC([n+]2cc3n(c2CO)-c2ccc(Cl)cc2C(c2ccccc2F)=NC3)C(O)C(O)C1O,DrugBank
4-hydroxymidazolam,4-hydroxymidazolam-O-glucuronide,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2OC1OC(C(=O)O)C(O)C(O)C1O,DrugBank
